ID RA Dec LHa E_LHa LPab E_Pab AHa E_AHa Ha/24um Ha/70um Ha/8um Ha/12um Ha/100um
613 308.7224 60.1274 4.6528e+36 2.6156e+35 2.062e+36 2.0115e+35 3.2401 0.2013 2.2663e-02 5.5304e-03 5.9936e-03 2.1258e-02 4.3040e-03
614 308.723 60.1278 6.5322e+36 3.9439e+35 2.1705e+36 2.2451e+35 2.7851 0.2441 2.3950e-02 5.6888e-03 7.1895e-03 2.4316e-02 4.6402e-03
615 308.7319 60.1351 1.4012e+37 7.3171e+35 1.0125e+36 2.0676e+35 0.3751 0.6972 2.4729e-02 4.1208e-03 4.9928e-03 1.5150e-02 3.4186e-03
616 308.7324 60.1355 1.5792e+37 8.2744e+35 1.8431e+36 2.6298e+35 1.1325 0.3399 2.7499e-02 4.6051e-03 4.9096e-03 1.5808e-02 3.7451e-03
617 308.7418 60.1432 1.3112e+37 6.9316e+35 2.4842e+36 2.9888e+35 1.8977 0.2653 3.2424e-02 4.4581e-03 4.6787e-03 1.8270e-02 4.0681e-03
618 308.7423 60.1436 2.504e+37 1.315e+36 3.2814e+36 3.6721e+35 1.3154 0.2399 4.9127e-02 6.4294e-03 6.8070e-03 2.6830e-02 5.9854e-03
619 308.7428 60.144 2.5715e+37 1.3503e+36 3.0371e+36 3.3639e+35 1.1511 0.2345 5.2047e-02 6.9093e-03 8.3149e-03 2.7861e-02 6.4000e-03
620 308.7434 60.1445 1.7034e+37 8.9725e+35 1.3778e+36 2.1616e+35 0.5531 0.4025 4.2072e-02 5.9971e-03 7.8875e-03 2.3485e-02 5.4172e-03
621 308.7476 60.1479 5.7035e+36 3.1208e+35 8.3986e+35 1.8333e+35 1.4996 0.615 2.4696e-02 3.9556e-03 6.0757e-03 1.6303e-02 3.8601e-03
622 308.7481 60.1483 1.0393e+37 5.5222e+35 3.3095e+36 3.2884e+35 2.718 0.2011 2.4752e-02 3.8431e-03 4.1520e-03 1.5248e-02 3.7505e-03
623 308.7486 60.1487 1.0097e+37 5.3691e+35 2.2372e+36 2.6265e+35 2.1451 0.2582 2.2723e-02 3.5749e-03 3.3870e-03 1.3222e-02 3.4327e-03
624 308.7586 60.1568 1.2974e+37 6.86e+35 1.3535e+36 1.8365e+35 0.9552 0.3194 4.3360e-02 8.3636e-03 9.8912e-03 2.4802e-02 6.6488e-03
625 308.7591 60.1573 1.3233e+37 6.9941e+35 9.3472e+35 1.6886e+35 0.3392 0.4974 4.2836e-02 8.3992e-03 1.1150e-02 2.5460e-02 6.6546e-03
626 308.7858 60.179 2.6992e+36 4.7938e+35 9.0231e+35 1.2436e+35 2.7947 0.401 2.1988e-02 4.2811e-03 5.1542e-03 1.6206e-02 3.4027e-03
627 308.7864 60.1794 4.9864e+36 5.0503e+35 4.8388e+35 1.1378e+35 0.8408 0.3576 2.8209e-02 5.2595e-03 6.4962e-03 2.0505e-02 4.2375e-03
628 308.7869 60.1799 4.128e+36 4.2849e+35 2.6651e+35 1.0172e+35 0.1971 0.6022 3.1956e-02 6.0624e-03 8.0915e-03 2.2933e-02 4.7823e-03
629 308.7937 60.1854 3.1995e+36 5.2797e+35 3.002e+35 2.8148e+35 0.7876 0.5783 4.5898e-02 5.7867e-03 1.1315e-02 2.6711e-02 5.2327e-03
630 308.7163 60.1234 1.7503e+37 9.2167e+35 1.4495e+36 1.6997e+35 0.5904 0.2434 3.6062e-02 7.1468e-03 1.1329e-02 3.3432e-02 5.7189e-03
631 308.7169 60.1238 1.3786e+37 7.2826e+35 2.3208e+36 2.1993e+35 1.711 0.1631 2.9948e-02 5.3520e-03 7.9230e-03 2.4984e-02 4.5372e-03
632 308.7216 60.1276 2.7959e+36 1.7096e+35 1.0093e+36 1.4798e+35 2.9162 0.359 2.1744e-02 4.8165e-03 6.5720e-03 2.0078e-02 3.8429e-03
633 308.7221 60.1281 4.4507e+36 2.5398e+35 4.9537e+35 1.7688e+35 1.0574 1.2732 2.2749e-02 4.8475e-03 7.9414e-03 2.1925e-02 4.0341e-03
634 308.7237 60.1294 6.612e+36 3.5605e+35 1.5478e+36 1.8101e+35 2.2318 0.2504 2.1466e-02 3.8862e-03 7.0746e-03 1.8630e-02 3.7349e-03
635 308.731 60.1353 1.6384e+37 8.54e+35 1.9842e+36 2.1517e+35 1.1908 0.2221 2.4583e-02 4.1372e-03 4.1932e-03 1.5425e-02 3.4970e-03
636 308.7315 60.1358 1.2942e+37 6.8434e+35 8.899e+35 1.3983e+35 0.2966 0.3913 2.1468e-02 3.6832e-03 3.6888e-03 1.2826e-02 3.0152e-03
637 308.7373 60.1405 2.2199e+37 1.1666e+36 3.9084e+36 3.6453e+35 1.7819 0.1822 2.0571e-02 3.9676e-03 4.6539e-03 1.6933e-02 3.9515e-03
638 308.7378 60.1409 1.7817e+37 9.3807e+35 2.5386e+36 2.8195e+35 1.4475 0.2359 1.7931e-02 3.6212e-03 4.9607e-03 1.5453e-02 3.5399e-03
639 308.7409 60.1434 1.1914e+37 6.3099e+35 3.0338e+36 2.9526e+35 2.3648 0.1944 3.0762e-02 4.2481e-03 3.8555e-03 1.6497e-02 3.7799e-03
640 308.7415 60.1439 2.5863e+37 1.358e+36 4.5826e+36 4.7462e+35 1.7919 0.2155 5.0991e-02 6.5151e-03 5.8173e-03 2.5707e-02 5.9627e-03
641 308.742 60.1443 2.8343e+37 1.4876e+36 3.9247e+36 3.8978e+35 1.4024 0.2014 5.6088e-02 7.1717e-03 7.3275e-03 2.8478e-02 6.5282e-03
642 308.7425 60.1447 2.037e+37 1.0711e+36 2.5799e+36 2.7003e+35 1.2616 0.2156 4.7417e-02 6.4688e-03 7.0766e-03 2.4628e-02 5.7263e-03
643 308.743 60.1451 9.3252e+36 4.9708e+35 9.466e+35 1.5647e+35 0.912 0.4346 3.3133e-02 5.0534e-03 5.5538e-03 1.8114e-02 4.2976e-03
644 308.7477 60.149 6.5306e+36 3.539e+35 2.2029e+36 2.192e+35 2.809 0.2019 1.7839e-02 2.9089e-03 2.8509e-03 1.0365e-02 2.7356e-03
645 308.7671 60.1648 1.5113e+37 7.9496e+35 4.142e+36 2.3734e+35 2.4809 0.0462 3.2213e-02 5.0774e-03 5.2859e-03 1.9233e-02 4.6452e-03
646 308.7677 60.1652 1.6174e+37 8.5008e+35 1.3523e+36 1.1536e+35 0.6056 0.1182 3.4709e-02 5.9776e-03 7.7328e-03 2.2131e-02 5.4166e-03
647 308.7929 60.1857 2.269e+36 3.5845e+35 2.0152e+35 3.0244e+35 0.701 1.0892 4.3381e-02 5.6287e-03 9.8625e-03 2.5850e-02 5.0465e-03
648 308.7155 60.1236 2.411e+37 1.2664e+36 1.4413e+36 3.2504e+35 0.0756 0.6098 4.6176e-02 8.5678e-03 1.2036e-02 3.8507e-02 7.1075e-03
649 308.716 60.1241 2.1686e+37 1.1399e+36 3.2043e+36 3.4738e+35 1.505 0.23 3.9733e-02 6.7185e-03 8.3848e-03 3.0859e-02 5.8863e-03
650 308.7165 60.1245 1.1795e+37 6.2049e+35 3.4469e+36 3.0868e+35 2.5823 0.1509 2.8110e-02 4.4693e-03 5.8066e-03 2.0947e-02 4.0478e-03
651 308.7171 60.1249 1.0746e+37 6.4371e+35 3.9673e+36 3.3499e+35 2.9515 0.0998 2.3873e-02 3.7133e-03 4.9082e-03 1.7545e-02 3.4127e-03
652 308.7176 60.1253 2.7187e+37 1.4151e+36 6.5949e+36 6.3026e+35 2.2881 0.1682 3.5060e-02 5.5981e-03 7.7166e-03 2.7722e-02 5.1026e-03
653 308.7181 60.1258 2.5834e+37 1.3407e+36 3.5269e+36 2.9703e+35 1.38 0.144 3.4789e-02 6.0099e-03 1.0997e-02 2.9519e-02 5.2752e-03
654 308.7186 60.1262 1.0079e+37 5.3343e+35 8.0698e+35 1.1356e+35 0.5371 0.2969 2.1381e-02 4.1505e-03 1.0622e-02 1.9538e-02 3.4051e-03
655 308.7223 60.1292 8.8943e+36 4.7488e+35 2.0858e+36 3.4493e+35 2.2347 0.3905 2.2745e-02 3.8665e-03 5.5622e-03 1.8495e-02 3.6754e-03
656 308.7228 60.1296 2.6092e+37 1.3682e+36 6.8372e+36 6.4315e+35 2.4101 0.1845 3.5159e-02 5.7773e-03 6.6295e-03 2.7003e-02 5.6358e-03
657 308.7233 60.13 2.2537e+37 1.1835e+36 3.7229e+36 3.6302e+35 1.6812 0.1952 3.2572e-02 5.4521e-03 7.3382e-03 2.5148e-02 5.2175e-03
658 308.7296 60.1352 1.6471e+37 8.7261e+35 4.3129e+36 4.3615e+35 2.4089 0.211 2.3429e-02 4.0887e-03 4.4677e-03 1.5848e-02 3.5021e-03
659 308.7301 60.1356 1.3574e+37 7.172e+35 2.3784e+36 2.8553e+35 1.7742 0.2705 2.1254e-02 3.8219e-03 3.9660e-03 1.4098e-02 3.1864e-03
660 308.7359 60.1403 2.6973e+37 1.416e+36 9.0616e+36 8.0721e+35 2.8026 0.1702 2.3952e-02 4.7075e-03 4.9287e-03 1.9338e-02 4.5761e-03
661 308.7364 60.1407 4.5521e+37 2.3857e+36 1.2987e+37 1.2129e+36 2.5444 0.1834 3.4218e-02 6.5281e-03 5.8664e-03 2.7809e-02 6.6959e-03
662 308.7369 60.1411 3.2088e+37 1.6833e+36 6.6056e+36 6.0199e+35 2.0289 0.1764 2.5927e-02 5.1483e-03 5.2512e-03 2.1477e-02 5.2032e-03
663 308.7375 60.1416 1.4857e+37 7.8387e+35 3.7842e+36 3.5087e+35 2.3653 0.1814 1.6077e-02 3.5404e-03 4.3424e-03 1.4405e-02 3.2957e-03
664 308.7406 60.1441 1.3558e+37 7.1634e+35 3.181e+36 3.0161e+35 2.2355 0.1869 3.4578e-02 4.6667e-03 4.9269e-03 1.7364e-02 4.0354e-03
665 308.7411 60.1446 1.467e+37 7.7417e+35 2.1281e+36 2.0864e+35 1.476 0.1951 3.9406e-02 5.2690e-03 6.2792e-03 1.9472e-02 4.5259e-03
666 308.7417 60.145 1.1603e+37 6.1486e+35 1.3392e+36 1.4847e+35 1.1148 0.23 3.6081e-02 5.0827e-03 6.1421e-03 1.8204e-02 4.2337e-03
667 308.7663 60.165 1.7641e+37 9.2628e+35 3.4387e+36 2.0367e+35 1.9428 0.0513 3.7330e-02 5.3937e-03 4.6078e-03 2.0152e-02 4.8422e-03
668 308.7668 60.1655 1.9645e+37 1.0306e+36 1.1684e+36 1.0938e+35 0.0673 0.1363 4.1187e-02 6.4860e-03 6.8837e-03 2.3270e-02 5.7811e-03
669 308.7841 60.1795 1.4684e+37 7.7574e+35 1.6955e+36 1.7446e+35 1.1154 0.2028 2.6889e-02 5.5121e-03 1.0657e-02 2.7336e-02 5.0977e-03
670 308.7846 60.18 9.9586e+36 5.4914e+35 7.737e+35 1.0605e+35 0.4895 0.2843 2.7390e-02 5.5243e-03 1.3084e-02 2.7599e-02 5.0634e-03
671 308.792 60.1859 4.1803e+36 2.5221e+35 2.7286e+35 4.1484e+35 0.2144 0.6546 4.7015e-02 6.1180e-03 9.5031e-03 2.8864e-02 5.6053e-03
672 308.7152 60.1243 2.5095e+37 1.302e+36 1.6965e+36 3.6475e+35 0.2698 0.5234 4.1757e-02 7.2218e-03 9.7427e-03 3.1430e-02 6.2960e-03
673 308.7157 60.1248 2.9609e+37 1.5381e+36 5.1874e+36 5.1326e+35 1.7741 0.1938 4.2742e-02 6.9450e-03 8.0139e-03 3.1458e-02 6.2884e-03
674 308.7162 60.1252 2.5183e+37 1.316e+36 6.4376e+36 5.422e+35 2.371 0.1525 3.4344e-02 5.4433e-03 5.8572e-03 2.5514e-02 5.0157e-03
675 308.7167 60.1256 3.4181e+37 1.7824e+36 8.6945e+36 7.9391e+35 2.3631 0.1725 3.8925e-02 6.3252e-03 7.4048e-03 2.9977e-02 5.7667e-03
676 308.7172 60.126 2.6797e+37 1.3999e+36 3.2243e+36 2.7894e+35 1.1805 0.1591 3.3136e-02 5.8178e-03 9.8133e-03 2.7383e-02 5.0527e-03
677 308.7214 60.1295 1.0393e+37 5.5231e+35 2.9755e+36 2.746e+35 2.55 0.1799 2.3121e-02 3.8555e-03 4.2823e-03 1.7179e-02 3.6187e-03
678 308.722 60.1299 2.466e+37 1.2996e+36 6.54e+36 5.9007e+35 2.429 0.1751 3.2985e-02 5.3714e-03 5.2454e-03 2.4330e-02 5.1496e-03
679 308.7225 60.1303 2.2552e+37 1.198e+36 3.6574e+36 3.3306e+35 1.6521 0.1799 3.1106e-02 5.1752e-03 6.2851e-03 2.2864e-02 4.8738e-03
680 308.723 60.1307 6.8247e+36 4.8155e+35 6.7138e+35 1.0258e+35 0.8624 0.3588 1.7946e-02 3.1718e-03 5.0739e-03 1.3540e-02 2.8277e-03
681 308.7267 60.1337 4.3262e+37 2.262e+36 7.954e+36 4.287e+35 1.8503 0.0295 4.6512e-02 8.2189e-03 1.0946e-02 3.5965e-02 7.3671e-03
682 308.7272 60.1341 4.4807e+37 2.3427e+36 6.1534e+36 3.3719e+35 1.3894 0.0323 4.6435e-02 7.9268e-03 9.5751e-03 3.3987e-02 7.2389e-03
683 308.7277 60.1346 2.0841e+37 1.1193e+36 3.8872e+36 3.7049e+35 1.8731 0.1968 2.6424e-02 4.5373e-03 5.2866e-03 1.8914e-02 4.0801e-03
684 308.7282 60.135 1.5486e+37 8.521e+35 4.0394e+36 3.681e+35 2.4028 0.1913 2.1631e-02 3.8495e-03 4.4649e-03 1.5246e-02 3.3513e-03
685 308.7288 60.1354 1.5026e+37 7.9725e+35 3.1319e+36 3.0843e+35 2.0485 0.2017 2.1436e-02 4.0166e-03 4.7882e-03 1.5355e-02 3.3670e-03
686 308.735 60.1405 2.582e+37 1.3557e+36 6.6642e+36 5.6863e+35 2.3861 0.1586 2.2063e-02 4.6275e-03 5.3741e-03 1.8179e-02 4.3374e-03
687 308.7356 60.141 3.7909e+37 1.9876e+36 7.9858e+36 6.9136e+35 2.0653 0.1623 2.9851e-02 6.0144e-03 6.2233e-03 2.4653e-02 6.0091e-03
688 308.7361 60.1414 2.3016e+37 1.2093e+36 2.9913e+36 2.4378e+35 1.3023 0.1444 1.9997e-02 4.1606e-03 4.8329e-03 1.7116e-02 4.1177e-03
689 308.7602 60.161 1.2372e+37 6.5476e+35 2.37e+36 1.9731e+35 1.9151 0.1505 3.1487e-02 5.4982e-03 6.2200e-03 1.8772e-02 4.4111e-03
690 308.7827 60.1794 2.7322e+37 1.4227e+36 5.4024e+36 4.6723e+35 1.9652 0.1562 2.8316e-02 5.9850e-03 9.1625e-03 3.0001e-02 5.8481e-03
691 308.7833 60.1798 4.2816e+37 2.2437e+36 8.0353e+36 7.5876e+35 1.8827 0.1858 4.3517e-02 8.9851e-03 1.3244e-02 4.6925e-02 8.7962e-03
692 308.7838 60.1802 2.4407e+37 1.2822e+36 2.5091e+36 2.2073e+35 0.932 0.1647 3.7310e-02 7.8203e-03 1.6572e-02 4.1766e-02 7.4774e-03
693 308.7906 60.1858 7.8351e+36 4.2048e+35 7.9179e+35 1.8323e+35 0.9049 0.9379 5.8594e-02 8.0744e-03 1.5066e-02 3.9655e-02 7.5079e-03
694 308.7012 60.1139 3.3508e+37 1.7633e+36 3.9667e+36 3.7028e+35 1.1549 0.184 6.2103e-02 7.7909e-03 1.0698e-02 4.1185e-02 7.9074e-03
695 308.7017 60.1143 3.1547e+37 1.6549e+36 2.6998e+36 2.6709e+35 0.6423 0.198 6.3625e-02 7.9108e-03 1.2530e-02 4.1547e-02 7.9263e-03
696 308.7023 60.1148 1.3002e+37 7.0186e+35 1.5187e+36 1.4966e+35 1.1338 0.2003 4.3347e-02 5.6292e-03 9.0639e-03 2.8917e-02 5.3639e-03
697 308.7028 60.1152 7.6921e+36 4.6941e+35 1.3662e+36 1.5834e+35 1.7956 0.2779 3.8299e-02 5.3369e-03 6.9447e-03 2.4955e-02 4.7597e-03
698 308.7033 60.1156 1.2412e+37 6.6038e+35 1.3045e+36 2.128e+35 0.967 0.4261 5.0815e-02 7.6045e-03 9.0488e-03 3.2498e-02 6.3665e-03
699 308.7132 60.1237 1.7906e+37 9.9567e+35 2.1129e+36 2.6683e+35 1.1497 0.2474 4.2663e-02 9.1220e-03 1.2450e-02 3.3502e-02 6.9420e-03
700 308.7143 60.1246 1.7916e+37 1.0396e+36 2.2008e+36 3.3953e+35 1.2133 0.3516 3.5551e-02 6.5990e-03 8.4127e-03 2.7576e-02 5.5592e-03
701 308.7148 60.125 2.7599e+37 1.4838e+36 5.5541e+36 5.9876e+35 1.993 0.19 4.1367e-02 7.2375e-03 7.9426e-03 3.0757e-02 6.3274e-03
702 308.7153 60.1254 1.8783e+37 9.7998e+35 4.2569e+36 3.72e+35 2.1808 0.1432 2.8991e-02 4.9442e-03 5.5187e-03 2.1945e-02 4.3944e-03
703 308.7159 60.1259 1.3352e+37 7.0475e+35 4.302e+36 3.7517e+35 2.7365 0.1637 2.1286e-02 3.7061e-03 4.6288e-03 1.6702e-02 3.2496e-03
704 308.7185 60.128 3.6784e+36 2.1218e+35 2.1579e+36 2.1116e+35 3.6832 0.2008 1.6313e-02 3.1761e-03 3.7979e-03 1.1991e-02 2.4747e-03
705 308.719 60.1284 5.6292e+36 3.0834e+35 2.2585e+36 2.3618e+35 3.083 0.2178 1.7933e-02 3.3983e-03 4.5130e-03 1.3422e-02 2.7369e-03
706 308.7211 60.1301 6.6995e+36 3.8892e+35 1.018e+36 1.1243e+35 1.5493 0.2158 1.9231e-02 3.3267e-03 3.9141e-03 1.3929e-02 3.0423e-03
707 308.7216 60.1306 9.9778e+36 5.4507e+35 9.7371e+35 1.3933e+35 0.8497 0.3172 2.0346e-02 3.5581e-03 5.2334e-03 1.4931e-02 3.2451e-03
708 308.7258 60.134 4.7564e+37 2.4866e+36 4.7499e+36 2.671e+35 0.8861 0.0377 4.9596e-02 8.8971e-03 1.2395e-02 3.7196e-02 7.8814e-03
709 308.7263 60.1344 5.3162e+37 2.7859e+36 5.9556e+36 5.4106e+35 1.0677 0.176 5.2506e-02 9.2062e-03 1.1041e-02 3.8929e-02 8.2856e-03
710 308.7269 60.1348 2.5797e+37 1.3795e+36 4.1948e+36 3.8624e+35 1.6564 0.1861 3.0369e-02 5.4423e-03 6.1423e-03 2.2092e-02 4.7996e-03
711 308.7274 60.1353 1.0664e+37 6.3106e+35 2.6224e+36 2.4247e+35 2.3098 0.2091 1.8538e-02 3.5049e-03 4.2409e-03 1.3601e-02 2.9741e-03
712 308.7279 60.1357 5.1734e+36 2.8617e+35 4.8133e+35 9.9712e+34 0.7743 0.5279 1.4471e-02 2.9318e-03 4.1843e-03 1.0850e-02 2.3792e-03
713 308.7593 60.1613 1.6247e+37 8.5622e+35 3.6993e+36 3.0579e+35 2.1881 0.1502 3.7845e-02 5.9979e-03 5.8632e-03 2.2207e-02 5.0817e-03
714 308.7599 60.1617 1.1786e+37 6.2435e+35 1.8044e+36 1.4785e+35 1.5611 0.1419 3.0371e-02 5.1063e-03 5.0054e-03 1.7273e-02 4.2693e-03
715 308.7814 60.1792 2.1708e+37 1.2051e+36 3.1363e+36 2.496e+35 1.4695 0.1005 1.8947e-02 3.8903e-03 7.2596e-03 1.9618e-02 4.0372e-03
716 308.7819 60.1796 3.8677e+37 2.0141e+36 6.9114e+36 6.075e+35 1.8053 0.1608 2.9499e-02 6.0406e-03 9.3235e-03 3.1766e-02 6.1863e-03
717 308.7824 60.1801 4.4174e+37 2.3186e+36 6.4888e+36 5.7912e+35 1.4957 0.1711 3.7799e-02 8.0029e-03 1.3086e-02 4.2366e-02 7.9270e-03
718 308.7829 60.1805 2.1798e+37 1.1475e+36 1.431e+36 1.5072e+35 0.2235 0.2072 3.0632e-02 6.8643e-03 1.7343e-02 3.7737e-02 6.4941e-03
719 308.7892 60.1856 1.0329e+37 5.4892e+35 1.8023e+36 2.3879e+35 1.7676 0.2955 6.5792e-02 1.0247e-02 2.4358e-02 5.1802e-02 9.2363e-03
720 308.7898 60.186 2.4965e+37 1.3111e+36 3.7358e+36 4.1222e+35 1.525 0.2358 9.5702e-02 1.3348e-02 2.4973e-02 6.7236e-02 1.2633e-02
721 308.7903 60.1864 2.1478e+37 1.129e+36 3.0764e+36 5.1866e+35 1.4559 0.4434 8.5301e-02 1.1085e-02 1.9491e-02 5.6677e-02 1.0685e-02
722 308.6998 60.1138 2.758e+37 1.431e+36 5.5833e+36 4.9735e+35 2.0024 0.1591 5.0777e-02 7.1887e-03 6.4771e-03 3.3166e-02 7.0406e-03
723 308.7004 60.1142 5.702e+37 2.9555e+36 8.0066e+36 8.2451e+35 1.4245 0.2057 9.0789e-02 1.1960e-02 1.1653e-02 5.8674e-02 1.2156e-02
724 308.7009 60.1146 4.8709e+37 2.5221e+36 3.7988e+36 4.9096e+35 0.4956 0.2766 8.5085e-02 1.1178e-02 1.4363e-02 5.6702e-02 1.1207e-02
725 308.7014 60.115 2.2409e+37 1.1661e+36 2.2488e+36 2.2625e+35 0.8938 0.1868 5.5264e-02 7.6654e-03 1.1212e-02 3.6787e-02 7.2969e-03
726 308.7019 60.1155 1.1182e+37 5.9622e+35 1.0661e+36 1.4494e+35 0.8129 0.2931 4.3434e-02 6.5680e-03 8.9646e-03 2.9509e-02 5.8168e-03
727 308.7187 60.1291 4.2501e+36 2.3985e+35 5.3586e+35 1.0348e+35 1.2544 0.4787 1.6305e-02 3.2182e-03 4.4270e-03 1.2024e-02 2.5189e-03
728 308.7192 60.1295 5.5715e+35 1.0792e+35 4.4124e+35 1.1066e+35 4.1573 0.9549 1.4201e-02 2.8215e-03 3.5884e-03 1.0530e-02 2.2482e-03
729 308.7213 60.1313 1.2256e+37 6.469e+35 7.9931e+35 9.9112e+34 0.213 0.1993 1.7917e-02 3.3677e-03 5.4875e-03 1.3595e-02 2.9821e-03
730 308.7249 60.1342 2.3434e+37 1.2593e+36 2.4616e+36 3.0376e+35 0.966 0.2837 3.0725e-02 5.8030e-03 8.4432e-03 2.2908e-02 4.9073e-03
731 308.7255 60.1347 2.5749e+37 1.382e+36 2.6145e+36 2.553e+35 0.9124 0.2013 3.2190e-02 5.9815e-03 7.8858e-03 2.3926e-02 5.1435e-03
732 308.726 60.1351 1.0255e+37 6.578e+35 1.6813e+36 1.7679e+35 1.6692 0.2541 1.9895e-02 3.7968e-03 5.0165e-03 1.4689e-02 3.2118e-03
733 308.7585 60.1615 2.2912e+37 1.2038e+36 4.5086e+36 3.9812e+35 1.9576 0.1671 5.0806e-02 7.6770e-03 7.8631e-03 2.9295e-02 6.6556e-03
734 308.759 60.162 1.9626e+37 1.0324e+36 2.999e+36 2.5482e+35 1.5581 0.156 4.4406e-02 7.0642e-03 6.8528e-03 2.5621e-02 6.1351e-03
735 308.78 60.179 5.0842e+37 2.6577e+36 2.098e+37 1.1035e+36 3.1275 0.0306 2.6930e-02 5.4698e-03 7.8308e-03 2.8321e-02 5.8258e-03
736 308.7805 60.1795 4.958e+37 2.5669e+36 9.7108e+36 8.5099e+35 1.9502 0.1494 2.8506e-02 5.6250e-03 8.6943e-03 3.0138e-02 6.0113e-03
737 308.781 60.1799 2.8316e+37 1.472e+36 3.2373e+36 2.7937e+35 1.0998 0.1531 2.1420e-02 4.3755e-03 8.2152e-03 2.3040e-02 4.4922e-03
738 308.7815 60.1803 1.733e+37 9.2791e+35 1.2031e+36 1.5386e+35 0.3118 0.272 1.9677e-02 4.3406e-03 1.0746e-02 2.2970e-02 4.1836e-03
739 308.7884 60.1859 1.95e+37 1.0258e+36 3.4203e+36 4.7104e+35 1.7759 0.3209 8.6162e-02 1.3515e-02 2.8309e-02 6.9042e-02 1.2293e-02
740 308.7889 60.1863 4.2978e+37 2.2527e+36 6.5965e+36 6.9519e+35 1.5651 0.2196 1.3081e-01 1.8677e-02 3.0931e-02 9.7389e-02 1.7749e-02
741 308.7894 60.1867 3.3966e+37 1.7815e+36 5.3527e+36 6.748e+35 1.6067 0.286 1.1106e-01 1.4953e-02 2.3298e-02 7.6886e-02 1.4393e-02
742 308.6985 60.1136 1.103e+37 5.8355e+35 2.2691e+36 1.5087e+35 2.0278 0.074 2.9978e-02 5.5072e-03 5.6906e-03 2.0296e-02 4.6053e-03
743 308.699 60.114 1.9271e+37 1.0111e+36 3.7878e+36 2.2026e+35 1.9558 0.0475 4.0185e-02 6.4633e-03 5.6680e-03 2.7143e-02 5.9431e-03
744 308.6995 60.1144 3.584e+37 1.8732e+36 4.8073e+36 4.7303e+35 1.3522 0.1761 6.4142e-02 9.6056e-03 9.2893e-03 4.2530e-02 9.2224e-03
745 308.7 60.1149 2.8571e+37 1.5729e+36 2.0588e+36 2.5326e+35 0.3707 0.2448 5.9868e-02 8.9330e-03 1.1560e-02 4.0842e-02 8.5053e-03
746 308.7006 60.1153 1.3303e+37 1.0357e+36 8.1219e+35 1.2109e+35 0.1087 0.2963 4.3103e-02 6.7769e-03 1.0050e-02 3.0307e-02 6.1619e-03
747 308.7011 60.1157 7.3037e+36 7.889e+35 4.9321e+35 1.2973e+35 0.2681 0.9516 3.7553e-02 6.4067e-03 9.2724e-03 2.6777e-02 5.4411e-03
748 308.7016 60.1161 7.3035e+36 5.358e+35 5.2884e+35 1.6224e+35 0.3783 1.3049 4.2775e-02 7.9278e-03 1.1494e-02 3.0240e-02 6.2919e-03
749 308.7199 60.1311 1.4892e+37 7.835e+35 1.7294e+36 1.29e+35 1.1246 0.0934 2.1154e-02 4.2622e-03 6.5710e-03 1.6382e-02 3.6464e-03
750 308.7204 60.1315 1.8577e+37 9.7496e+35 2.5441e+36 1.6276e+35 1.385 0.0652 2.2818e-02 4.4518e-03 5.3059e-03 1.7618e-02 3.9452e-03
751 308.7576 60.1618 1.537e+37 8.1057e+35 2.1681e+36 1.8649e+35 1.4318 0.1577 4.3796e-02 6.6006e-03 8.1444e-03 2.5416e-02 5.7000e-03
752 308.7581 60.1622 1.8029e+37 9.491e+35 2.334e+36 2.0657e+35 1.2961 0.1658 4.5778e-02 7.2032e-03 7.6637e-03 2.5944e-02 6.3162e-03
753 308.7791 60.1793 4.711e+37 2.4623e+36 1.8903e+37 1.8092e+36 3.0832 0.1616 2.3811e-02 4.8465e-03 5.7482e-03 2.5579e-02 5.0557e-03
754 308.7796 60.1797 3.9759e+37 2.0635e+36 9.5753e+36 8.3952e+35 2.2767 0.1563 2.2854e-02 4.5595e-03 6.4680e-03 2.4034e-02 4.7360e-03
755 308.7802 60.1801 8.5342e+36 4.612e+35 5.3965e+35 1.026e+35 0.1643 0.4401 1.2626e-02 2.6431e-03 5.5390e-03 1.3723e-02 2.6155e-03
756 308.7875 60.1861 1.192e+37 6.3131e+35 1.8422e+36 2.3941e+35 1.5759 0.295 6.7351e-02 1.0425e-02 2.1014e-02 5.5545e-02 9.6542e-03
757 308.788 60.1865 3.0947e+37 1.6236e+36 4.1281e+36 4.6528e+35 1.3434 0.2426 9.9753e-02 1.4680e-02 2.3288e-02 7.8360e-02 1.3898e-02
758 308.7886 60.187 2.5127e+37 1.3195e+36 3.3701e+36 6.1048e+35 1.3521 0.5128 9.0900e-02 1.3072e-02 1.9601e-02 6.7744e-02 1.2311e-02
759 308.7154 60.1284 9.437e+36 5.0285e+35 5.9479e+36 5.6326e+35 3.7965 0.1878 1.7228e-02 3.2680e-03 3.2025e-03 1.1668e-02 2.5858e-03
760 308.719 60.1313 1.368e+37 7.2066e+35 1.5664e+36 1.229e+35 1.1022 0.1028 1.9788e-02 4.3490e-03 5.9634e-03 1.5641e-02 3.5558e-03
761 308.7253 60.1365 1.5941e+37 8.403e+35 4.0409e+36 4.1505e+35 2.3577 0.2114 2.6858e-02 5.7752e-03 6.0256e-03 1.9252e-02 4.5680e-03
