ID RA Dec LHa E_LHa LPab E_Pab AHa E_AHa Ha/24um Ha/70um Ha/8um Ha/12um Ha/100um
988 308.7058 60.133 1.8865e+37 9.8996e+35 4.6357e+36 2.6147e+35 2.3086 0.0421 2.1214e-02 4.6987e-03 8.7866e-03 2.7296e-02 5.2290e-03
989 308.7063 60.1335 5.3951e+37 2.82e+36 1.3841e+37 7.3239e+35 2.3765 0.0274 4.0800e-02 8.3233e-03 1.1167e-02 4.8746e-02 9.7065e-03
990 308.7069 60.1339 3.8042e+37 1.9896e+36 4.1717e+36 2.3879e+35 1.034 0.042 3.1794e-02 6.5472e-03 1.1513e-02 3.8309e-02 7.3851e-03
991 308.7661 60.1821 1.0454e+37 5.554e+35 1.092e+36 1.4406e+35 0.9571 0.2997 2.6756e-02 4.8612e-03 8.5074e-03 2.4624e-02 4.8404e-03
992 308.7666 60.1825 1.8398e+37 9.6833e+35 3.562e+36 3.2259e+35 1.9319 0.1735 2.8348e-02 4.9412e-03 7.6146e-03 2.5832e-02 5.0204e-03
993 308.7671 60.1829 8.3516e+36 4.4697e+35 1.7876e+36 1.7588e+35 2.0904 0.1959 2.3328e-02 4.0689e-03 6.7122e-03 2.1151e-02 4.0714e-03
994 308.7676 60.1834 4.7616e+36 2.6503e+35 1.5443e+36 1.8493e+35 2.7469 0.2611 2.1631e-02 3.9213e-03 7.0998e-03 2.0107e-02 3.7533e-03
995 308.7682 60.1838 2.4956e+36 1.5756e+35 2.1676e+36 2.3803e+35 4.3031 0.2438 2.0729e-02 3.9867e-03 6.5727e-03 1.9707e-02 3.6078e-03
996 308.7687 60.1842 2.4342e+36 1.5487e+35 7.5258e+35 1.3401e+35 2.6713 0.4664 2.1182e-02 4.3064e-03 6.7313e-03 2.0443e-02 3.7008e-03
997 308.7713 60.1864 2.168e+36 1.4485e+35 2.2823e+35 8.9308e+34 0.9694 0.8701 3.7556e-02 6.7552e-03 1.0671e-02 2.6864e-02 5.3684e-03
998 308.7044 60.1329 1.289e+37 8.3967e+35 1.6376e+36 1.8485e+35 1.2665 0.184 1.9152e-02 5.1120e-03 1.6837e-02 2.7807e-02 5.0316e-03
999 308.705 60.1333 3.0273e+37 1.5939e+36 4.2906e+36 3.6286e+35 1.4392 0.1259 2.7933e-02 6.5794e-03 1.2840e-02 3.6815e-02 7.1462e-03
1000 308.7055 60.1337 4.4613e+37 2.3696e+36 6.2795e+36 5.1666e+35 1.4283 0.1548 3.5314e-02 7.7036e-03 1.1932e-02 4.4779e-02 8.7301e-03
1001 308.706 60.1341 2.7792e+37 1.6511e+36 1.8445e+36 1.4784e+35 0.2407 0.1574 2.4415e-02 5.4066e-03 1.1093e-02 2.9998e-02 5.9023e-03
1002 308.7217 60.1469 1.0168e+37 5.3912e+35 3.3958e+36 2.0165e+35 2.7932 0.0551 8.3044e-03 1.3800e-03 2.5205e-03 7.6919e-03 1.1631e-03
1003 308.7222 60.1474 8.0585e+36 4.3085e+35 9.5171e+35 1.0304e+35 1.1511 0.1681 7.1446e-03 1.2453e-03 2.6875e-03 7.1794e-03 1.0443e-03
1004 308.7427 60.164 2.4024e+37 1.262e+36 2.4556e+36 3.6913e+35 0.9228 0.3687 5.7043e-02 1.2115e-02 1.4827e-02 3.6988e-02 9.4175e-03
1005 308.7652 60.1824 1.0043e+37 5.3414e+35 8.7248e+35 1.3097e+35 0.666 0.3596 2.3785e-02 4.2522e-03 7.9825e-03 2.2009e-02 4.3062e-03
1006 308.7657 60.1828 1.0325e+37 5.4872e+35 4.1547e+36 3.9364e+35 3.0876 0.1874 2.3184e-02 3.9905e-03 5.7893e-03 2.0562e-02 4.0708e-03
1007 308.7662 60.1832 2.3219e+36 1.5001e+35 4.039e+36 3.5403e+35 5.4003 0.1832 1.9886e-02 3.4144e-03 4.5795e-03 1.7344e-02 3.4063e-03
1008 308.7668 60.1836 1.6465e+36 1.227e+35 2.8778e+36 2.738e+35 5.4077 0.2151 2.0053e-02 3.5595e-03 5.2401e-03 1.7681e-02 3.3809e-03
1009 308.7673 60.1841 3.2794e+36 1.9326e+35 2.6126e+36 2.6059e+35 4.1666 0.2093 2.1879e-02 4.1112e-03 6.0377e-03 1.9357e-02 3.6682e-03
1010 308.7678 60.1845 3.3007e+36 1.9426e+35 1.0419e+36 1.5058e+35 2.7042 0.3356 2.3560e-02 4.7012e-03 6.7224e-03 2.0791e-02 3.9375e-03
1011 308.7699 60.1862 1.4835e+37 8.5819e+35 2.7159e+36 2.5919e+35 1.8436 0.2122 5.7157e-02 1.0013e-02 1.3598e-02 3.9780e-02 7.9990e-03
1012 308.7704 60.1866 4.4678e+37 2.3359e+36 5.1056e+36 2.8471e+35 1.0991 0.036 1.0867e-01 1.7926e-02 2.2905e-02 7.0601e-02 1.4498e-02
1013 308.6905 60.1224 5.7829e+36 3.276e+35 4.8642e+35 1.3547e+35 0.615 0.9718 2.7333e-02 6.9374e-03 8.3537e-03 2.0929e-02 4.5729e-03
1014 308.7036 60.1331 3.4086e+37 1.7764e+36 6.6344e+36 6.2218e+35 1.9403 0.1789 3.4873e-02 1.0044e-02 1.9387e-02 5.0639e-02 9.2930e-03
1015 308.7041 60.1335 4.4005e+37 2.3479e+36 6.1895e+36 5.3715e+35 1.4272 0.1701 3.8878e-02 1.0192e-02 1.8668e-02 5.2561e-02 1.0253e-02
1016 308.7046 60.134 2.2969e+37 1.6243e+36 1.8802e+36 1.5439e+35 0.5721 0.1919 2.3318e-02 5.7469e-03 1.2377e-02 3.0197e-02 5.9562e-03
1017 308.7208 60.1472 1.9003e+37 9.9716e+35 1.6901e+37 8.913e+35 4.3405 0.0393 9.7712e-03 1.5388e-03 2.3067e-03 9.6934e-03 1.3829e-03
1018 308.7214 60.1476 1.5478e+37 8.1391e+35 8.1786e+36 4.4019e+35 3.518 0.0379 8.3221e-03 1.3556e-03 2.3347e-03 8.7261e-03 1.2183e-03
1019 308.725 60.1506 1.0448e+37 5.8138e+35 4.0822e+36 4.1111e+35 3.0412 0.2244 1.2504e-02 2.0757e-03 2.1903e-03 5.5725e-03 1.3599e-03
1020 308.7256 60.151 1.1239e+37 6.5295e+35 4.8155e+36 4.8507e+35 3.1868 0.2322 1.4231e-02 2.1703e-03 2.2066e-03 5.7085e-03 1.4130e-03
1021 308.7413 60.1638 2.5587e+37 1.3435e+36 2.8917e+36 3.4073e+35 1.0816 0.2572 6.1789e-02 1.2560e-02 1.3538e-02 3.8593e-02 1.0273e-02
1022 308.7418 60.1643 3.4266e+37 1.7972e+36 3.0302e+36 4.208e+35 0.6941 0.3341 8.2048e-02 1.7299e-02 2.0853e-02 5.5425e-02 1.3978e-02
1023 308.7633 60.1818 2.2327e+37 1.1655e+36 3.7297e+36 3.3867e+35 1.6988 0.1508 2.8348e-02 5.6090e-03 8.9560e-03 2.7856e-02 5.3521e-03
1024 308.7638 60.1822 3.8102e+37 1.9753e+36 7.0091e+36 6.7757e+35 1.8511 0.1839 3.7427e-02 7.0005e-03 1.1098e-02 3.5577e-02 7.0027e-03
1025 308.7643 60.1826 2.8408e+37 1.4822e+36 3.3784e+36 3.2056e+35 1.162 0.1833 3.1267e-02 5.5983e-03 9.6791e-03 2.8826e-02 5.6886e-03
1026 308.7649 60.183 1.3727e+37 7.2512e+35 3.5299e+36 3.3629e+35 2.3803 0.1879 2.4382e-02 4.2738e-03 6.2590e-03 2.1436e-02 4.2947e-03
1027 308.7654 60.1835 1.2766e+36 1.097e+35 2.824e+36 2.8182e+35 5.7799 0.2412 1.9637e-02 3.4733e-03 4.5940e-03 1.7115e-02 3.3676e-03
1028 308.7664 60.1843 1.1119e+35 8.613e+34 9.6674e+35 1.3631e+35 7.9421 1.6021 2.1625e-02 4.2712e-03 6.6604e-03 1.8811e-02 3.6398e-03
1029 308.767 60.1847 9.5234e+35 1.0001e+35 5.5533e+35 2.3494e+35 3.6737 1.2875 2.3954e-02 5.0990e-03 7.7367e-03 2.0610e-02 4.0297e-03
1030 308.7691 60.1865 3.6356e+37 1.9745e+36 5.3885e+36 4.7387e+35 1.5099 0.1791 9.6509e-02 1.6831e-02 1.9897e-02 6.3355e-02 1.3193e-02
1031 308.7696 60.1869 6.516e+37 3.6346e+36 7.6162e+36 6.9446e+35 1.1347 0.1968 1.5647e-01 2.5081e-02 2.8197e-02 9.6271e-02 2.0326e-02
1032 308.6897 60.1227 9.4443e+36 5.0107e+35 1.136e+36 1.6912e+35 1.18 0.3602 3.1782e-02 7.9856e-03 8.3625e-03 2.5331e-02 5.5157e-03
1033 308.6902 60.1231 1.0562e+37 5.5435e+35 9.8663e+35 1.3348e+35 0.7806 0.3006 3.4571e-02 7.9797e-03 8.3896e-03 2.5042e-02 5.5368e-03
1034 308.6991 60.1304 1.8895e+37 9.9428e+35 2.1164e+36 1.952e+35 1.0673 0.1772 2.7462e-02 5.0597e-03 6.6269e-03 2.0610e-02 4.3643e-03
1035 308.6996 60.1308 3.5017e+37 1.8364e+36 5.2857e+36 4.4251e+35 1.5387 0.1532 4.1112e-02 6.6344e-03 7.1987e-03 2.8819e-02 6.2891e-03
1036 308.7001 60.1312 5.7521e+37 3.0136e+36 1.0145e+37 9.0803e+35 1.7846 0.1709 5.6883e-02 8.4931e-03 8.2931e-03 4.0438e-02 8.6200e-03
1037 308.7006 60.1317 4.572e+37 2.3962e+36 6.352e+36 5.5113e+35 1.4077 0.1626 4.6538e-02 7.0825e-03 8.7498e-03 3.7050e-02 7.3645e-03
1038 308.7027 60.1334 2.7162e+37 1.4086e+36 4.7629e+36 4.2462e+35 1.7755 0.1548 3.1049e-02 9.7035e-03 1.4393e-02 4.4347e-02 8.1087e-03
1039 308.7032 60.1338 3.2028e+37 1.671e+36 4.3979e+36 3.718e+35 1.3893 0.1514 3.3358e-02 9.9008e-03 1.5182e-02 4.5234e-02 8.7730e-03
1040 308.72 60.1475 2.0998e+37 1.1009e+36 1.6235e+37 8.5667e+35 4.1193 0.0378 9.5862e-03 1.5233e-03 2.0565e-03 1.0016e-02 1.3809e-03
1041 308.7205 60.1479 1.8516e+37 9.7181e+35 1.5026e+37 7.9387e+35 4.1957 0.0386 8.6755e-03 1.3908e-03 1.9767e-03 9.3847e-03 1.2748e-03
1042 308.7268 60.153 1.2713e+37 6.7055e+35 3.9105e+36 2.2615e+35 2.6633 0.049 1.4816e-02 1.9379e-03 2.5674e-03 7.4994e-03 1.3353e-03
1043 308.7273 60.1534 8.9649e+36 4.7726e+35 1.7907e+36 1.3136e+35 1.9813 0.0921 1.2553e-02 1.7279e-03 2.4666e-03 6.5336e-03 1.1529e-03
1044 308.7289 60.1547 1.4601e+37 7.706e+35 1.407e+36 2.4023e+35 0.8297 0.4197 1.6208e-02 3.2227e-03 3.9327e-03 1.1096e-02 2.2348e-03
1045 308.7294 60.1551 2.809e+37 1.4654e+36 3.9627e+36 3.7134e+35 1.4319 0.1782 2.5129e-02 5.2047e-03 5.8801e-03 1.8461e-02 3.9120e-03
1046 308.7299 60.1556 2.0166e+37 1.0569e+36 2.0007e+36 2.1198e+35 0.8757 0.2142 2.1088e-02 4.4364e-03 5.8588e-03 1.5957e-02 3.5214e-03
1047 308.7624 60.182 2.7809e+37 1.5125e+36 5.7872e+36 5.7042e+35 2.046 0.1536 3.2769e-02 6.3867e-03 9.5774e-03 3.0411e-02 6.1623e-03
1048 308.763 60.1824 4.6948e+37 2.4728e+36 9.4706e+36 9.2268e+35 1.9968 0.1633 4.2684e-02 8.0535e-03 1.1361e-02 3.9545e-02 7.9971e-03
1049 308.7635 60.1829 3.1471e+37 1.6345e+36 3.8972e+36 3.5779e+35 1.226 0.1587 3.3430e-02 6.1763e-03 9.8889e-03 3.0101e-02 6.1206e-03
1050 308.764 60.1833 1.3898e+37 7.2561e+35 9.0465e+35 1.3028e+35 0.2101 0.328 2.5041e-02 4.6273e-03 7.4026e-03 2.2176e-02 4.4637e-03
1051 308.7682 60.1867 2.8443e+37 1.5057e+36 2.9295e+36 2.535e+35 0.9349 0.1645 8.2872e-02 1.5129e-02 1.9577e-02 5.3234e-02 1.1412e-02
1052 308.7687 60.1871 3.9378e+37 2.069e+36 3.1687e+36 2.5789e+35 0.545 0.1462 1.0798e-01 1.7826e-02 2.1707e-02 6.4558e-02 1.4075e-02
1053 308.6893 60.1234 8.5186e+36 5.3684e+35 5.0377e+35 1.1309e+35 0.0585 0.6991 3.0423e-02 7.2010e-03 7.7875e-03 2.3383e-02 5.0974e-03
1054 308.6982 60.1307 1.8124e+37 9.5407e+35 1.2186e+36 1.7425e+35 0.2611 0.3134 2.8564e-02 5.6113e-03 8.7206e-03 2.1369e-02 4.6706e-03
1055 308.6987 60.1311 3.9956e+37 2.0947e+36 4.392e+36 4.0244e+35 1.0377 0.1772 4.6604e-02 7.8718e-03 9.8077e-03 3.3121e-02 7.2851e-03
1056 308.6992 60.1315 7.8942e+37 4.1345e+36 9.9871e+36 9.1479e+35 1.2598 0.1777 7.2493e-02 1.1139e-02 1.1014e-02 5.2403e-02 1.1119e-02
1057 308.6998 60.1319 7.3591e+37 3.8435e+36 8.4626e+36 8.1782e+35 1.109 0.1917 6.6749e-02 1.0273e-02 1.1346e-02 5.0443e-02 1.0533e-02
1058 308.7197 60.1482 1.1817e+37 9.5216e+35 8.7394e+36 7.264e+35 4.049 0.2393 6.4685e-03 1.0771e-03 1.8279e-03 7.0514e-03 9.5385e-04
1059 308.7259 60.1533 1.3953e+37 7.3482e+35 3.4362e+36 2.0355e+35 2.312 0.0525 8.9603e-03 1.5917e-03 2.7514e-03 7.3966e-03 1.1248e-03
1060 308.7265 60.1537 8.691e+36 5.1114e+35 2.2878e+36 3.0986e+35 2.4173 0.3478 8.4246e-03 1.4048e-03 2.4605e-03 6.1435e-03 9.4863e-04
1061 308.728 60.155 1.7134e+37 9.0285e+35 2.1449e+36 2.2675e+35 1.2432 0.2215 1.6025e-02 3.2777e-03 4.2438e-03 1.1089e-02 2.1714e-03
1062 308.7286 60.1554 3.777e+37 1.9808e+36 6.058e+36 6.2784e+35 1.6346 0.216 2.8269e-02 6.0144e-03 7.0535e-03 2.0746e-02 4.3485e-03
1063 308.7291 60.1558 3.2269e+37 1.7097e+36 3.5316e+36 3.336e+35 1.0309 0.1915 2.6359e-02 5.5780e-03 7.1382e-03 2.0092e-02 4.3990e-03
1064 308.7296 60.1563 2.4427e+37 1.3385e+36 2.9852e+36 3.555e+35 1.2051 0.2714 2.3575e-02 4.8963e-03 6.1508e-03 1.7941e-02 4.0507e-03
1065 308.7301 60.1567 3.5401e+37 1.9561e+36 6.2405e+36 5.4868e+35 1.7838 0.1836 3.1711e-02 6.5850e-03 7.1885e-03 2.3718e-02 5.4428e-03
1066 308.7307 60.1571 2.5648e+37 1.5177e+36 3.1637e+36 3.0427e+35 1.2199 0.1927 2.5059e-02 5.4136e-03 6.4868e-03 1.8242e-02 4.2565e-03
1067 308.7584 60.1797 9.503e+36 5.0625e+35 1.8884e+36 2.1158e+35 1.9731 0.2374 3.0179e-02 5.2588e-03 4.2350e-03 1.5840e-02 3.9612e-03
1068 308.759 60.1802 8.7842e+36 4.7059e+35 1.0669e+36 1.3726e+35 1.1954 0.2868 3.2138e-02 5.5185e-03 6.3534e-03 1.7908e-02 4.2713e-03
1069 308.7595 60.1806 7.7421e+36 4.4324e+35 8.2722e+35 1.4903e+35 0.9929 0.4473 3.1914e-02 5.5859e-03 8.6185e-03 1.9489e-02 4.4640e-03
1070 308.76 60.181 6.2512e+36 3.8159e+35 1.6055e+36 2.0865e+35 2.3783 0.255 2.7961e-02 5.1197e-03 7.5937e-03 1.9097e-02 4.2495e-03
1071 308.7605 60.1814 2.2498e+36 4.7407e+35 1.432e+36 2.1527e+35 3.812 0.5013 2.0574e-02 3.9575e-03 5.4974e-03 1.5689e-02 3.4307e-03
1072 308.7611 60.1819 2.1986e+36 1.2448e+36 6.3219e+35 2.0198e+35 2.5567 2.2347 1.7826e-02 3.5319e-03 5.5413e-03 1.4956e-02 3.2000e-03
1073 308.7616 60.1823 9.4591e+36 1.1517e+36 1.4934e+36 2.1847e+35 1.6096 0.1985 2.1840e-02 4.3425e-03 7.3412e-03 1.9113e-02 4.0715e-03
1074 308.7621 60.1827 1.6753e+37 1.4642e+36 3.0724e+36 2.9948e+35 1.8463 0.0783 2.5726e-02 5.0658e-03 7.9895e-03 2.3014e-02 4.8148e-03
1075 308.7626 60.1831 1.6059e+37 1.3024e+36 3.0112e+36 3.1236e+35 1.8813 0.0973 2.4771e-02 4.8582e-03 7.3189e-03 2.1866e-02 4.5610e-03
1076 308.7632 60.1836 1.4201e+37 8.6725e+35 1.2595e+36 1.9065e+35 0.6988 0.3254 2.5057e-02 4.9934e-03 7.7515e-03 2.2214e-02 4.5200e-03
1077 308.7673 60.187 1.0173e+37 5.3665e+35 7.8037e+35 1.1008e+35 0.4694 0.3048 4.9348e-02 9.4166e-03 1.4090e-02 3.1157e-02 6.8729e-03
1078 308.6869 60.1224 4.5042e+36 2.5318e+35 7.8165e+35 1.8326e+35 1.7591 0.9143 1.1817e-02 3.3688e-03 5.7318e-03 1.2571e-02 3.0298e-03
1079 308.6979 60.1313 2.8795e+37 1.5112e+36 2.687e+36 3.9107e+35 0.779 0.3247 3.6701e-02 6.7160e-03 9.3345e-03 2.7006e-02 5.9024e-03
1080 308.6984 60.1318 4.948e+37 2.592e+36 5.4286e+36 4.7355e+35 1.0347 0.1637 5.0640e-02 8.4131e-03 9.4605e-03 3.6591e-02 7.9652e-03
1081 308.6989 60.1322 4.7147e+37 2.4455e+36 4.3051e+36 4.1104e+35 0.7447 0.181 4.8016e-02 7.9351e-03 9.7380e-03 3.7602e-02 7.6674e-03
1082 308.7204 60.1497 2.495e+37 1.3103e+36 1.0757e+37 1.0914e+36 3.1967 0.2085 1.2281e-02 2.1679e-03 3.5524e-03 1.1254e-02 1.5966e-03
1083 308.7209 60.1501 2.2228e+37 1.1682e+36 8.6508e+36 8.7141e+35 3.0349 0.2071 1.0040e-02 2.0133e-03 3.0212e-03 9.0687e-03 1.4524e-03
1084 308.7277 60.1557 1.926e+37 1.0225e+36 1.2709e+36 3.6967e+35 0.2316 1.2933 1.5898e-02 3.5571e-03 5.6974e-03 1.2048e-02 2.4763e-03
1085 308.7282 60.1561 2.0655e+37 1.1203e+36 2.1469e+36 2.4495e+35 0.9493 0.2625 1.8634e-02 4.1044e-03 6.0506e-03 1.4367e-02 3.1309e-03
1086 308.7287 60.1565 2.9072e+37 1.5268e+36 3.9512e+36 3.8281e+35 1.373 0.1956 2.4634e-02 5.1931e-03 6.5116e-03 1.8741e-02 4.2555e-03
1087 308.7293 60.1569 5.0505e+37 2.6576e+36 8.6941e+36 8.7344e+35 1.7463 0.2082 3.9061e-02 8.0817e-03 8.5391e-03 2.8752e-02 6.7209e-03
1088 308.7298 60.1574 3.7931e+37 1.9838e+36 5.3763e+36 2.9819e+35 1.4393 0.0354 3.2197e-02 6.9158e-03 7.8581e-03 2.3634e-02 5.4918e-03
1089 308.7581 60.1804 1.199e+37 6.4308e+35 9.1281e+35 1.1283e+35 0.4575 0.2389 3.8043e-02 6.4007e-03 7.1035e-03 2.0456e-02 5.0693e-03
1090 308.7586 60.1808 2.0974e+37 1.1166e+36 2.379e+36 2.7868e+35 1.0872 0.2544 5.1793e-02 8.7418e-03 1.1325e-02 3.0030e-02 7.2221e-03
1091 308.7591 60.1813 1.854e+37 9.6669e+35 2.6222e+36 3.3157e+35 1.436 0.2712 4.4368e-02 7.8256e-03 9.6339e-03 2.8441e-02 6.6744e-03
1092 308.7597 60.1817 7.7836e+36 6.3219e+35 2.2136e+36 3.0041e+35 2.5393 0.2387 2.7815e-02 5.2562e-03 5.5516e-03 1.9753e-02 4.5758e-03
1093 308.7602 60.1821 1.2362e+36 1.1082e+35 5.9509e+35 9.4648e+34 3.3709 0.3 1.8397e-02 3.7056e-03 4.2197e-03 1.4377e-02 3.2618e-03
1094 308.7618 60.1834 5.4944e+36 9.8726e+35 3.2206e+36 4.2923e+35 3.6819 0.2266 1.8861e-02 3.9727e-03 5.1247e-03 1.6312e-02 3.4616e-03
1095 308.7623 60.1838 1.3813e+37 8.9059e+35 1.7272e+36 1.7216e+35 1.2415 0.1472 2.4120e-02 5.1634e-03 7.1324e-03 2.0809e-02 4.3520e-03
1096 308.7639 60.1851 2.8492e+36 1.7337e+35 3.2353e+35 1.4006e+35 1.0891 1.3985 2.1110e-02 5.6452e-03 1.1673e-02 1.9125e-02 3.8511e-03
1097 308.697 60.1316 2.5783e+37 1.3538e+36 3.5777e+36 4.0715e+35 1.4058 0.2467 3.5370e-02 7.1027e-03 8.3885e-03 2.7015e-02 5.8354e-03
1098 308.6975 60.132 2.5015e+37 1.3103e+36 4.0319e+36 3.7541e+35 1.6424 0.1797 3.2389e-02 5.9691e-03 7.0198e-03 2.4647e-02 5.2111e-03
1099 308.6981 60.1325 1.5981e+37 8.3243e+35 1.5914e+36 1.9065e+35 0.8816 0.2493 2.3995e-02 4.4067e-03 6.6173e-03 1.9107e-02 3.8776e-03
1100 308.708 60.1406 1.9269e+37 1.011e+36 7.1734e+36 3.8888e+35 2.9648 0.0362 2.6295e-02 4.2302e-03 6.1328e-03 1.9274e-02 3.7146e-03
1101 308.7195 60.15 2.3093e+37 1.2133e+36 7.9101e+36 7.4113e+35 2.8332 0.1847 1.0389e-02 1.7967e-03 3.5348e-03 1.0753e-02 1.3086e-03
1102 308.72 60.1504 1.9651e+37 1.0337e+36 5.6203e+36 4.9911e+35 2.5483 0.1697 6.4161e-03 1.4291e-03 2.8049e-03 8.2715e-03 1.0435e-03
1103 308.7279 60.1568 1.174e+37 6.165e+35 2.9086e+36 3.8324e+35 2.3215 0.3096 1.3739e-02 3.0794e-03 4.2800e-03 1.0709e-02 2.4194e-03
1104 308.7284 60.1572 2.8052e+37 1.4685e+36 5.4422e+36 3.0149e+35 1.9351 0.0366 2.2443e-02 4.8731e-03 5.9269e-03 1.6835e-02 3.9147e-03
1105 308.7289 60.1576 2.5409e+37 1.3307e+36 5.3478e+36 2.9677e+35 2.0638 0.0375 2.0565e-02 4.6159e-03 5.7341e-03 1.5180e-02 3.5515e-03
1106 308.7572 60.1807 1.814e+37 9.6832e+35 2.5872e+36 2.3325e+35 1.4492 0.1776 5.1070e-02 8.9159e-03 8.0062e-03 2.7560e-02 7.0190e-03
1107 308.7578 60.1811 3.2498e+37 1.7074e+36 4.8044e+36 4.812e+35 1.5059 0.2047 7.4894e-02 1.2921e-02 1.1932e-02 4.3006e-02 1.0716e-02
1108 308.7583 60.1815 2.4143e+37 1.2595e+36 2.4314e+36 2.8347e+35 0.8994 0.238 5.7265e-02 1.0301e-02 1.0495e-02 3.5336e-02 8.7778e-03
1109 308.7588 60.182 8.905e+36 4.7418e+35 8.1033e+35 9.938e+34 0.7392 0.1969 3.2536e-02 6.3446e-03 6.1461e-03 2.2498e-02 5.4122e-03
1110 308.7593 60.1824 3.7563e+35 9.1951e+34 3.4401e+35 9.059e+34 4.3868 0.7343 1.9886e-02 4.2272e-03 4.1094e-03 1.5078e-02 3.5454e-03
1111 308.6836 60.1216 1.387e+37 9.5503e+35 2.1198e+36 2.5324e+35 1.5583 0.273 1.4512e-02 4.7312e-03 4.9373e-03 1.5731e-02 4.9376e-03
1112 308.6841 60.122 3.4567e+37 1.8553e+36 7.9571e+36 7.4505e+35 2.2053 0.1925 2.3056e-02 6.4298e-03 4.5999e-03 2.2714e-02 7.1992e-03
1113 308.6847 60.1225 3.4148e+37 1.7932e+36 6.2421e+36 6.2919e+35 1.8412 0.2045 2.2446e-02 5.7488e-03 5.3653e-03 2.2261e-02 6.5180e-03
1114 308.6852 60.1229 1.0454e+37 5.5384e+35 9.0971e+35 1.0191e+35 0.6687 0.1752 1.2424e-02 3.1854e-03 6.1651e-03 1.3661e-02 3.4231e-03
1115 308.6956 60.1314 9.7616e+36 5.196e+35 7.853e+35 1.1544e+35 0.5446 0.3304 2.4627e-02 6.0609e-03 6.8881e-03 1.8903e-02 4.2753e-03
1116 308.6962 60.1319 1.4859e+37 7.84e+35 1.5088e+36 1.598e+35 0.9125 0.2166 2.7141e-02 5.9395e-03 6.9106e-03 2.0880e-02 4.5318e-03
1117 308.6967 60.1323 9.0779e+36 4.8024e+35 1.1111e+36 1.3139e+35 1.2075 0.2424 2.0091e-02 4.0892e-03 5.6945e-03 1.5985e-02 3.2688e-03
1118 308.7066 60.1404 3.2481e+37 1.6995e+36 9.3457e+36 5.0008e+35 2.5578 0.0309 3.8837e-02 6.2241e-03 6.6459e-03 2.8753e-02 5.6593e-03
1119 308.7071 60.1408 3.3902e+37 1.7736e+36 1.0632e+37 5.6636e+35 2.6939 0.0306 4.1262e-02 6.5853e-03 7.4826e-03 3.0417e-02 5.9638e-03
1120 308.7281 60.1579 1.3409e+37 7.0662e+35 2.0487e+36 1.4167e+35 1.5579 0.0801 1.1156e-02 2.7207e-03 3.5358e-03 8.5931e-03 1.9832e-03
1121 308.7564 60.1809 1.702e+37 8.9264e+35 2.2649e+36 2.1784e+35 1.3397 0.1878 4.9328e-02 9.6227e-03 8.2784e-03 2.7428e-02 7.2420e-03
1122 308.7569 60.1814 2.2609e+37 1.1784e+36 2.7416e+36 3.0616e+35 1.1928 0.2355 6.1092e-02 1.1665e-02 1.0510e-02 3.5986e-02 9.3284e-03
1123 308.7574 60.1818 1.2983e+37 8.2172e+35 9.264e+35 2.0737e+35 0.3552 0.8925 4.1895e-02 8.3246e-03 9.3897e-03 2.6767e-02 6.8143e-03
1124 308.6828 60.1219 2.1097e+37 1.2595e+36 2.7767e+36 4.4162e+35 1.3224 0.3621 1.8953e-02 6.3014e-03 8.1296e-03 1.9728e-02 6.4161e-03
1125 308.6833 60.1223 6.5764e+37 3.4559e+36 1.3978e+37 1.3516e+36 2.0794 0.1955 3.7717e-02 1.0534e-02 8.4198e-03 3.6541e-02 1.1700e-02
1126 308.6838 60.1227 7.1048e+37 3.7127e+36 1.6393e+37 8.6489e+35 2.2091 0.0258 3.9031e-02 9.8230e-03 8.9323e-03 3.7623e-02 1.1221e-02
1127 308.6843 60.1232 2.3777e+37 1.2457e+36 5.2381e+36 2.9131e+35 2.136 0.0382 1.9242e-02 4.7662e-03 8.2325e-03 2.0840e-02 5.2376e-03
1128 308.7037 60.139 1.3513e+37 7.2752e+35 3.313e+36 3.467e+35 2.305 0.1899 2.3039e-02 3.5549e-03 4.6144e-03 1.5131e-02 3.3323e-03
1129 308.7042 60.1394 1.3198e+37 7.4848e+35 2.0986e+36 2.513e+35 1.621 0.2281 2.2684e-02 3.7371e-03 6.1349e-03 1.6313e-02 3.3769e-03
1130 308.7058 60.1407 2.5299e+37 1.4291e+36 6.2044e+36 4.8852e+35 2.3054 0.1625 3.2719e-02 5.6009e-03 6.6044e-03 2.4829e-02 4.9464e-03
1131 308.7063 60.1411 2.3797e+37 1.4653e+36 5.0651e+36 4.021e+35 2.0817 0.1813 3.0073e-02 5.1635e-03 6.5353e-03 2.2285e-02 4.5102e-03
1132 308.7215 60.1535 4.7083e+37 2.4674e+36 1.0627e+37 2.7445e+36 2.1743 0.7229 1.2814e-03 3.1933e-04 1.9674e-03 2.7284e-03 3.6859e-04
1133 308.722 60.1539 5.7792e+37 3.0277e+36 9.444e+36 1.8109e+36 1.6641 0.5497 1.8116e-03 4.8877e-04 2.9461e-03 4.1844e-03 5.3451e-04
1134 308.7225 60.1543 2.7571e+37 1.4472e+36 2.2914e+36 7.8675e+35 0.596 1.597 1.3824e-03 4.2129e-04 2.2363e-03 3.6660e-03 4.1786e-04
1135 308.723 60.1547 1.0992e+37 5.832e+35 6.706e+36 9.0906e+35 3.7451 0.3273 1.1315e-03 3.7994e-04 1.3941e-03 3.0472e-03 3.3954e-04
