ID,RA_x,Dec_x,LHa,E_LHa,LPab,E_Pab,AHa,E_AHa,Ha/24um,Ha/70um,Ha/8um,Ha/12um,Ha/100um,id,RA_y,Dec_y,xcenter,ycenter,3.6um_aperture_average,r_kpc,LBol,Sigma_star,L_Edd,Mass_old,Mass_new,Mass_g,Momentum
1108,308.7583,60.1815,2.4143000000000003e+37,1.2595000000000001e+36,2.4314000000000002e+36,2.8347e+35,0.8994,0.23800000000000002,0.057264999999999996,0.010301000000000001,0.010495,0.035336,0.008777799999999999,1108,308.7583,60.1815,590.7752783548909,962.7761761623732,1.4124096444442684,4.7952054919482485,3.3346685082872935e+39,494.34337555549394,3691507378.846518,103535.03446639466,607.6088483094269,35221.266038424845,0.949011743826012
1109,308.7588,60.181999999999995,8.905e+36,4.7418e+35,8.1033e+35,9.938e+34,0.7392,0.1969,0.032536,0.006344600000000001,0.006146100000000001,0.022498,0.0054122,1109,308.7588,60.181999999999995,591.3596754424358,969.4515155670517,1.3098795307233884,4.874798030878448,1.2299723756906078e+39,458.45783575318586,3513547859.912419,96019.18458552564,224.11286063022183,28947.698305096343,0.8956786605359545
1110,308.7593,60.1824,3.7563e+35,9.1951e+34,3.4401e+35,9.059e+34,4.3868,0.7343,0.019886,0.0042271999999999995,0.004109399999999999,0.015078,0.0035454,1110,308.7593,60.1824,591.3181832271453,975.1030285010364,1.4656809105580333,4.941624612373124,5.188259668508287e+37,512.9883186953117,5416274776.694146,107440.02222603805,9.453510818476161,171790.8048225063,1.2959921894377338
1111,308.6836,60.1216,1.387e+37,9.5503e+35,2.1198000000000002e+36,2.5324e+35,1.5583,0.273,0.014512,0.0047312,0.0049373,0.015731000000000002,0.0049376,1111,308.6836,60.1216,596.9407486201873,116.79357874848931,1.9277173943402457,5.242729559606385,1.9157458563535916e+39,674.701088019086,4653168416.158975,141309.06543265338,349.06742020675773,61024.3483074021,1.094945360458953
1112,308.6841,60.122,3.4567e+37,1.8553e+36,7.957100000000002e+36,7.4505e+35,2.2053,0.1925,0.023056,0.0064298,0.0045999,0.022713999999999998,0.0071992,1112,308.6841,60.122,596.8881390697188,122.44789732011174,4.558850765616186,5.175960837994997,4.774447513812155e+39,1595.597767965665,8943143541.806854,334181.2150616803,869.9505057164379,86361.41649381623,1.184519743505399
1113,308.6847,60.1225,3.4148e+37,1.7932000000000005e+36,6.2421e+36,6.2919e+35,1.8412,0.2045,0.022446,0.0057488,0.0053653,0.022261000000000003,0.006518,1113,308.6847,60.1225,596.9500694222803,129.43795603657873,2.9536338298334157,5.093004423204781,4.716574585635359e+39,1033.7718404416958,6373126031.193304,216512.66796130876,859.4054985739265,72102.95200127624,1.1417830751740292
1114,308.6852,60.1229,1.0454e+37,5.5384e+35,9.0971e+35,1.0191e+35,0.6687,0.1752,0.012424,0.0031854,0.006165100000000001,0.013661000000000001,0.0034231,1114,308.6852,60.1229,596.8976237691567,135.09223280350227,1.7742358581168836,5.026171546932662,1.4439226519337016e+39,620.9825503409093,4562760291.404315,130058.28121056361,263.09666985158213,26186.858572264504,0.8622526776252352
1115,308.6956,60.1314,9.761600000000001e+36,5.1960000000000005e+35,7.853000000000002e+35,1.1544e+35,0.5446,0.3304,0.024627,0.006060899999999999,0.0068881,0.018903,0.0042753,1115,308.6956,60.1314,596.9484685778544,254.54090144633858,1.250315561491336,3.611732965276103,1.3482872928176798e+39,437.6104465219676,3563514139.420927,91652.91759517083,245.6709826308786,21326.99742553499,0.798713634119845
1116,308.6962,60.1319,1.4859000000000001e+37,7.84e+35,1.5088000000000005e+36,1.5980000000000001e+35,0.9125,0.2166,0.027141000000000002,0.0059395,0.006910600000000001,0.020880000000000003,0.004531800000000001,1116,308.6962,60.1319,597.0124899033992,261.53041439622507,1.3517347638569075,3.5288594187827926,2.0523480662983427e+39,473.1071673499176,3538947190.717582,99087.33342047852,373.957663796122,35734.273137717006,0.9603142377331465
1117,308.6967,60.1323,9.0779e+36,4.8024e+35,1.1111e+36,1.3139e+35,1.2075,0.2424,0.020091,0.004089199999999999,0.0056945,0.015985,0.0032688,1117,308.6967,60.1323,596.9617570211155,267.1842545175481,1.1739689895662495,3.462184406073,1.253853591160221e+39,410.8891463481874,3242492737.070547,86056.42157381646,228.4642490191006,47286.72308360909,1.0355239608987223
1118,308.7066,60.1404,3.2481000000000003e+37,1.6995e+36,9.3457e+36,5.0008e+35,2.5578,0.0309,0.038837,0.006224100000000001,0.006645900000000001,0.028752999999999997,0.0056593,1118,308.7066,60.1404,597.0977323794094,380.9701990930747,2.4332246992563857,2.1176919372360183,4.486325966850829e+39,851.6286447397349,5810196700.8205805,178364.6862600655,817.4519737372528,100165.61515797542,1.208590996921703
1119,308.7071,60.1408,3.3902e+37,1.7736000000000002e+36,1.0632000000000001e+37,5.6636e+35,2.6939,0.0306,0.041262,0.0065853000000000005,0.007482600000000002,0.030417000000000007,0.005963800000000001,1119,308.7071,60.1408,597.0485483757689,386.62364433430326,2.418433196695877,2.051237619791883,4.682596685082873e+39,846.4516188435572,5847376521.861795,177280.41249187378,853.2143965284425,105495.40647199545,1.2193113947771095
1120,308.7281,60.1579,1.3409e+37,7.0662e+35,2.0487000000000002e+36,1.4167e+35,1.5579,0.0801,0.011156000000000001,0.0027206999999999995,0.003535800000000001,0.0085931,0.0019832,1120,308.7281,60.1579,596.9259412766751,627.1238501942538,6.678792157336282,0.8513861036068249,1.85207182320442e+39,2337.577255067699,12599098353.655916,489581.03544795176,337.4653956418467,61008.68396849241,1.0992076535188355
1121,308.7564,60.1809,1.702e+37,8.9264e+35,2.2649000000000002e+36,2.1784e+35,1.3397,0.1878,0.049328,0.0096227,0.0082784,0.027427999999999998,0.007242,1121,308.7564,60.1809,596.6925211166789,950.719366849322,1.169372858852206,4.659733475712196,2.350828729281768e+39,409.2805005982721,3266898489.6159024,85719.50759580564,428.34372688673506,52463.78709325969,1.066569263794465
1122,308.7569,60.1814,2.2609e+37,1.1784000000000001e+36,2.7416e+36,3.0616e+35,1.1928,0.2355,0.061091999999999994,0.011665,0.01051,0.035986000000000004,0.009328399999999999,1122,308.7569,60.1814,597.2766796665012,957.3947513583032,1.36225834019216,4.739481669918355,3.122790055248618e+39,476.79041906725604,3606752235.577903,99858.75185624602,569.0025453103519,46711.05862867819,1.0255006638206186
1123,308.7574,60.1818,1.2983e+37,8.2172e+35,9.264e+35,2.0737e+35,0.3552,0.8925,0.041895,0.008324600000000001,0.0093897,0.026767000000000003,0.0068143,1123,308.7574,60.1818,597.2349783713452,963.0462914096396,1.1649117747498323,4.80639125255539,1.793232044198895e+39,407.71912116244135,3801135444.8179164,85392.49305146749,326.7442189289354,13909.93295179954,0.6588676363594725
1124,308.6828,60.1219,2.1097000000000002e+37,1.2595000000000001e+36,2.7767e+36,4.4162e+35,1.3224,0.3621,0.018953,0.0063013999999999995,0.0081296,0.019728,0.0064161,1124,308.6828,60.1219,602.898127572551,117.3771439673228,2.6150892608412017,5.22101166759528,2.913950276243094e+39,915.2812412944206,5801977858.011684,191696.05490793992,530.9499181039629,51786.304435415856,1.0572129029687176
1125,308.6833,60.1223,6.5764e+37,3.4559e+36,1.3978e+37,1.3516000000000002e+36,2.0794,0.1955,0.037717,0.010534,0.0084198,0.036541000000000004,0.0117,1125,308.6833,60.1223,602.8454727925707,123.03144771105423,3.8335006228079775,5.154087582857727,9.08342541436464e+39,1341.7252179827922,7826649154.635387,281010.2725300602,1655.0879468260423,81431.06582199315,1.1694066450089697
1126,308.6838,60.1227,7.104800000000001e+37,3.7127e+36,1.6393e+37,8.6489e+35,2.2091,0.0258,0.039031,0.009823,0.008932299999999999,0.037623000000000004,0.011221,1126,308.6838,60.1227,602.7928918068415,128.68573288419398,3.988129797049584,5.087130168741752,9.813259668508288e+39,1395.8454289673543,8087238971.845618,292345.1830127156,1788.070805396519,86510.22771345823,1.1831590440136586
1127,308.6843,60.1232,2.3777e+37,1.2457000000000001e+36,5.2381000000000005e+36,2.9131e+35,2.136,0.0382,0.019242,0.0047662,0.0082325,0.02084,0.0052376,1127,308.6843,60.1232,603.3652004295584,135.36450798025342,2.1946486938063585,5.006699479474071,3.2841160220994474e+39,768.1270428322255,5249310697.430384,160876.15165235812,598.397696485658,83647.56977771346,1.1738300712253684
1128,308.7037,60.138999999999996,1.3513000000000002e+37,7.2752e+35,3.313e+36,3.467e+35,2.305,0.1899,0.023038999999999997,0.0035549,0.004614399999999999,0.015131,0.0033323,1128,308.7037,60.138999999999996,603.1355267487287,357.60363760136624,2.100582550305272,2.3746032476759247,1.8664364640883982e+39,735.2038926068452,5181302879.235697,153980.74319361895,340.0827721163603,90265.75296705501,1.1866390869064969
1129,308.7042,60.1394,1.3198e+37,7.4848e+35,2.0986e+36,2.513e+35,1.621,0.2281,0.022684,0.0037371,0.0061348999999999996,0.016313,0.0033769,1129,308.7042,60.1394,603.0859860425933,363.25714701020576,1.864041184598825,2.307958310833093,1.8229281767955802e+39,652.4144146095888,4527873671.349517,136641.35546890463,332.1551414483625,63479.733431495086,1.1128683592232815
1130,308.7058,60.1407,2.5299e+37,1.4291000000000002e+36,6.2044e+36,4.8852e+35,2.3054,0.1625,0.032719,0.005600899999999999,0.0066044,0.024829,0.0049464,1130,308.7058,60.1407,603.0529814978515,381.55311325637047,2.0687491199642114,2.0916177796279314,3.4943370165745857e+39,724.0621919874741,5119385847.254579,151647.23087266472,636.7019945069043,90281.41730596471,1.1910662176182707
1131,308.7063,60.1411,2.3797000000000003e+37,1.4653e+36,5.0651000000000004e+36,4.021e+35,2.0817,0.1813,0.030073000000000006,0.0051635,0.006535300000000001,0.022285,0.0045102,1131,308.7063,60.1411,603.0037522808457,387.206543703498,1.9137903973810728,2.025018203039529,3.286878453038675e+39,669.8266390833754,4797735044.638836,140288.1632348716,598.9010381153723,81521.13577072385,1.1653048184545287
1132,308.7215,60.1535,4.7083e+37,2.4674e+36,1.0627e+37,2.7445e+36,2.1743,0.7229,0.0012814,0.00031933,0.0019674,0.0027284,0.00036859,1132,308.7215,60.1535,603.0433469061212,561.519938033065,10.063086758590066,0.1751198714104707,6.503176795580111e+39,3522.080365506523,17643117514.36247,737662.7867752097,1184.941697591548,85147.43022831572,1.1740168779092326
1133,308.722,60.1539,5.7792e+37,3.0277000000000004e+36,9.444000000000001e+36,1.8109e+36,1.6641,0.5497,0.0018116,0.00048877,0.0029460999999999997,0.0041844,0.00053451,1133,308.722,60.1539,602.9964534607577,567.1727738132378,8.938209207347318,0.20493535838772026,7.982320441988951e+39,3128.373222571561,16343734433.967611,655204.9555811896,1454.4559732219855,65167.56594901356,1.1102143068980106
1134,308.7225,60.1543,2.7571e+37,1.4472e+36,2.2914000000000002e+36,7.8675e+35,0.596,1.597,0.0013824000000000002,0.00042129,0.0022363,0.0036659999999999996,0.00041786,1134,308.7225,60.1543,602.9496338104967,572.8255910148872,7.230091016941928,0.2496404792292739,3.808149171270719e+39,2530.531855929675,16903914745.452635,529993.3525509074,693.881603642431,23339.864975429406,0.8238890321110124
1135,308.723,60.1547,1.0992e+37,5.832000000000002e+35,6.706e+36,9.0906e+35,3.7451,0.3273,0.0011315,0.00037994,0.0013941,0.0030472,0.00033954,1135,308.723,60.1547,602.9028879557918,578.4783896385022,6.240265603921803,0.3025468623274251,1.5182320441988955e+39,2184.0929613726307,11929706720.90646,457435.36014702887,276.6365596908927,146661.28912664542,1.2735045464180297
1136,308.7236,60.1552,2.9329e+37,1.5391e+36,1.9163e+37,2.2144e+36,3.8533,0.2549,0.0030401,0.0010345999999999999,0.0021331999999999996,0.0063801000000000005,0.00084794,1136,308.7236,60.1552,602.9719753436897,585.4665507143084,7.7073458861448385,0.3737713543769031,4.0509668508287296e+39,2697.571060150693,14024652478.41053,564977.9616737232,738.1253328943039,150898.492801715,1.2844539495966207
1137,308.7241,60.1556,3.8312e+37,2.0087000000000002e+36,1.553e+37,1.6584e+36,3.0993,0.2261,0.0058642,0.0018692000000000001,0.0030154,0.008575900000000001,0.0014443,1137,308.7241,60.1556,602.9253933887653,591.1193075187123,6.5256643776678445,0.4347348781653645,5.2917127071823214e+39,2283.982532183745,12121954630.288248,478356.1829357245,964.201225880411,121371.21395696036,1.2456725964657358
1138,308.7471,60.1744,9.596500000000001e+36,5.0795e+35,1.6421000000000002e+36,1.8306e+35,1.7368,0.2169,0.033185,0.005541399999999999,0.004097699999999999,0.015284,0.0039911,1138,308.7471,60.1744,603.3655539658564,855.2216908022779,1.2057088485451677,3.537405819130943,1.3254834254143645e+39,421.99809699080873,3509646847.9019346,88383.07475567986,241.51589747758828,68014.55954584865,1.121920043730676
1139,308.6819,60.1221,1.3151e+37,6.9325e+35,1.6955e+36,1.2771e+35,1.2895,0.0954,0.017833,0.0062857,0.010868000000000001,0.016988999999999997,0.0058671999999999995,1139,308.6819,60.1221,608.7410553745835,116.62503774742487,4.618012863801597,5.21627862112319,1.8164364640883974e+39,1616.3045023305588,9312621724.940256,338518.0233657193,330.97228861853415,50497.91256009434,1.0509686832321359
1140,308.6824,60.1226,6.117300000000001e+37,3.1971000000000005e+36,8.7585e+36,4.6991e+35,1.4552,0.0269,0.039467,0.011481,0.012091,0.034024,0.011917,1140,308.6824,60.1226,609.3131254118762,123.30385780603285,5.500612019303403,5.135928159992881,8.449309392265195e+39,1925.214206756191,10747605373.957565,403215.92056879675,1539.5458757251615,56986.86495343101,1.0799732209253217
1141,308.6829,60.12300000000001,6.6598e+37,3.4804e+36,1.8157e+37,9.566e+35,2.4727,0.0269,0.039848,0.010215,0.010447,0.0355,0.011112,1141,308.6829,60.12300000000001,609.2604906375791,128.95812807525897,4.9047750600369975,5.068932075522771,9.198618784530389e+39,1716.6712710129489,9565711567.05536,359538.7902428622,1676.0772927851226,96833.02705494012,1.2037009878254998
1142,308.6835,60.1234,2.512e+37,1.3157e+36,9.803500000000001e+36,5.2364e+35,3.0393,0.0332,0.020706,0.0051018,0.0079122,0.020274,0.0054483000000000005,1142,308.6835,60.1234,608.6975835953227,134.92361503997066,2.890460042227345,4.999421228485752,3.469613259668508e+39,1011.6610147795708,6699327911.787487,211881.78746364632,632.1970869209626,119021.56312050772,1.244010002609978
1143,308.7018,60.1384,2.9308e+37,1.538e+36,3.364200000000001e+36,3.9617e+35,1.1062,0.2578,0.03896,0.0058590000000000005,0.006538600000000001,0.022986000000000003,0.005562,1143,308.7018,60.1384,609.0752553493844,345.5440851519564,2.1750977484499168,2.5016012133127843,4.0480662983425424e+39,761.2842119574708,5114974111.27923,159442.99250529901,737.5968241831042,43319.72925473157,1.0001074461097383
1144,308.7023,60.1388,3.2998e+37,1.7308e+36,6.358400000000001e+36,5.8035e+35,1.9244,0.177,0.039711,0.0057193,0.0055279,0.023464,0.005589899999999999,1144,308.7023,60.1388,609.0255055285609,351.1976215734809,2.527085957649988,2.4347961414801333,4.557734806629834e+39,884.4800851774959,5708334139.433786,185245.07585600636,830.4633548653632,75361.13449449053,1.1512831004359452
1145,308.7028,60.1392,3.562e+37,1.8679000000000002e+36,7.252300000000002e+36,7.0205e+35,2.0115,0.1941,0.0422,0.006222,0.0063563000000000005,0.026706,0.0060382,1145,308.7028,60.1392,608.9758295026221,356.85113942112366,2.7753228784265818,2.3678016782196702,4.919889502762431e+39,971.3630074493036,6148227694.033486,203441.79254477462,896.4514425208873,78772.04429207426,1.1575258976349683
1146,308.7033,60.1396,2.8867e+37,1.5052000000000004e+36,3.089000000000001e+36,3.3496e+35,0.9952,0.21899999999999997,0.036297,0.0058334,0.008445200000000002,0.025179,0.0053985,1146,308.7033,60.1396,608.9262272723704,362.50463869485196,2.237000699713384,2.300977221801621,3.987154696132597e+39,782.9502448996844,5262595546.453671,163980.71583354523,726.4981412479073,38972.87520729421,0.9729120666748822
1147,308.7196,60.1529,3.5773e+37,1.876e+36,8.14e+36,8.946300000000002e+36,2.1871,1.0846,0.00071006,0.00015675,0.00065545,0.0013044,0.00020291,1147,308.7196,60.1529,608.9755546281555,549.4613945856119,21.027667600005817,0.12403847365232552,4.941022099447514e+39,7359.683660002036,34860032874.155075,1541408.5412671494,900.3020059882006,85648.68907342563,1.1739248240236102
1148,308.7201,60.1533,5.1716e+37,2.7098e+36,2.0887e+37,8.922400000000001e+36,3.0935,0.8329,0.0010436,0.00021703,0.00086863,0.0018439,0.00029137,1148,308.7201,60.1533,608.928452079473,555.1142574118826,22.559364959083663,0.0952818400630644,7.143093922651935e+39,7895.777735679282,35701079849.76865,1653687.8219191923,1301.5407861148292,121144.08104276993,1.2506023681289207
1149,308.7206,60.1537,9.7599e+37,5.1108000000000004e+36,3.3067000000000013e+37,5.5382e+36,2.8160000000000003,0.3969,0.0017703,0.00037776,0.00172,0.0033614000000000005,0.00049892,1149,308.7206,60.1537,608.8814233264807,560.7671016607779,19.505142813742964,0.10861640218679336,1.3480524861878454e+40,6826.799984810036,31421910461.912724,1429801.645320408,2456.2819859235287,110276.94592417654,1.2340348132313823
1150,308.7211,60.1541,1.2323000000000001e+38,6.452600000000001e+36,2.5543000000000003e+37,3.9501e+36,2.0396,0.3642,0.0025033,0.00059773,0.0031772,0.0053935,0.00073577,1150,308.7211,60.1541,608.8344683688757,566.4199273327105,16.001338509152788,0.15296452405184432,1.7020718232044198e+40,5600.4684782034765,27321909551.70709,1172959.3751856834,3101.3394514836873,79872.46410047958,1.155528048051417
1151,308.7217,60.1546,6.237e+37,3.2673e+36,9.8629e+36,1.7793000000000002e+36,1.6122,0.4253,0.0018526,0.00053001,0.0028169000000000002,0.0046949,0.00057875,1151,308.7217,60.1546,608.9032989421245,573.4081244655238,10.05558079393124,0.2234201330611829,8.614640883977901e+39,3519.453277875934,18202108590.00287,737112.5708285035,1569.6708722635526,63135.11797548203,1.107334321468996
1152,308.7222,60.155,1.644e+37,8.6625e+35,6.0356e+36,7.7444e+35,2.9428,0.2816,0.0010105000000000001,0.00035235,0.0014788,0.0026904,0.00033174,1152,308.7222,60.155,608.8565078855239,579.0609083203019,7.2629463649643204,0.28562261440525977,2.270718232044199e+39,2542.031227737512,13165664661.332281,532401.7753504007,413.74681962502495,115242.54135854641,1.2373601832756094
1153,308.7227,60.1554,2.6464e+37,1.3894e+36,1.3481000000000001e+37,1.3276000000000001e+36,3.4603,0.2014,0.0020027,0.00079784,0.0019267,0.0048765,0.00065303,1153,308.7227,60.1554,608.8097906244636,584.7136735972041,7.139729233503629,0.3496585200023166,3.6552486187845296e+39,2498.90523172627,13064970979.690254,523369.4878672232,666.0216444377529,135508.2798229503,1.26899582403687
1154,308.7232,60.1559,3.6827e+37,1.931e+36,1.2281000000000002e+37,1.1442e+36,2.7910000000000004,0.1852,0.0041833,0.0016795999999999998,0.002826,0.0074202,0.0012530999999999998,1154,308.7232,60.1559,609.388565976475,591.390560340918,5.994378580012035,0.4258496681099212,5.0866022099447523e+39,2098.0325030042122,11280597559.23358,439410.89989537594,926.828109874136,109297.9247423213,1.2248073880303525
1155,308.6816,60.1228,4.5341e+37,2.3705e+36,3.6916000000000004e+36,2.1566e+35,0.5636,0.046,0.036853,0.011509,0.0082148,0.026835,0.010603,1155,308.6816,60.1228,614.6455957340073,122.86307280094385,21.855094456812306,5.129648411743959,6.262569060773481e+39,7649.283059884307,50687470011.44637,1602062.0977440928,1141.1006416434461,22071.05352374499,0.8060297058023154
1156,308.6821,60.1233,4.5651e+37,2.3867000000000002e+36,8.217100000000002e+36,4.4216e+35,1.8168,0.028999999999999998,0.034756,0.0093365,0.008278299999999999,0.026452999999999997,0.0092458,1156,308.6821,60.1233,615.2176896769032,129.5418622874671,8.001801274004137,5.049327896175944,6.305386740331492e+39,2800.6304459014477,14568301626.49695,586562.6689509263,1148.9024369040155,71147.42732778548,1.1368641313822785
1157,308.6936,60.1326,1.4247000000000001e+37,7.5212e+35,2.0734000000000002e+36,2.1095e+35,1.4811,0.2068,0.032792,0.007542399999999999,0.0075816,0.022672,0.0051806000000000005,1157,308.6936,60.1326,614.6513770871059,260.60903250037313,1.236326320035479,3.496107759329257,1.9678176795580112e+39,432.7142120124177,3434393367.128702,90627.45263747385,358.5554099268693,58001.130897833056,1.0904951812262436
1158,308.7004,60.1382,1.9638e+37,1.0278e+36,1.2614e+36,2.7649e+35,0.18899999999999997,0.5836,0.032205000000000004,0.0053686,0.006150899999999999,0.019275,0.0047152999999999995,1158,308.7004,60.1382,614.9655486372624,339.1381589770029,1.7598394358857663,2.5642573830996485,2.7124309392265197e+39,615.9438025600182,7546442379.08393,129002.96834311435,494.23114621631635,7401.40013482577,0.45601775533125694
1159,308.7009,60.1386,3.0684e+37,1.609e+36,3.5322000000000004e+36,3.8117e+35,1.1106,0.2245,0.04047,0.006153199999999999,0.0064156000000000005,0.023138,0.005711399999999999,1159,308.7009,60.1386,614.9156634960198,344.791703834461,2.0328934900041693,2.4972000597933324,4.238121546961326e+39,711.5127215014592,4807083990.703137,149018.87592031097,772.226728307437,43492.0369827381,1.01073491535331
1160,308.7014,60.138999999999996,3.7174000000000004e+37,1.9492e+36,6.9627e+36,6.8079e+35,1.8796,0.1972,0.0441,0.006452600000000001,0.0061262,0.026061,0.0061779,1160,308.7014,60.138999999999996,614.8658521504613,350.44523011906966,2.5545571550281103,2.4303373458848454,5.1345303867403315e+39,894.0950042598386,5764257787.383172,187258.8197996029,935.5610871496762,73606.7285366059,1.1417028754870042
1161,308.702,60.1395,3.5033e+37,1.8372000000000002e+36,5.4765e+36,5.3251e+35,1.5941,0.1934,0.041801,0.006295899999999999,0.0067016,0.026264,0.0059904,1161,308.702,60.1395,614.9311939753494,357.4343053001433,2.5863983365469605,2.3473251748568758,4.838812154696133e+39,905.2394177914363,5754003429.155206,189592.90031156517,881.6783656887774,62426.30663981884,1.1048548857473575
1162,308.7025,60.1399,2.1098000000000002e+37,1.1091e+36,1.3684000000000002e+36,1.8927e+35,0.2044,0.2633,0.029241000000000007,0.004858100000000001,0.0075004999999999985,0.020572,0.0043895,1162,308.7025,60.1399,614.8815465304065,363.0877897769288,1.8879212674625228,2.2803901917028546,2.9140883977900554e+39,660.772443611883,7629734991.264809,138391.85696971114,530.9750851854487,8004.477182848609,0.4840810465468548
1163,308.7182,60.1527,3.2923e+37,1.727e+36,2.3524000000000003e+37,9.8887e+36,3.9947,2.6979,0.00061278,0.00013818,0.00047992,0.0011837,0.00018043,1163,308.7182,60.1527,614.8609742774304,543.055803721578,24.44175640729039,0.14832156250357448,4.547375690607735e+39,8554.614742551637,38114168624.501495,1791674.3219660774,828.5758237539353,156435.83660628836,1.285395405678201
1164,308.7187,60.1531,8.228e+37,4.3092e+36,4.8757e+37,2.6727000000000003e+37,3.6991,0.9299,0.0012882999999999998,0.00025485,0.00067863,0.0022004999999999998,0.00036211,1164,308.7187,60.1531,614.8137364201626,548.7086750145296,50.74269363961041,0.08339997879997403,1.1364640883977899e+40,17759.942773863644,75995117765.1581,3719633.7164363437,2070.747464643981,144859.89015203176,1.2789823691313784
1165,308.7192,60.1536,1.2427e+38,6.5065e+36,8.045e+37,3.0393e+37,3.8389,1.4316,0.0017638999999999999,0.00032944,0.00079576,0.0030315000000000003,0.00048544,1165,308.7192,60.1536,615.3919291583866,555.3857056417494,65.84878745771069,0.02899768164505167,1.7164364640883978e+40,23047.07561019874,97953445994.95496,4826968.228248591,3127.513216228823,150334.57660096636,1.2781215469466998
1166,308.7197,60.153999999999996,1.0981e+38,5.750100000000001e+36,5.297900000000001e+37,1.3065e+37,3.3743,0.6338,0.0016055,0.00031055,0.00096005,0.0027928000000000002,0.00044971,1166,308.7197,60.153999999999996,615.3448466452553,561.0385350485577,37.369950531893565,0.07274665888448273,1.5167127071823203e+40,13079.48268616275,57379306949.043236,2739360.4479735857,2763.597217945498,132140.44695736823,1.2592049974962582
1167,308.7203,60.1544,8.6543e+37,4.5323e+36,2.1853000000000003e+37,5.1480000000000004e+36,2.3516,0.5803,0.0015443,0.0003405,0.0016300999999999998,0.0030896,0.00045542,1167,308.7203,60.1544,614.7881459560106,567.0025718173823,18.864331342345885,0.14089879001679093,1.1953453038674032e+40,6602.515969821059,31103683880.888832,1382827.7110666086,2178.0347330175505,92090.64845003322,1.1937737250466351
1168,308.7208,60.1548,4.1572000000000003e+37,2.1792000000000002e+36,1.0027000000000001e+37,2.2409e+36,2.279,0.5622,0.0011811,0.00032457,0.0018715999999999997,0.0027816,0.00037813,1168,308.7208,60.1548,614.7412195921028,572.6553641421752,12.208973070963125,0.20701003440097188,5.741988950276243e+39,4273.1405748370935,20897395190.02369,894964.4691776453,1046.245911523816,89247.57093792553,1.1851762704478688
1169,308.7224,60.1561,2.0080000000000001e+37,1.0561e+36,7.1224e+36,7.1129e+35,2.8883,0.2073,0.0020111,0.0010562000000000002,0.0020305999999999996,0.004114100000000001,0.00071486,1169,308.7224,60.1561,614.7166324193047,590.9490042684002,5.773734174918424,0.4228987066216696,2.7734806629834246e+39,2020.8069612214483,10906547554.448164,423236.8202464278,505.3549962329987,113108.27518210196,1.2373456382631736
1170,308.7229,60.1565,1.5830000000000002e+37,8.3451e+35,3.6201000000000004e+36,4.4903e+35,2.195,0.2948,0.0027391,0.0013347,0.0022472,0.0038198,0.00085543,1170,308.7229,60.1565,614.6700175488777,596.6017176232376,4.771273659901265,0.489752716118555,2.1864640883977904e+39,1669.9457809654427,9367281466.124075,349752.6264916203,398.39489991874365,85958.05976689188,1.1703252290390898
1171,308.7271,60.16,2.4510000000000003e+37,1.3038000000000001e+36,5.797300000000001e+36,5.0081e+35,2.2482,0.16699999999999998,0.020038,0.0051472,0.005564,0.016694999999999998,0.0039055999999999995,1171,308.7271,60.16,615.1570371084698,645.5175207490962,2.5841459416180137,1.070287522016735,3.3853591160221e+39,904.4510795663048,5892586638.3806505,189427.7911397907,616.8451672146814,88041.41684187988,1.1863101297586593
1172,308.7407,60.1711,1.232e+37,6.5203e+35,1.4563000000000002e+36,1.6576e+35,1.1525,0.2412,0.036976999999999996,0.006051300000000001,0.0055931999999999996,0.01746,0.0045798,1172,308.7407,60.1711,615.3110894626654,801.512517544159,1.4866330485071293,2.9205978468014977,1.701657458563536e+39,520.3215669774953,3835033660.894736,108975.89415472191,310.0584439039116,45132.87648352751,1.0121761086100636
1173,308.6791,60.1218,7.7491e+36,4.1505e+35,1.4702000000000002e+36,1.1945e+35,1.8999,0.1109,0.029414,0.013834,0.012028,0.021336,0.0080491,1173,308.6791,60.1218,621.1574933632313,104.83707063207814,3.3055847719766573,5.3307122685400765,1.070317679558011e+39,1156.9546701918302,6973512273.599564,242312.0194940704,195.02223114089298,74401.69373627237,1.142372258535352
1174,308.6797,60.1222,4.5201e+36,2.5302e+35,2.1269e+36,1.449e+35,3.3348,0.0863,0.01913,0.0092866,0.0044740000000000005,0.012611,0.005573300000000001,1174,308.6797,60.1222,620.594131545004,110.8025935491218,10.712480465599658,5.261000249661182,6.243232044198896e+38,3749.3681629598796,18336697366.015846,785265.8317572144,113.75772502354474,130593.59349003689,1.2557021818654575
1175,308.6927,60.1329,1.8587000000000002e+37,9.7818e+35,3.1374e+36,3.0008e+35,1.7153,0.1893,0.041749,0.0094467,0.0079616,0.027067,0.006384399999999999,1175,308.6927,60.1329,621.1176341863381,260.8813110920724,1.2871890651757651,3.480443407543853,2.5672651933701658e+39,450.5161728115178,3612074613.7567573,94355.88658853692,467.7805435748381,67172.60132945314,1.1273877334762037
1176,308.6933,60.1333,1.6237000000000004e+37,8.5573e+35,2.7536e+36,2.5479e+35,1.7227,0.1789,0.036184,0.007722700000000002,0.007061,0.023399,0.0053922,1176,308.6933,60.1333,620.556532887145,266.8463184825922,1.1690554656425194,3.410693533041455,2.2426795580110507e+39,409.16941297488177,3457101143.1754985,85696.2414583691,408.6379020834266,67462.39159928229,1.116635904184635
