ID,RA_x,Dec_x,LHa,E_LHa,LPab,E_Pab,AHa,E_AHa,Ha/24um,Ha/70um,Ha/8um,Ha/12um,Ha/100um,id,RA_y,Dec_y,xcenter,ycenter,3.6um_aperture_average,r_kpc,LBol,Sigma_star
731,308.7255,60.1347,2.5749e+37,1.3820000000000002e+36,2.6145e+36,2.553e+35,0.9124,0.2013,0.03219,0.0059815,0.0078858,0.023926,0.0051435000000000005,731,308.7255,60.1347,465.0702766429032,381.4360782020625,1.9009248006652388,3.0412804525924657,3.556491712707182e+39,665.3236802328336
732,308.726,60.1351,1.0255e+37,6.578000000000001e+35,1.6813e+36,1.7679e+35,1.6692,0.2541,0.019895,0.0037968,0.0050165,0.014689,0.0032118000000000003,732,308.726,60.1351,465.0222684013144,387.0898072320633,1.7640111763149855,2.9899483960107593,1.4164364640883978e+39,617.4039117102449
733,308.7585,60.1615,2.2912000000000003e+37,1.2038e+36,4.5086e+36,3.9812e+35,1.9576,0.1671,0.050806,0.007677,0.0078631,0.029295,0.006655599999999999,733,308.7585,60.1615,464.5638707389499,758.6375320015909,1.4836030144219319,2.8546977771617894,3.164640883977901e+39,519.2610550476761
734,308.759,60.162,1.9626e+37,1.0324e+36,2.999000000000001e+36,2.5482e+35,1.5581,0.156,0.044406,0.0070642,0.006852800000000001,0.025621,0.006135100000000001,734,308.759,60.162,465.14673728350516,765.3138158106126,1.40254374003547,2.909724078498132,2.7107734806629834e+39,490.89030901241455
735,308.78,60.179,5.084200000000001e+37,2.6577000000000003e+36,2.098e+37,1.1035e+36,3.1275,0.0306,0.026930000000000003,0.0054698,0.0078308,0.028321,0.0058258,735,308.78,60.179,464.6557868137062,1004.7483020412441,1.7757396143076265,5.384707770910574,7.022375690607736e+39,621.5088650076693
736,308.7805,60.1795,4.958000000000002e+37,2.5669e+36,9.7108e+36,8.5099e+35,1.9502,0.1494,0.028506,0.005625,0.0086943,0.030138,0.0060113,736,308.7805,60.1795,465.242182849037,1011.423568287351,1.6941225597125795,5.457185040488534,6.848066298342544e+39,592.9428958994029
737,308.781,60.1799,2.8316e+37,1.4720000000000002e+36,3.2373e+36,2.7937e+35,1.0998,0.1531,0.02142,0.0043755,0.0082152,0.02304,0.0044922,737,308.781,60.1799,465.20235325860045,1017.0752136861915,1.4095036192679409,5.5201217438700505,3.911049723756906e+39,493.3262667437793
738,308.7815,60.1803,1.733e+37,9.2791e+35,1.2031e+36,1.5386e+35,0.3118,0.272,0.019677,0.004340600000000001,0.010746,0.02297,0.004183600000000001,738,308.7815,60.1803,465.1625974563169,1022.7268404818442,1.1814517517775314,5.583232348576814,2.393646408839779e+39,413.50811312213597
739,308.7884,60.1859,1.95e+37,1.0258e+36,3.4203e+36,4.7104e+35,1.7759,0.3209,0.086162,0.013515,0.028309,0.06904199999999999,0.012293,739,308.7884,60.1859,465.12264636821305,1101.5362086469686,1.0235926189059543,6.46942267451231,2.6933701657458562e+39,358.257416617084
740,308.7889,60.1863,4.2978e+37,2.2527e+36,6.5965e+36,6.9519e+35,1.5651,0.2196,0.13080999999999998,0.018677000000000003,0.030931,0.097389,0.017749,740,308.7889,60.1863,465.083988833868,1107.1875563172077,0.9316796144520836,6.53348635628951,5.936187845303868e+39,326.0878650582292
741,308.7894,60.1867,3.396600000000001e+37,1.7815000000000002e+36,5.352700000000001e+36,6.748e+35,1.6067,0.28600000000000003,0.11106,0.014953,0.023298,0.076886,0.014393,741,308.7894,60.1867,465.0454050878021,1112.8388853826075,1.028508009978918,6.5977911597416385,4.691436464088399e+39,359.97780349262126
742,308.6985,60.1136,1.103e+37,5.8355e+35,2.2691e+36,1.5087e+35,2.0278,0.07400000000000001,0.029978,0.005507199999999999,0.0056906000000000005,0.020296,0.0046053000000000005,742,308.6985,60.1136,470.89747629745483,81.22897557511902,0.8441013496290011,6.191544572376842,1.5234806629834254e+39,295.43547237015036
743,308.699,60.114,1.9271e+37,1.0111e+36,3.7878e+36,2.2026e+35,1.9558,0.0475,0.040185000000000005,0.0064633,0.005668,0.027143,0.005943100000000001,743,308.699,60.114,470.84552228910246,86.88368472839987,1.2638454963280588,6.127734167337147,2.661740331491713e+39,442.3459237148206
744,308.6995,60.1144,3.584e+37,1.8732e+36,4.8073e+36,4.7303e+35,1.3522,0.1761,0.06414199999999999,0.0096056,0.0092893,0.04253,0.0092224,744,308.6995,60.1144,470.7936420680135,92.53837529550763,1.3792389392589608,6.064123699441413,4.9502762430939227e+39,482.7336287406363
745,308.7,60.1149,2.8571e+37,1.5729e+36,2.0588000000000003e+36,2.5326e+35,0.3707,0.2448,0.059868,0.008933,0.01156,0.040842,0.0085053,745,308.7,60.1149,471.36689501715074,99.21740738807466,0.953195828094448,5.985503829093152,3.9462707182320444e+39,333.6185398330568
746,308.7006,60.1153,1.3303e+37,1.0357e+36,8.1219e+35,1.2109e+35,0.1087,0.2963,0.043103,0.006776899999999999,0.01005,0.030307,0.0061619,746,308.7006,60.1153,470.80477904799415,105.18350000249485,0.8468956216952971,5.921422653062353,1.8374309392265194e+39,296.41346759335397
747,308.7011,60.1157,7.303700000000002e+36,7.889000000000001e+35,4.9321e+35,1.2973e+35,0.2681,0.9516,0.037553,0.0064067,0.009272399999999998,0.026777,0.0054411,747,308.7011,60.1157,470.7531364951749,110.83813014376801,0.7252142934277489,5.8579153482385085,1.0087983425414367e+39,253.82500269971212
748,308.7016,60.1161,7.3035e+36,5.358e+35,5.2884e+35,1.6224e+35,0.3783,1.3049,0.042775,0.0079278,0.011494,0.03024,0.0062919,748,308.7016,60.1161,470.70156772953635,116.49274169820036,0.7156186894185822,5.794660153671884,1.0087707182320443e+39,250.46654129650378
749,308.7199,60.1311,1.4892000000000002e+37,7.835e+35,1.7294e+36,1.29e+35,1.1246,0.0934,0.021154,0.0042622,0.006571,0.016382,0.0036464,749,308.7199,60.1311,471.1162463187015,327.12575161795417,1.4015249633365534,3.5139512130471693,2.0569060773480665e+39,490.5337371677937
750,308.7204,60.1315,1.8577e+37,9.7496e+35,2.5441e+36,1.6276e+35,1.385,0.0652,0.022818,0.0044518,0.0053059,0.017618,0.003945199999999999,750,308.7204,60.1315,471.067479849106,332.77964717026015,2.235545322603146,3.4572914209314702,2.5658839779005527e+39,782.4408629111011
751,308.7576,60.1618,1.537e+37,8.1057e+35,2.1681e+36,1.8649e+35,1.4318,0.1577,0.043796,0.0066006,0.0081444,0.025416,0.0057,751,308.7576,60.1618,471.0263612888172,758.9059218945679,1.1887281272182306,2.81237137637918,2.1229281767955802e+39,416.0548445263807
752,308.7581,60.1622,1.8029e+37,9.491e+35,2.334e+36,2.0657e+35,1.2961,0.1658,0.045778,0.0072032,0.0076637,0.025944,0.0063162,752,308.7581,60.1622,470.98320026819886,764.5583898586549,1.3498891947048608,2.863682964995399,2.4901933701657458e+39,472.4612181467013
753,308.7791,60.1793,4.711e+37,2.4623e+36,1.8903e+37,1.8092e+36,3.0832,0.1616,0.023811,0.0048465,0.0057482,0.025579,0.0050557,753,308.7791,60.1793,471.11592452046636,1005.0160812747777,2.8940507077973896,5.3710926057003405,6.506906077348066e+39,1012.9177477290864
754,308.7796,60.1797,3.9759e+37,2.0635e+36,9.5753e+36,8.3952e+35,2.2767,0.1563,0.022854,0.0045595,0.006468000000000001,0.024034,0.004736,754,308.7796,60.1797,471.0759596527568,1010.667735230276,2.209206566634438,5.43427745467023,5.49157458563536e+39,773.2222983220533
755,308.7802,60.1801,8.5342e+36,4.612e+35,5.3965e+35,1.026e+35,0.1643,0.4401,0.012626,0.0026431,0.005539,0.013723,0.0026155,755,308.7802,60.1801,470.52705719233916,1016.630815128736,1.5090667571948018,5.502174436071618,1.1787569060773481e+39,528.1733650181807
756,308.7875,60.1861,1.192e+37,6.3131e+35,1.8422e+36,2.3941e+35,1.5759,0.295,0.067351,0.010425,0.021014,0.055545,0.0096542,756,308.7875,60.1861,470.9554405305888,1100.780223775788,0.8423360655933186,6.4505219092678665,1.6464088397790057e+39,294.8176229576615
757,308.788,60.1865,3.0947e+37,1.6236e+36,4.1281e+36,4.6528e+35,1.3434,0.2426,0.099753,0.01468,0.023288,0.07836,0.013898,757,308.788,60.1865,470.9167215125938,1106.4315614116704,0.9045836678684802,6.514782187663371,4.274447513812155e+39,316.60428375396805
758,308.7886,60.187,2.5127e+37,1.3195e+36,3.3701e+36,6.1048e+35,1.3521,0.5128,0.0909,0.013072,0.019601,0.067744,0.012311,758,308.7886,60.187,470.9956426497129,1113.417846194468,1.082043435678818,6.594192728449867,3.4705801104972376e+39,378.7152024875863
759,308.7154,60.1284,9.437e+36,5.0285e+35,5.9479e+36,5.6326e+35,3.7965,0.1878,0.017228,0.003268,0.0032025,0.011668,0.0025858,759,308.7154,60.1284,477.18614704924016,285.45778188338005,1.8653852485535647,3.8974676471168,1.3034530386740331e+39,652.8848369937476
760,308.719,60.1313,1.3680000000000002e+37,7.2066e+35,1.5664e+36,1.229e+35,1.1022,0.1028,0.019788,0.004349,0.005963399999999999,0.015641,0.0035558,760,308.719,60.1313,476.95746684639175,326.37114846263785,1.3160325246761473,3.4733926841407343,1.8895027624309395e+39,460.61138363665157
761,308.7253,60.1365,1.5941e+37,8.403e+35,4.0409e+36,4.1505e+35,2.3577,0.2114,0.026858,0.005775199999999999,0.0060256,0.019252,0.004568,761,308.7253,60.1365,477.3483487717045,399.24733853978694,1.9286403190785333,2.7603050415887096,2.2017955801104972e+39,675.0241116774866
762,308.7279,60.1386,1.1592e+37,6.143000000000001e+35,3.6605e+36,3.5372e+35,2.7047,0.1928,0.026813,0.0057029,0.0037639,0.015369,0.0039581,762,308.7279,60.1386,477.2252463438752,428.850901343273,1.8611619599566904,2.5010433024088092,1.6011049723756907e+39,651.4066859848416
763,308.7285,60.139,1.0525e+37,5.5903e+35,2.0423e+36,2.0049e+35,1.9356,0.1962,0.026638,0.005524899999999999,0.0041893,0.014542,0.0037786,763,308.7285,60.139,476.6678536261175,434.8158823364657,1.5225514448446962,2.4570674388384544,1.453729281767956e+39,532.8930056956436
764,308.7484,60.1552,2.1460000000000003e+37,1.1281e+36,3.5448e+36,3.2350000000000007e+35,1.6811,0.1752,0.06023,0.010281,0.0078859,0.030311,0.0084965,764,308.7484,60.1552,476.58984586472,662.6788428533981,1.3674988315903878,2.0308006614964094,2.9640883977900555e+39,478.6245910566357
765,308.7573,60.1625,1.9859000000000002e+37,1.0445e+36,2.05e+36,2.1381e+35,0.9385,0.2139,0.050044,0.0079872,0.0087817,0.02885,0.006983499999999999,765,308.7573,60.1625,476.9361994621717,765.1383132665967,1.358254814229118,2.8303722197800805,2.7429558011049726e+39,475.3891849801913
766,308.7578,60.1629,1.7753e+37,9.3475e+35,1.5045000000000005e+36,1.8034e+35,0.6268,0.2601,0.046246,0.008085,0.008633,0.027692,0.0069449,766,308.7578,60.1629,476.8930670348288,770.7907478873517,1.4285817266931455,2.883437447817341,2.45207182320442e+39,500.00360434260097
767,308.7788,60.18,3.0979e+36,2.3479e+35,1.406e+36,1.7891e+35,3.2779,0.2478,0.0090112,0.0018746,0.0031912,0.0096869,0.001823,767,308.7788,60.18,477.0269785745991,1011.2470480260088,1.525155402191008,5.426825897561415,4.278867403314917e+38,533.8043907668529
768,308.784,60.1842,7.0352e+36,3.7958e+35,7.976e+35,1.3168e+35,1.0866,0.3993,0.063282,0.012221,0.018457,0.050636,0.0087766,768,308.784,60.1842,476.8657928558744,1070.4324191821602,0.6873428516108111,6.095380380473257,9.717127071823204e+38,240.56999806378388
769,308.7846,60.1847,8.5041e+36,4.548e+35,8.7836e+35,1.2909e+35,0.9394,0.3378,0.057364,0.010396,0.015434,0.045775,0.008125499999999999,769,308.7846,60.1847,476.94407695868097,1077.4188390399001,0.7591575051189279,6.1746159232151285,1.1745994475138123e+39,265.70512679162476
770,308.7145,60.1286,9.3001e+36,4.9579e+35,4.1291e+36,3.7287e+35,3.2430000000000003,0.1744,0.015750999999999998,0.003096,0.0034681,0.01126,0.0024436,770,308.7145,60.1286,483.0277957441437,284.7033466323473,1.7101154469026911,3.8620068246578287,1.2845441988950277e+39,598.5404064159419
771,308.7245,60.1367,1.3266e+37,7.0119e+35,2.8264e+36,2.6309e+35,2.0831,0.1813,0.026161,0.005738,0.006031600000000001,0.017731999999999998,0.0044419,771,308.7245,60.1367,482.6788074910571,398.8041438786805,1.5893825155937154,2.7133334980887716,1.8323204419889502e+39,556.2838804578004
772,308.7475,60.1555,1.5066e+37,7.9387e+35,2.5733e+36,2.4144e+35,1.7339,0.1806,0.04413,0.007805500000000002,0.0059069,0.021757,0.0061332,772,308.7475,60.1555,483.0531739486072,662.9476838860758,1.3511853888725505,1.9681038771481765,2.080939226519337e+39,472.91488610539267
773,308.7564,60.1628,2.6390000000000002e+37,1.3855000000000002e+36,2.1691e+36,2.476e+35,0.5785,0.2455,0.062775,0.010289,0.010986,0.037152,0.0088744,773,308.7564,60.1628,483.39854560211853,765.4069058431859,1.5748339494142287,2.7929010641151777,3.6450276243093925e+39,551.19188229498
774,308.7569,60.1632,2.4097e+37,1.2657e+36,1.5586e+36,2.3806e+35,0.2,0.3613,0.057113,0.0099909,0.011587,0.035095999999999995,0.0085538,774,308.7569,60.1632,483.35535942360536,771.0593256512947,1.5485085496959932,2.8469592282465537,3.328314917127072e+39,541.9779923935976
775,308.7664,60.1709,1.9524e+37,1.0765e+36,2.6047e+36,2.4563e+35,1.3435,0.1996,0.06505,0.013862,0.012209,0.036414,0.0091734,775,308.7664,60.1709,483.1749304655903,879.475499514544,1.0572153416682175,3.958399207233459,2.6966850828729283e+39,370.0253695838761
776,308.7669,60.1713,1.5366e+37,8.3113e+35,1.8369e+36,1.7062e+35,1.1702,0.1852,0.055276,0.011743,0.010003,0.030073000000000006,0.0077495,776,308.7669,60.1713,483.1332278164586,885.1275426364589,0.9139521937851888,4.019268898823544,2.122375690607735e+39,319.8832678248161
777,308.78,60.1819,7.034900000000001e+36,3.7956e+35,6.7185e+35,1.2768e+35,0.8156,0.4573,0.013074,0.0031876,0.010378,0.018621,0.002961,777,308.78,60.1819,482.8184702390275,1034.4327677718409,1.0501492685333893,5.676354724848298,9.716712707182321e+38,367.5522439866863
778,308.7805,60.1824,5.1247e+36,2.8307e+35,5.8523e+35,1.499e+35,1.098,0.7266,0.014638,0.003705,0.013829,0.022476,0.0034564,778,308.7805,60.1824,483.4050911533933,1041.1078968552986,1.09491000170014,5.750931104828342,7.078314917127072e+38,383.218500595049
779,308.7842,60.1854,8.8623e+36,4.7323e+35,8.6624e+35,1.2873e+35,0.8523,0.3469,0.046715,0.0080708,0.017321,0.039931,0.007153699999999998,779,308.7842,60.1854,483.3643092339715,1083.338041992066,0.7116147893895377,6.231729716072527,1.2240745856353591e+39,249.0651762863382
780,308.7847,60.1858,5.6141e+36,3.0758e+35,4.8455e+35,1.0952e+35,0.6557,0.6034,0.046051,0.0071024,0.014625999999999997,0.037084,0.006837,780,308.7847,60.1858,483.3252536354731,1088.9894106356974,0.7068426215060589,6.296410768636775,7.754281767955802e+38,247.3949175271206
781,308.7853,60.1862,4.9807e+36,2.759e+35,8.0529e+35,1.0894e+35,1.6473,0.2808,0.045365,0.006530199999999999,0.012389,0.036185,0.0065747,781,308.7853,60.1862,482.7773790107683,1094.9521867356514,0.7824296719758691,6.36538144072902,6.879419889502762e+38,273.8503851915542
782,308.7858,60.1866,1.04e+36,1.0244e+35,5.3727e+35,1.3598e+35,3.4824,0.9082,0.042765,0.006076399999999999,0.012375,0.034354,0.0061373,782,308.7858,60.1866,482.73847954547614,1100.6035182381713,0.7270640213230389,6.430107726372255,1.43646408839779e+38,254.47240746306363
783,308.755,60.1626,1.5505e+37,8.1759e+35,1.6274000000000004e+36,1.7298e+35,0.9649,0.2188,0.044064,0.007409999999999998,0.0080699,0.025976,0.0059413,783,308.755,60.1626,489.27824811374944,758.9993495419835,1.1911697544959594,2.6968282869823064,2.141574585635359e+39,416.9094140735858
784,308.7577,60.1647,1.3994e+37,7.39e+35,2.5176000000000003e+36,2.4335e+35,1.8159,0.1918,0.034905,0.0060016,0.0063282,0.020376,0.0050253,784,308.7577,60.1647,488.6696165841968,788.9079535599631,1.3474179410950355,2.9921816421072265,1.9328729281767955e+39,471.5962793832624
785,308.7582,60.1651,2.007e+37,1.0555e+36,2.773e+36,2.8385e+35,1.399,0.2102,0.044057,0.0079161,0.0078962,0.025609,0.0064468,785,308.7582,60.1651,488.6266889238311,794.5602843065635,1.479375214963972,3.0490304139647355,2.7720994475138125e+39,517.7813252373902
786,308.7624,60.1686,2.9587e+37,1.5534e+36,3.7405e+36,3.6288e+35,1.2587,0.1941,0.076563,0.014899,0.013734,0.044345,0.010825,786,308.7624,60.1686,489.14544693174173,843.4724047984155,1.2625452012200644,3.552209880600761,4.0866022099447513e+39,441.89082042702256
787,308.7629,60.169,2.492e+37,1.3082e+36,2.1757e+36,2.0699e+35,0.6739,0.1861,0.06770599999999999,0.013617,0.014084,0.039442000000000005,0.0096104,787,308.7629,60.169,489.1032237428653,849.1245541081088,1.0854712278977476,3.612225659313278,3.441988950276243e+39,379.91492976421165
788,308.7634,60.1694,1.2395000000000002e+37,6.665000000000001e+35,8.3263e+35,1.1768e+35,0.2598,0.3166,0.042419,0.0091115,0.010382,0.024927,0.0060842,788,308.7634,60.1694,489.061074343149,854.776684820352,1.0724420436168614,3.672607375421048,1.7120165745856356e+39,375.35471526590146
789,308.7661,60.1715,1.5338000000000002e+37,8.1289e+35,2.2883e+36,2.1861e+35,1.5202,0.1903,0.054017,0.01176,0.0090909,0.029203,0.007611,789,308.7661,60.1715,488.45909231460325,884.683628992526,1.064160187327615,3.996398343910984,2.118508287292818e+39,372.45606556466527
790,308.7776,60.1809,4.8436e+36,2.7916e+35,4.4693e+36,3.9771e+35,4.3986,0.1891,0.0092535,0.0019052,0.0032294000000000003,0.010404,0.0018258,790,308.7776,60.1809,488.7716040716317,1016.7225076179063,2.2253805198290144,5.4647600750999175,6.690055248618784e+38,778.883181940155
791,308.7781,60.1814,1.0323e+37,5.5519e+35,2.9915e+36,2.7299e+35,2.569,0.1817,0.010509,0.002175,0.0047802,0.012193,0.0021587,791,308.7781,60.1814,489.35790492315886,1023.3977051847148,1.7753518059822482,5.539342228083122,1.4258287292817678e+39,621.3731320937868
792,308.7792,60.1822,1.1479e+37,6.0844e+35,8.7365e+35,1.2149e+35,0.457,0.3116,0.011853,0.002616,0.0099453,0.015975,0.0026986,792,308.7792,60.1822,488.7692199763025,1035.0122114170772,1.1983719687136474,5.672334084623264,1.585497237569061e+39,419.4301890497766
793,308.7797,60.1826,1.129e+37,5.9866e+35,1.1309e+36,2.2231e+35,0.8909,0.477,0.01374,0.0031866,0.013213,0.021079,0.003293,793,308.7797,60.1826,488.72948851470056,1040.6637282293757,1.33001462383438,5.73674842941567,1.55939226519337e+39,465.505118342033
794,308.7839,60.18600000000001,1.4663e+37,7.7392e+35,1.5101e+36,1.4299e+35,0.9348,0.1797,0.055001,0.0085308,0.013988999999999998,0.044997,0.00848,794,308.7839,60.18600000000001,488.64920142050016,1088.5451612493594,0.8049261373082268,6.28386595773203,2.0252762430939226e+39,281.7241480578794
795,308.7844,60.1865,2.7453e+37,1.4411e+36,5.079e+36,4.4506e+35,1.8601,0.1646,0.071482,0.010131,0.013524,0.0559,0.010594,795,308.7844,60.1865,489.2365343714641,1095.2200619991181,1.2734839243232416,6.359595332962443,3.791850828729282e+39,445.7193735131346
796,308.7849,60.1869,2.4856000000000003e+37,1.3054e+36,4.2047e+36,3.9129e+35,1.7187,0.181,0.070869,0.0098691,0.015705,0.055408000000000006,0.01034,796,308.7849,60.1869,489.19758117675605,1100.871378736006,0.9690244653307408,6.424629061521295,3.433149171270719e+39,339.1585628657593
797,308.7855,60.1873,6.746e+36,3.6485e+35,4.078e+35,3.761e+35,0.0932,1.7999,0.051,0.0074771,0.017029,0.043641,0.007493899999999999,797,308.7855,60.1873,488.6498269461692,1106.8340940467717,0.6036627709648976,6.493798830896719,9.317679558011049e+38,211.28196983771417
798,308.7024,60.1206,1.3435e+37,7.0991e+35,2.9848000000000004e+36,2.8762e+35,2.1493,0.1915,0.048898,0.009216,0.0075924999999999986,0.031282,0.0075228,798,308.7024,60.1206,494.7479378023497,165.07950173966617,1.0948920233255974,5.106577552441969,1.8556629834254146e+39,383.2122081639591
799,308.7029,60.121,7.818300000000002e+36,4.1961e+35,1.1715e+36,1.4032e+35,1.5272,0.2556,0.037491,0.0071962000000000016,0.007482300000000002,0.024465,0.0057017,799,308.7029,60.121,494.6968599451973,170.73388197489632,0.8440086695617999,5.042888775568271,1.0798756906077351e+39,295.40303434662997
800,308.705,60.1227,1.3103e+37,6.927e+35,8.7193e+35,1.3927e+35,0.2449,0.3728,0.059812,0.011017,0.012329,0.037079,0.008125700000000001,800,308.705,60.1227,494.6081660782909,194.68693853888504,0.8005208581109089,4.773703935099997,1.8098066298342542e+39,280.1823003388181
801,308.7076,60.1249,2.7259000000000004e+37,1.4141000000000002e+36,3.585700000000001e+36,3.5305e+35,1.3214,0.1853,0.067332,0.011167,0.008883499999999999,0.038387,0.008926799999999999,801,308.7076,60.1249,495.0955828141115,225.31815090434367,1.3543337334014822,4.428483752651566,3.765055248618785e+39,474.01680669051876
802,308.7081,60.1253,2.3824e+37,1.2371e+36,2.422e+36,2.225e+35,0.9143,0.1661,0.057041,0.0095666,0.0082933,0.032386,0.007553,802,308.7081,60.1253,495.04528320628805,230.97233121580547,1.2260367663435467,4.365892804557542,3.29060773480663e+39,429.11286822024135
803,308.7568,60.165,1.3443e+37,7.1034e+35,2.2463e+36,2.5508e+35,1.6994,0.2439,0.03397,0.0056048,0.0054313,0.019573,0.004724,803,308.7568,60.165,495.13165747238907,789.1766946011082,1.6341173745554531,2.9624616227229503,1.856767955801105e+39,571.9410810944086
804,308.7573,60.1654,1.4441e+37,7.622e+35,1.0088e+36,1.5178e+35,0.3216,0.342,0.035398,0.0061958,0.0063901,0.020206,0.0050693000000000005,804,308.7573,60.1654,495.088676062809,794.8290105382532,1.4095347624501435,3.0203130755796184,1.9946132596685084e+39,493.33716685755024
805,308.761,60.1684,2.269e+37,1.1922e+36,1.8347e+36,2.5909e+35,0.5527,0.318,0.060419000000000014,0.011641,0.011571,0.034638,0.0086426,805,308.761,60.1684,495.0233089458216,837.0650833676317,1.2255291014043777,3.461328824570536,3.1339779005524866e+39,428.9351854915322
806,308.7615,60.1688,3.5745000000000003e+37,1.8745e+36,3.6028e+36,5.1295e+35,0.9007,0.3321,0.087462,0.016887,0.015486000000000003,0.050355,0.01245,806,308.7615,60.1688,494.9809504690938,842.7172412054073,1.4884260306133603,3.5217648530502794,4.937154696132597e+39,520.9491107146761
807,308.762,60.1692,2.8585e+37,1.5e+36,1.9449e+36,2.2581e+35,0.2799,0.2449,0.07298400000000001,0.014772,0.015111,0.042457,0.010436,807,308.762,60.1692,494.9386657819332,848.3693804463182,1.1337574148764389,3.582272871354472,3.948204419889503e+39,396.8150952067536
808,308.7626,60.1697,1.5914e+37,8.4442e+35,1.0818e+36,1.3079e+35,0.2786,0.2602,0.047698,0.010481,0.010878,0.028016000000000003,0.0068899,808,308.7626,60.1697,495.01322748962923,855.3566763853377,1.0363597546613867,3.657055687501933,2.1980662983425414e+39,362.72591413148535
809,308.7762,60.1808,5.433600000000001e+36,7.8606e+35,2.2227e+36,1.8117e+35,3.1136,0.3078,0.008366,0.0017163,0.0029958000000000003,0.0094444,0.0016073,809,308.7762,60.1808,495.2715636401776,1011.3391026601528,1.9730586437165336,5.392085197661446,7.504972375690608e+38,690.5705253007868
810,308.7767,60.1812,1.1917e+37,1.5806000000000005e+36,5.709200000000001e+36,4.6656e+35,3.3631,0.3175,0.011317,0.002234,0.003948699999999999,0.012616,0.0022670000000000004,810,308.7767,60.1812,495.23146697739196,1016.9906837628384,2.5096794321041203,5.45650905987168,1.6459944751381217e+39,878.3878012364421
811,308.7773,60.1816,1.1781e+37,8.2056e+35,3.7319e+36,2.4331e+35,2.7097,0.15,0.010893,0.0021221,0.0047004,0.012557,0.0022821,811,308.7773,60.1816,494.6824423091342,1022.9536542375956,2.1534505106933928,5.525309116665134,1.627209944751381e+39,753.7076787426874
812,308.7778,60.182,4.3667e+36,4.4294e+35,8.9195e+35,1.9014e+35,2.0166,0.2714,0.0094044,0.0018486,0.0055705,0.01135,0.002065,812,308.7778,60.182,494.6425017810322,1028.605198206072,1.7655073944449238,5.589804663806944,6.031353591160221e+38,617.9275880557233
813,308.7783,60.1825,8.1131e+36,4.5738e+35,1.8457e+36,1.552e+35,2.1868,0.1503,0.010616,0.0021507,0.007321500000000002,0.01378,0.0024422,813,308.7783,60.1825,495.2289081444352,1035.2803419854663,1.5086917583788784,5.664997293533797,1.1205939226519337e+39,528.0421154326074
814,308.7788,60.1829,1.0148e+37,5.3957e+35,2.3934e+36,1.9004e+35,2.2436,0.1389,0.012499,0.0026766,0.0095846,0.017799000000000002,0.0030227,814,308.7788,60.1829,495.1891229497287,1040.931844023729,1.4149710234228616,5.7297018783853675,1.401657458563536e+39,495.23985819800157
815,308.7794,60.1833,4.9621e+36,2.7497e+35,9.9063e+35,1.2998e+35,1.9804,0.2661,0.012587,0.002945,0.014469,0.021018,0.0031881,815,308.7794,60.1833,494.64044599026255,1046.8947355151781,0.9934263236674868,5.798673412029562,6.853729281767956e+38,347.6992132836204
816,308.7799,60.1837,2.6012e+36,1.6222e+35,8.8779e+35,1.5589e+35,2.8275,0.4431,0.013328,0.0035346,0.027564,0.026373,0.0034936,816,308.7799,60.1837,494.6008169302297,1052.546200417789,0.8205353359385874,5.8633674786236165,3.592817679558011e+38,287.1873675785056
817,308.783,60.1863,2.0002e+37,1.2495e+36,3.1293e+36,2.605e+35,1.5953,0.1928,0.060779,0.0098966,0.014901,0.053042,0.0098934,817,308.783,60.1863,495.1083789337883,1088.8131563855277,1.0891325304328063,6.278932519859698,2.762707182320442e+39,381.1963856514822
818,308.7836,60.1867,4.416e+37,2.404e+36,6.722800000000001e+36,5.9035e+35,1.5522,0.1803,0.088538,0.013043,0.015775,0.071132,0.013721,818,308.7836,60.1867,494.56039739140886,1094.77588990164,1.5151729949890294,6.348162315891293,6.099447513812155e+39,530.3105482461602
819,308.7841,60.1872,4.1769e+37,2.2432e+36,5.1564e+36,4.9950000000000005e+35,1.2211,0.2032,0.089299,0.012788,0.018152,0.07186100000000001,0.013526,819,308.7841,60.1872,495.1477543164633,1101.4507602049016,1.2242822004789755,6.424285134490415,5.769198895027625e+39,428.49877016764145
820,308.7846,60.1876,1.4601e+37,8.1502e+35,8.4564e+35,3.8718e+35,0.0254,1.6259,0.059933000000000014,0.008937700000000002,0.01771,0.050358,0.0090761,820,308.7846,60.1876,495.10882973702996,1107.1020436392228,0.8581576824762185,6.489424858881828,2.0167127071823207e+39,300.3551888666765
821,308.701,60.1204,9.4317e+36,5.0199e+35,6.4488e+35,1.0241e+35,0.2877,0.3361,0.042566,0.0085699,0.0092376,0.026925,0.0068647,821,308.701,60.1204,500.6420366946215,158.67116311622237,0.7148742044814046,5.146016138472487,1.3027209944751383e+39,250.2059715684916
822,308.7015,60.1209,1.1085e+37,5.8805e+35,1.1635e+36,1.5002e+35,0.9647,0.2797,0.04639,0.0093523,0.0095409,0.03021,0.0076019999999999985,822,308.7015,60.1209,501.2159060715042,165.3498975602265,0.8446554389739009,5.06707620199659,1.5310773480662986e+39,295.62940364086535
823,308.7041,60.12300000000001,2.3566000000000003e+37,1.238e+36,1.3834000000000002e+36,2.4375e+35,0.0467,0.4526,0.092119,0.017527,0.01488,0.054929999999999986,0.013091,823,308.7041,60.12300000000001,501.07585185356453,194.957258601818,1.0496105247191112,4.732579188536354,3.254972375690608e+39,367.3636836516889
