ID RA Dec highres_co lowres_co hi
69 308.844 60.1667 0.00000 5.79460e+20 1.15123e+21
70 308.844 60.1671 0.00000 4.75017e+20 1.00570e+21
71 308.846 60.1688 0.00000 5.52483e+20 1.06096e+21
72 308.847 60.1692 0.00000 5.76020e+20 1.00194e+21
73 308.824 60.1516 3.00980e+21 2.76578e+21 2.80737e+21
74 308.824 60.1520 3.47048e+21 2.58827e+21 3.08631e+21
75 308.825 60.1524 3.32192e+21 2.40006e+21 2.65830e+21
76 308.826 60.1528 1.93980e+21 2.05028e+21 2.50060e+21
77 308.834 60.1597 7.48823e+20 1.03655e+21 1.73909e+21
78 308.834 60.1601 7.73002e+20 1.06094e+21 1.78355e+21
79 308.835 60.1605 8.23634e+20 9.47144e+20 1.55894e+21
80 308.839 60.1635 1.08163e+21 1.44542e+21 2.15101e+21
81 308.839 60.1639 1.21237e+21 1.18089e+21 1.81363e+21
82 308.840 60.1644 5.61222e+20 1.29749e+21 1.59103e+21
83 308.840 60.1648 0.00000 9.34582e+20 1.09733e+21
84 308.843 60.1673 0.00000 5.70951e+20 9.82047e+20
85 308.844 60.1678 0.00000 5.60744e+20 8.38146e+20
86 308.824 60.1527 2.22413e+21 2.32097e+21 2.66623e+21
87 308.825 60.1531 9.52446e+20 1.91604e+21 2.25519e+21
88 308.838 60.1638 1.99817e+21 1.46701e+21 2.32807e+21
89 308.838 60.1642 2.27346e+21 1.18089e+21 1.96478e+21
90 308.839 60.1646 1.82997e+21 9.44078e+20 1.54916e+21
91 308.839 60.1650 9.81342e+20 9.05461e+20 7.71465e+20
92 308.823 60.1529 6.01963e+20 1.70521e+21 1.99044e+21
93 308.824 60.1534 0.00000 1.58568e+21 1.61081e+21
94 308.837 60.1640 2.38325e+21 1.27361e+21 2.30402e+21
95 308.837 60.1645 2.36990e+21 9.37382e+20 2.21970e+21
96 308.838 60.1649 1.91513e+21 9.37382e+20 1.82428e+21
97 308.839 60.1653 1.22949e+21 8.43603e+20 9.76882e+20
98 308.822 60.1532 5.53787e+20 1.48599e+21 1.69233e+21
99 308.823 60.1536 0.00000 1.47990e+21 1.61081e+21
100 308.835 60.1634 1.26514e+21 1.53787e+21 2.33073e+21
101 308.836 60.1643 2.23150e+21 1.27361e+21 1.84574e+21
102 308.837 60.1647 1.97718e+21 1.01402e+21 1.77117e+21
103 308.837 60.1651 1.59773e+21 8.13551e+20 1.34753e+21
104 308.834 60.1633 6.46516e+20 1.68631e+21 2.78843e+21
105 308.834 60.1637 1.03349e+21 1.54046e+21 2.10726e+21
106 308.833 60.1635 0.00000 1.55725e+21 2.80837e+21
107 308.833 60.1640 4.12364e+20 1.58718e+21 2.19158e+21
108 308.834 60.1644 7.72281e+20 1.35842e+21 1.66333e+21
109 308.782 60.1233 0.00000 1.32861e+21 8.91681e+20
110 308.832 60.1638 0.00000 1.82259e+21 2.30606e+21
111 308.832 60.1642 0.00000 1.62478e+21 1.72937e+21
112 308.833 60.1646 3.97776e+20 1.41498e+21 1.44003e+21
113 308.840 60.1702 0.00000 4.68794e+20 5.71798e+20
114 308.780 60.1227 0.00000 1.25058e+21 8.60890e+20
115 308.781 60.1231 0.00000 1.47790e+21 9.01884e+20
116 308.781 60.1235 0.00000 1.50778e+21 1.01610e+21
117 308.782 60.1240 0.00000 1.55310e+21 1.11556e+21
118 308.782 60.1244 5.74479e+20 1.35279e+21 1.36406e+21
119 308.786 60.1274 2.66500e+21 2.48058e+21 1.61691e+21
120 308.831 60.1641 0.00000 1.72016e+21 2.46354e+21
121 308.832 60.1645 0.00000 1.37843e+21 1.95882e+21
122 308.766 60.1123 1.61844e+21 1.49847e+21 1.24381e+21
123 308.767 60.1127 2.14287e+21 1.56346e+21 1.38848e+21
124 308.767 60.1131 1.81224e+21 1.48960e+21 1.76470e+21
125 308.779 60.1230 0.00000 1.52435e+21 1.03484e+21
126 308.780 60.1238 0.00000 1.65590e+21 1.08340e+21
127 308.781 60.1242 1.44132e+21 1.72033e+21 1.10799e+21
128 308.781 60.1247 1.57082e+21 1.55132e+21 1.45176e+21
129 308.785 60.1276 3.27714e+21 2.52775e+21 1.90554e+21
130 308.786 60.1281 3.71571e+21 2.70412e+21 1.81804e+21
131 308.786 60.1285 3.52426e+21 2.53138e+21 1.92933e+21
132 308.787 60.1289 2.99692e+21 2.47241e+21 2.24095e+21
133 308.778 60.1228 1.37659e+21 1.44834e+21 1.51983e+21
134 308.779 60.1232 1.23268e+21 1.44834e+21 1.53018e+21
135 308.779 60.1236 7.41727e+20 1.70697e+21 1.17273e+21
136 308.780 60.1241 7.63578e+20 1.74549e+21 1.08856e+21
137 308.780 60.1245 1.88795e+21 1.71635e+21 1.04691e+21
138 308.781 60.1249 1.90564e+21 1.71635e+21 1.27508e+21
139 308.785 60.1288 4.31350e+21 2.70943e+21 2.37356e+21
140 308.786 60.1292 4.55883e+21 2.47241e+21 2.68070e+21
141 308.786 60.1296 4.14386e+21 2.44495e+21 2.55328e+21
142 308.808 60.1475 6.23702e+21 4.76292e+21 2.19533e+21
143 308.809 60.1479 5.80228e+21 4.27478e+21 2.23675e+21
144 308.809 60.1484 4.41200e+21 3.09737e+21 2.19119e+21
145 308.777 60.1230 1.47570e+21 1.29825e+21 2.00656e+21
146 308.778 60.1235 1.31479e+21 1.35168e+21 2.05894e+21
147 308.786 60.1307 3.27840e+21 2.37988e+21 2.17019e+21
148 308.787 60.1312 1.91050e+21 1.80861e+21 1.65050e+21
149 308.807 60.1474 7.57113e+21 5.31052e+21 2.89894e+21
150 308.807 60.1478 6.35403e+21 4.86028e+21 2.14819e+21
151 308.808 60.1482 5.54544e+21 4.27478e+21 1.94336e+21
152 308.809 60.1486 3.52959e+21 3.55349e+21 1.80188e+21
153 308.777 60.1237 1.22437e+21 1.35168e+21 2.16005e+21
154 308.785 60.1306 3.82915e+21 2.53804e+21 2.57443e+21
155 308.786 60.1310 3.18845e+21 2.37988e+21 2.25899e+21
156 308.800 60.1429 1.48257e+21 3.05514e+21 2.29481e+21
157 308.801 60.1434 2.13795e+21 3.76629e+21 2.51349e+21
158 308.801 60.1438 2.41748e+21 3.73953e+21 2.49802e+21
159 308.805 60.1468 8.09412e+21 6.71825e+21 2.99024e+21
160 308.806 60.1472 8.85695e+21 6.71825e+21 3.08631e+21
161 308.806 60.1476 7.60932e+21 6.07787e+21 2.91273e+21
162 308.807 60.1480 6.32486e+21 5.48491e+21 2.02059e+21
163 308.832 60.1689 0.00000 2.48002e+20 7.32241e+20
164 308.799 60.1432 1.75153e+21 3.09880e+21 2.21657e+21
165 308.800 60.1436 2.34726e+21 3.80724e+21 2.44596e+21
166 308.804 60.1470 1.11856e+22 7.14538e+21 2.84219e+21
167 308.805 60.1475 1.11834e+22 6.56728e+21 3.14589e+21
168 308.805 60.1479 8.90078e+21 5.97478e+21 2.92353e+21
169 308.806 60.1483 6.37089e+21 5.48491e+21 2.55673e+21
170 308.801 60.1452 5.22329e+21 6.05720e+21 2.45907e+21
171 308.801 60.1456 4.93843e+21 6.73481e+21 2.57285e+21
172 308.803 60.1473 1.25439e+22 7.35988e+21 2.64025e+21
173 308.804 60.1477 1.25085e+22 7.01002e+21 3.14998e+21
174 308.804 60.1481 1.05143e+22 6.43412e+21 3.16386e+21
175 308.805 60.1486 5.70091e+21 5.06114e+21 2.55209e+21
176 308.800 60.1454 4.93035e+21 6.00135e+21 2.08853e+21
177 308.800 60.1458 5.11382e+21 6.73658e+21 2.47023e+21
178 308.803 60.1480 1.17023e+22 6.83760e+21 3.04454e+21
179 308.804 60.1484 8.89326e+21 5.53144e+21 3.10163e+21
180 308.804 60.1488 6.41131e+21 5.53144e+21 2.69434e+21
181 308.794 60.1418 2.70253e+21 2.08073e+21 1.92409e+21
182 308.799 60.1457 4.73469e+21 6.37590e+21 1.71889e+21
183 308.800 60.1461 3.81642e+21 6.62064e+21 2.09421e+21
184 308.803 60.1487 5.73692e+21 5.95323e+21 2.59995e+21
185 308.803 60.1491 4.79755e+21 4.94713e+21 2.94576e+21
186 308.792 60.1412 2.08562e+21 1.98998e+21 1.58896e+21
187 308.798 60.1459 4.14679e+21 6.37590e+21 1.83075e+21
188 308.799 60.1464 3.42911e+21 6.84246e+21 2.04013e+21
189 308.799 60.1468 2.66021e+21 7.38681e+21 2.04142e+21
190 308.792 60.1415 2.40432e+21 1.99787e+21 1.46789e+21
191 308.797 60.1458 2.77411e+21 5.55272e+21 1.13488e+21
192 308.797 60.1462 3.88937e+21 6.73134e+21 1.67144e+21
193 308.798 60.1466 3.53715e+21 6.73134e+21 1.97830e+21
194 308.798 60.1471 2.45824e+21 7.45847e+21 2.40565e+21
195 308.799 60.1475 1.05167e+21 7.28542e+21 1.80924e+21
196 308.800 60.1483 1.51692e+21 7.11047e+21 1.41553e+21
197 308.803 60.1509 0.00000 2.55868e+21 1.29448e+21
198 308.781 60.1337 0.00000 2.03561e+21 8.71404e+20
199 308.781 60.1341 0.00000 1.77223e+21 8.39529e+20
200 308.796 60.1460 2.15872e+21 5.55272e+21 1.15937e+21
201 308.797 60.1465 3.48449e+21 6.12142e+21 1.67841e+21
202 308.797 60.1469 3.42349e+21 7.10009e+21 2.02035e+21
203 308.797 60.1473 2.94028e+21 7.29659e+21 2.47038e+21
204 308.798 60.1477 2.48855e+21 7.28542e+21 2.21584e+21
205 308.799 60.1482 2.85660e+21 7.18192e+21 1.98330e+21
206 308.799 60.1486 2.38530e+21 6.53341e+21 1.64391e+21
207 308.800 60.1490 2.10076e+21 5.82075e+21 1.43793e+21
208 308.802 60.1512 0.00000 2.35018e+21 1.21592e+21
209 308.803 60.1516 0.00000 1.96523e+21 1.44997e+21
210 308.780 60.1339 0.00000 1.61576e+21 6.81939e+20
211 308.797 60.1480 3.75680e+21 7.19949e+21 2.19219e+21
212 308.798 60.1484 6.53747e+21 7.01404e+21 2.15508e+21
213 308.798 60.1489 6.36869e+21 6.20681e+21 2.05413e+21
214 308.799 60.1497 3.19114e+21 5.08939e+21 2.06680e+21
215 308.800 60.1501 2.50118e+21 4.40102e+21 2.14462e+21
216 308.800 60.1506 1.92015e+21 3.30613e+21 2.25851e+21
217 308.801 60.1510 7.24359e+20 3.30613e+21 1.84807e+21
218 308.801 60.1514 1.33259e+21 2.35018e+21 1.63896e+21
219 308.802 60.1518 5.22932e+20 1.97570e+21 2.04495e+21
220 308.802 60.1523 7.21744e+20 1.80361e+21 2.39681e+21
221 308.820 60.1668 2.99011e+21 2.95762e+21 1.81981e+21
222 308.821 60.1672 2.92023e+21 2.75337e+21 2.00072e+21
223 308.796 60.1483 7.13766e+21 7.29516e+21 2.41000e+21
224 308.797 60.1487 9.72582e+21 7.14396e+21 2.25802e+21
225 308.797 60.1491 8.67257e+21 6.60158e+21 2.14505e+21
226 308.798 60.1500 4.08802e+21 4.93817e+21 2.07739e+21
227 308.799 60.1504 3.10247e+21 4.93817e+21 2.35959e+21
228 308.799 60.1508 2.52576e+21 3.76147e+21 2.35959e+21
229 308.800 60.1512 2.04972e+21 3.25080e+21 2.29791e+21
230 308.801 60.1517 2.00329e+21 2.40498e+21 2.13909e+21
231 308.802 60.1525 6.30309e+20 1.80361e+21 2.47229e+21
232 308.819 60.1670 3.85948e+21 2.95762e+21 1.96116e+21
233 308.820 60.1674 3.43735e+21 2.76051e+21 1.96186e+21
234 308.820 60.1679 2.81830e+21 2.25413e+21 2.41333e+21
235 308.828 60.1743 0.00000 6.67443e+20 2.03043e+20
236 308.829 60.1747 0.00000 6.01598e+20 2.03000e+20
237 308.795 60.1481 5.64393e+21 7.20998e+21 2.51451e+21
238 308.796 60.1485 9.47472e+21 7.06073e+21 2.36363e+21
239 308.796 60.1489 1.30117e+22 6.84630e+21 2.14220e+21
240 308.797 60.1494 1.27698e+22 6.84630e+21 1.91306e+21
241 308.797 60.1498 8.85117e+21 6.06320e+21 1.83603e+21
242 308.798 60.1502 5.93207e+21 5.45442e+21 1.84533e+21
243 308.798 60.1507 3.21999e+21 4.28579e+21 2.11163e+21
244 308.799 60.1511 2.37287e+21 4.28579e+21 2.06501e+21
245 308.799 60.1515 2.53406e+21 3.25080e+21 2.28582e+21
246 308.800 60.1519 2.32650e+21 2.89746e+21 2.20919e+21
247 308.801 60.1528 0.00000 2.05708e+21 2.29777e+21
248 308.801 60.1532 4.37648e+20 2.05708e+21 2.05085e+21
249 308.819 60.1677 4.43338e+21 2.96985e+21 2.43300e+21
250 308.820 60.1681 3.17704e+21 2.49594e+21 2.53553e+21
251 308.828 60.1745 0.00000 6.19197e+20 3.10665e+20
252 308.795 60.1488 9.27520e+21 6.62092e+21 2.20038e+21
253 308.795 60.1492 1.25265e+22 6.79710e+21 2.10664e+21
254 308.796 60.1496 1.24761e+22 6.41482e+21 1.98698e+21
255 308.796 60.1501 8.09512e+21 5.79070e+21 1.81989e+21
256 308.797 60.1505 5.30852e+21 5.79070e+21 1.73262e+21
257 308.797 60.1509 2.55773e+21 4.78538e+21 1.73633e+21
258 308.798 60.1513 2.26192e+21 4.19389e+21 1.68635e+21
259 308.798 60.1518 2.42008e+21 3.38308e+21 1.90657e+21
260 308.799 60.1522 2.48443e+21 3.38308e+21 2.05722e+21
261 308.800 60.1530 1.76530e+21 2.48568e+21 2.00467e+21
262 308.800 60.1535 1.31318e+21 1.85057e+21 1.71368e+21
263 308.801 60.1539 1.27934e+21 1.62746e+21 1.43987e+21
264 308.818 60.1680 4.68607e+21 2.74772e+21 3.11715e+21
265 308.819 60.1684 3.85980e+21 2.62719e+21 2.90802e+21
266 308.819 60.1688 3.14231e+21 2.29057e+21 2.38661e+21
267 308.794 60.1490 5.90666e+21 6.48559e+21 2.10892e+21
268 308.794 60.1495 8.36977e+21 6.20735e+21 2.01467e+21
269 308.795 60.1499 9.15457e+21 6.41482e+21 2.07445e+21
270 308.795 60.1503 6.16743e+21 5.91698e+21 2.00727e+21
271 308.798 60.1525 2.09778e+21 3.51673e+21 1.72098e+21
272 308.798 60.1529 2.19418e+21 2.88836e+21 1.63003e+21
273 308.799 60.1533 1.90249e+21 2.88836e+21 1.84713e+21
274 308.799 60.1537 1.73054e+21 2.21078e+21 1.79297e+21
275 308.800 60.1542 1.31696e+21 1.88787e+21 1.60034e+21
276 308.801 60.1546 1.11314e+21 1.37041e+21 1.30178e+21
277 308.817 60.1682 3.67203e+21 3.06712e+21 3.79609e+21
278 308.818 60.1687 3.37418e+21 2.95314e+21 3.50450e+21
279 308.818 60.1691 2.76811e+21 2.48328e+21 2.68669e+21
280 308.793 60.1497 6.26996e+21 5.66782e+21 1.85245e+21
281 308.794 60.1502 6.16026e+21 5.77572e+21 1.86601e+21
282 308.794 60.1506 4.15588e+21 5.23487e+21 1.88468e+21
283 308.797 60.1523 1.13652e+21 3.80081e+21 1.39499e+21
284 308.797 60.1527 1.16879e+21 3.51673e+21 1.48145e+21
285 308.798 60.1531 1.68346e+21 3.22700e+21 1.40794e+21
286 308.798 60.1536 1.80918e+21 2.56914e+21 1.62261e+21
287 308.799 60.1540 1.65390e+21 2.22400e+21 1.74281e+21
288 308.799 60.1544 1.45757e+21 1.88787e+21 1.86223e+21
289 308.800 60.1548 1.23791e+21 1.60635e+21 1.57778e+21
290 308.816 60.1681 3.60634e+21 3.29946e+21 3.78158e+21
291 308.816 60.1685 3.03750e+21 3.25896e+21 3.76970e+21
292 308.817 60.1689 2.24299e+21 2.85847e+21 3.38144e+21
293 308.818 60.1693 2.45376e+21 2.85847e+21 2.82373e+21
294 308.819 60.1706 1.21081e+21 1.88900e+21 1.71434e+21
295 308.796 60.1526 1.31877e+21 3.93360e+21 1.23474e+21
296 308.796 60.1530 1.26558e+21 3.48450e+21 1.25419e+21
297 308.797 60.1534 1.27453e+21 3.15312e+21 1.32278e+21
298 308.797 60.1538 1.67062e+21 2.89348e+21 1.59769e+21
299 308.798 60.1543 1.46826e+21 2.54391e+21 1.88916e+21
300 308.798 60.1547 8.28215e+20 1.90753e+21 2.24638e+21
301 308.815 60.1683 3.12650e+21 3.44611e+21 3.52682e+21
302 308.816 60.1688 2.69470e+21 3.50506e+21 3.38870e+21
303 308.816 60.1692 1.69037e+21 3.22713e+21 3.05184e+21
304 308.796 60.1537 1.28022e+21 3.15312e+21 1.33490e+21
305 308.796 60.1541 1.30167e+21 2.80359e+21 1.49554e+21
306 308.814 60.1682 2.77191e+21 3.44589e+21 2.95540e+21
307 308.814 60.1686 2.81487e+21 3.62606e+21 3.43083e+21
308 308.815 60.1690 2.36643e+21 3.54722e+21 3.31171e+21
309 308.813 60.1689 2.69724e+21 3.86670e+21 3.18634e+21
310 308.797 60.1563 7.91508e+20 1.94826e+21 1.79103e+21
311 308.793 60.1540 2.04637e+21 3.59880e+21 1.14330e+21
312 308.793 60.1544 1.55898e+21 3.59880e+21 9.37387e+20
313 308.794 60.1549 1.59015e+21 3.18306e+21 1.20662e+21
314 308.794 60.1553 1.08526e+21 2.90733e+21 1.42315e+21
315 308.795 60.1557 1.16401e+21 2.47480e+21 1.88650e+21
316 308.795 60.1562 1.37639e+21 2.17233e+21 1.92244e+21
317 308.796 60.1566 1.33116e+21 1.94826e+21 1.82130e+21
318 308.792 60.1543 2.60872e+21 3.80673e+21 1.31489e+21
319 308.793 60.1547 2.54296e+21 3.44385e+21 1.06679e+21
320 308.793 60.1551 2.28097e+21 3.22775e+21 1.21932e+21
321 308.793 60.1556 1.70325e+21 2.90169e+21 1.58665e+21
322 308.794 60.1560 1.75313e+21 2.67948e+21 1.93948e+21
323 308.795 60.1564 1.44641e+21 2.39633e+21 1.90548e+21
324 308.795 60.1568 1.32273e+21 1.78089e+21 1.67511e+21
325 308.811 60.1696 3.56370e+21 4.24759e+21 2.78060e+21
326 308.790 60.1537 1.37677e+21 3.72456e+21 1.38383e+21
327 308.791 60.1545 2.48870e+21 3.91947e+21 1.47757e+21
328 308.792 60.1550 2.53415e+21 3.70855e+21 1.46890e+21
329 308.792 60.1554 2.55997e+21 3.55448e+21 1.58687e+21
330 308.793 60.1558 2.17211e+21 2.90169e+21 1.58687e+21
331 308.793 60.1563 1.68650e+21 2.63103e+21 1.87032e+21
332 308.794 60.1567 9.34051e+20 2.00967e+21 1.56236e+21
333 308.794 60.1571 1.08907e+21 2.00967e+21 1.21472e+21
334 308.810 60.1695 3.62041e+21 4.16975e+21 2.37482e+21
335 308.810 60.1703 6.80569e+21 4.42134e+21 3.10365e+21
336 308.811 60.1707 7.64039e+21 4.31797e+21 3.31103e+21
337 308.789 60.1540 1.46849e+21 3.90005e+21 1.51012e+21
338 308.791 60.1552 2.52124e+21 3.85050e+21 1.71907e+21
339 308.791 60.1557 2.78804e+21 3.23338e+21 1.75760e+21
340 308.792 60.1561 2.48369e+21 3.23338e+21 1.97442e+21
341 308.792 60.1565 1.94441e+21 2.98021e+21 1.90268e+21
342 308.793 60.1569 1.17144e+21 2.27211e+21 1.50819e+21
343 308.809 60.1702 4.64541e+21 4.00030e+21 2.95241e+21
344 308.810 60.1706 7.54168e+21 4.35578e+21 3.10398e+21
345 308.810 60.1710 8.60722e+21 4.35578e+21 3.29184e+21
346 308.811 60.1714 6.55749e+21 4.02869e+21 3.36309e+21
347 308.818 60.1774 0.00000 4.84678e+20 1.55768e+21
348 308.819 60.1778 0.00000 4.23966e+20 1.50477e+21
349 308.809 60.1708 5.40064e+21 4.12466e+21 2.83262e+21
350 308.809 60.1713 7.18621e+21 4.17235e+21 2.81475e+21
351 308.810 60.1717 6.61521e+21 3.85496e+21 3.16447e+21
352 308.818 60.1781 0.00000 3.79659e+20 1.22341e+21
353 308.790 60.1566 5.33788e+21 3.72284e+21 2.50332e+21
354 308.809 60.1720 5.50568e+21 3.85076e+21 2.58914e+21
355 308.789 60.1564 6.44573e+21 4.00039e+21 2.44505e+21
356 308.789 60.1569 6.19952e+21 3.34411e+21 2.72702e+21
357 308.787 60.1563 4.88695e+21 4.11699e+21 2.20671e+21
358 308.788 60.1567 6.24733e+21 3.83392e+21 2.43756e+21
359 308.788 60.1571 6.09666e+21 3.64096e+21 2.42556e+21
360 308.786 60.1565 3.84758e+21 4.09207e+21 2.11177e+21
361 308.787 60.1570 4.07575e+21 3.83392e+21 2.11265e+21
362 308.788 60.1574 4.18587e+21 3.40588e+21 2.15147e+21
363 308.789 60.1582 2.36983e+21 2.78870e+21 2.03582e+21
364 308.786 60.1572 3.24502e+21 3.84185e+21 1.80436e+21
365 308.787 60.1581 2.21753e+21 2.92283e+21 1.67228e+21
366 308.788 60.1585 1.84115e+21 2.44724e+21 1.41756e+21
367 308.788 60.1589 7.19354e+20 1.99210e+21 1.49334e+21
368 308.786 60.1583 2.33628e+21 2.92978e+21 1.33400e+21
369 308.787 60.1588 1.26240e+21 2.44724e+21 8.62184e+20
370 308.787 60.1592 7.21937e+20 2.04988e+21 1.15547e+21
371 308.785 60.1582 2.43858e+21 2.79591e+21 1.11207e+21
372 308.785 60.1586 2.56559e+21 2.36755e+21 8.86461e+20
373 308.786 60.1590 8.69805e+20 2.09195e+21 7.12746e+20
374 308.784 60.1584 2.32209e+21 2.20123e+21 9.68805e+20
375 308.785 60.1589 1.69147e+21 2.03712e+21 7.90333e+20
376 308.785 60.1593 1.02175e+21 2.03712e+21 7.59719e+20
377 308.811 60.1806 0.00000 2.56314e+20 7.28967e+20
378 308.783 60.1587 2.04015e+21 2.04695e+21 9.95591e+20
379 308.787 60.1621 4.25684e+20 2.01027e+21 1.56462e+21
380 308.788 60.1625 7.04340e+20 1.79654e+21 1.40193e+21
381 308.802 60.1736 4.16300e+21 3.86026e+21 1.95647e+21
382 308.802 60.1740 5.37651e+21 3.89676e+21 1.89806e+21
383 308.803 60.1745 6.28949e+21 3.66679e+21 1.85322e+21
384 308.782 60.1590 1.74385e+21 1.80241e+21 1.15386e+21
385 308.786 60.1619 0.00000 2.05858e+21 1.00565e+21
386 308.787 60.1624 4.60352e+20 2.00296e+21 1.53137e+21
387 308.787 60.1628 8.47713e+20 1.82454e+21 1.71827e+21
388 308.788 60.1632 7.58724e+20 1.82454e+21 1.75648e+21
389 308.800 60.1730 2.01700e+21 3.66322e+21 2.19015e+21
390 308.800 60.1735 3.54617e+21 4.08687e+21 2.15929e+21
391 308.801 60.1739 4.92410e+21 4.19288e+21 1.91226e+21
392 308.801 60.1743 6.36550e+21 4.19288e+21 1.75230e+21
393 308.802 60.1747 6.05752e+21 3.69714e+21 1.61528e+21
394 308.781 60.1592 8.22747e+20 1.80001e+21 1.21483e+21
395 308.782 60.1596 8.41569e+20 1.78650e+21 1.52200e+21
396 308.785 60.1618 0.00000 1.85020e+21 7.08630e+20
397 308.786 60.1626 0.00000 2.00296e+21 1.32205e+21
398 308.786 60.1631 7.48207e+20 1.66824e+21 1.72941e+21
399 308.787 60.1635 9.91933e+20 1.73053e+21 1.67910e+21
400 308.799 60.1733 3.49700e+21 3.70138e+21 2.04628e+21
401 308.800 60.1741 5.21136e+21 4.36424e+21 2.02400e+21
402 308.800 60.1746 5.77140e+21 4.04718e+21 1.56231e+21
403 308.801 60.1750 5.70244e+21 3.68559e+21 1.29495e+21
404 308.802 60.1754 4.38601e+21 3.55001e+21 1.26550e+21
405 308.800 60.1748 5.62692e+21 4.31142e+21 1.75782e+21
406 308.800 60.1753 4.35952e+21 4.00118e+21 1.28368e+21
