ID,RA,Dec,LHa,E_LHa,LPab,E_Pab,AHa,E_AHa,Ha/24um,Ha/70um,Ha/8um,Ha/12um,xcenter,ycenter,3.6um_aperture_average,Sigma_star,LBol
1598,202.4605,47.1995,2.1535000000000003e+37,1.1222e+36,6.7055e+36,1.9071e+36,2.609,0.5633,0.008676,0.00095064,0.0037957999999999998,0.0079207,620.9888474460432,699.4698274453438,4.602450289130847,1610.8576011957966,2.974447513812155e+39
1599,202.4605,47.2,1.0027000000000001e+37,5.2978e+35,4.2757e+36,1.2812e+36,3.1057,0.6048,0.006921200000000001,0.00069107,0.0039463,0.006854300000000001,620.9917096468965,704.8698031603565,3.650431541810624,1277.6510396337185,1.3849447513812156e+39
1600,202.4605,47.2006,4.3449e+36,2.4429e+35,2.6066000000000003e+36,9.1461e+35,3.6449,0.7507,0.006824899999999999,0.00066499,0.004388899999999999,0.007239100000000001,620.9951442878747,711.3497740433972,2.9879765142230927,1045.7917799780826,6.001243093922652e+38
1601,202.4605,47.2022,6.986300000000001e+36,3.7542e+35,1.3084e+36,4.9827e+35,1.8058,0.6508,0.024398,0.0032455999999999995,0.010465,0.019322,621.0043033307485,728.629696542484,2.2110477610520802,773.866716368228,9.649585635359117e+38
1602,202.4605,47.2028,5.863600000000001e+36,3.1930000000000003e+35,1.2749e+36,3.8402e+35,2.0417,0.6896,0.031642,0.004337,0.0097471,0.019674,621.0077379717901,735.1096675376783,2.033296015828883,711.6536055401091,8.098895027624311e+38
1603,202.4605,47.2117,2.0686000000000001e+37,1.0787000000000001e+36,2.0277000000000002e+36,3.7377e+35,0.7831,0.3093,0.018081,0.0038074,0.0068456,0.017013,621.0586851503606,831.2292420500171,2.1716824145238562,760.0888450833497,2.857182320441989e+39
1604,202.4605,47.2122,3.2973000000000003e+37,1.7137e+36,2.5965000000000002e+36,5.9025e+35,0.4372,0.3868,0.02645,0.0046173,0.009813200000000001,0.024298,621.0615473515749,836.6292184617622,2.2972401977237245,804.0340692033036,4.554281767955802e+39
1605,202.4605,47.2128,2.9559e+37,1.5372e+36,3.0720000000000004e+36,3.9675e+35,0.8755,0.2025,0.027436000000000002,0.0041727,0.008576299999999999,0.023994,621.0649819930627,843.1091902074478,2.1411086526994665,749.3880284448132,4.0827348066298345e+39
1606,202.4605,47.2133,1.1421e+37,6.0178e+35,1.5901e+36,2.3644e+35,1.3375,0.262,0.017428,0.0024623,0.0063352,0.01415,621.0678441943362,848.5091667062003,1.519871451689582,531.9550080913536,1.577486187845304e+39
1607,202.4605,47.2289,3.0762e+37,1.5997e+36,4.6291000000000004e+36,2.8991e+35,1.4603,0.0556,0.024628,0.0060757,0.0053418,0.023769,621.1571448866459,1016.9884581230522,1.8347604439887808,642.1661553960732,4.24889502762431e+39
1608,202.4605,47.2295,4.8781e+37,2.532e+36,8.761200000000001e+36,8.5224e+35,1.7397,0.1197,0.035358,0.0072765,0.007417,0.033115,621.1605795292585,1023.4684320021187,1.9079537459053808,667.7838110668832,6.737707182320442e+39
1609,202.4605,47.23,2.1603e+37,1.1265e+36,3.5226e+36,2.1576e+35,1.587,0.0728,0.017995,0.0034100000000000003,0.0053568999999999995,0.016432,621.1634417314807,1028.8684103088679,1.2667173955194768,443.3510884318169,2.983839779005525e+39
1610,202.4605,47.2306,1.2885e+37,6.7739e+35,2.1477000000000002e+36,1.4824e+35,1.6218,0.0833,0.013399000000000001,0.0025895,0.0044195,0.012209999999999999,621.166876374167,1035.3483843670542,1.2546606844689911,439.1312395641469,1.779696132596685e+39
1611,202.4605,47.2322,6.115900000000001e+37,3.1733e+36,4.6733e+36,4.5029e+35,0.3897,0.1173,0.085213,0.017485,0.014072,0.057670000000000006,621.1760354216524,1052.628315680712,1.4966708894509435,523.8348113078303,8.447375690607736e+39
1612,202.4605,47.2328,3.8317e+37,1.9907e+36,3.4951000000000005e+36,2.0402e+35,0.6695,0.057999999999999996,0.063854,0.011674,0.010254000000000001,0.038817000000000004,621.1794700645607,1059.1082901116197,1.197664783742218,419.1826743097763,5.292403314917127e+39
1613,202.4605,47.2333,2.1303e+37,1.1111e+36,2.1485000000000003e+36,1.4655e+35,0.8281,0.0886,0.044169,0.007578100000000001,0.0091586,0.025831,621.1823322670148,1064.508268884132,0.912108697669438,319.2380441843033,2.942403314917127e+39
1614,202.4596,47.1561,1.6121e+37,8.4328e+35,2.3363e+36,2.2157e+35,1.4008,0.1497,0.026208999999999996,0.004599100000000001,0.0035308999999999996,0.015125,627.3500114970923,230.74844910699403,1.5203847418299892,532.1346596404962,2.226657458563536e+39
1615,202.4596,47.1567,1.343e+37,7.0482e+35,1.6153000000000002e+36,1.9677e+35,1.1063,0.2235,0.022169,0.0032621000000000004,0.0036883000000000003,0.012551999999999999,627.3533714686818,237.22842179362863,1.2601218824374183,441.0426588530964,1.854972375690608e+39
1616,202.4597,47.1622,4.5167e+37,2.3446000000000002e+36,3.3038e+36,5.2744e+35,0.3207,0.264,0.049520999999999996,0.0080077,0.0086662,0.032464,626.6498552095436,296.62854935407626,2.034885314810988,712.2098601838458,6.23853591160221e+39
1617,202.4597,47.1628,4.1998000000000003e+37,2.1805e+36,4.0810000000000004e+36,3.6016e+35,0.7694,0.1193,0.044493,0.006353899999999999,0.006814799999999999,0.027527,626.6532234774777,303.10852133633387,2.1391781133242325,748.7123396634813,5.800828729281768e+39
1618,202.4597,47.1633,3.127e+37,1.6256e+36,4.0648e+36,3.9714e+35,1.229,0.1483,0.036246,0.0048215,0.0058284999999999995,0.022054,626.6560303673854,308.5084979415813,2.12519485019701,743.8181975689536,4.319060773480663e+39
1619,202.4597,47.1639,1.4721e+37,7.7122e+35,3.5429000000000004e+36,5.8135e+35,2.202,0.2564,0.022815000000000002,0.0029814,0.0042635,0.014022999999999999,626.6593986352381,314.9884698133912,2.1710509812308034,759.8678434307812,2.0332872928176798e+39
1620,202.4597,47.1778,1.1764e+37,6.1927e+35,8.2155e+35,2.5358e+35,0.2476,0.7198,0.038181,0.0070295,0.010478,0.022752,626.7374301669306,465.1078048105512,1.3406865361987184,469.24028766955144,1.6248618784530387e+39
1621,202.4597,47.1783,1.9440000000000002e+37,1.0143e+36,1.2262e+36,6.6438e+35,0.0868,1.0726,0.048204000000000004,0.0078616,0.01063,0.027807,626.7402370563452,470.50778053062965,1.7432059855170998,610.122094930985,2.685082872928177e+39
1622,202.4597,47.1789,1.8607000000000002e+37,9.714e+35,1.8402e+36,5.8178e+35,0.7972,0.5646,0.043939,0.0065826999999999995,0.008885200000000001,0.024233,626.7436053236274,476.9877513725386,1.7708348122060409,619.7921842721144,2.5700276243093925e+39
1623,202.4597,47.1795,1.3174000000000002e+37,6.917000000000001e+35,1.5451e+36,5.4317e+35,1.0665,0.7551,0.034113,0.0049511,0.007491800000000001,0.017979,626.7469735909928,483.46772219183464,1.7372970642067622,608.0539724723668,1.8196132596685085e+39
1624,202.4597,47.18,1.2215000000000002e+37,6.4243e+35,1.1877000000000001e+36,5.0183e+35,0.7703,1.1208,0.033303,0.004834300000000001,0.0066387,0.016854,626.749780480383,488.8676978582725,1.6767041328739027,586.846446505866,1.687154696132597e+39
1625,202.4597,47.1806,1.8847000000000002e+37,9.8375e+35,1.7636000000000002e+36,3.7401e+35,0.7099,0.3812,0.047387,0.006790100000000001,0.007385200000000001,0.023136,626.753148747716,495.34766863941945,1.8053103095885863,631.8586083560052,2.6031767955801108e+39
1626,202.4597,47.1811,2.3005e+37,1.1984000000000001e+36,2.8027e+36,5.1601e+35,1.1266,0.2697,0.05965499999999999,0.0082241,0.008922,0.028461,626.7559556371973,500.7476442761045,1.9944845048415032,698.0695766945261,3.177486187845304e+39
1627,202.4597,47.1817,1.1171e+37,5.8892e+35,2.0265e+36,4.8700000000000006e+35,1.7555,0.3936,0.039956,0.005384399999999999,0.0070863,0.019455,626.7593239043891,507.22761502426835,1.7948827384425723,628.2089584549003,1.5429558011049726e+39
1628,202.4597,47.1867,9.729100000000001e+36,5.1511e+35,1.8216e+36,5.3691e+35,1.8054,0.6736,0.014939,0.0025539,0.0049497,0.012093000000000001,626.7873927980422,561.22737076803,2.1823694777401825,763.8293172090639,1.3437983425414366e+39
1629,202.4597,47.1872,1.6571000000000001e+37,8.6641e+35,1.8028e+36,6.0153e+35,0.9478,0.8125,0.017477,0.0032482,0.007183800000000001,0.015832,626.7901996874144,566.6273463125563,2.246241317124312,786.1844609935092,2.2888121546961328e+39
1630,202.4597,47.1878,2.5545e+37,1.3296e+36,2.5894000000000002e+36,6.3748e+35,0.8361,0.4824,0.020036,0.0042149,0.0079616,0.019694,626.7935679545911,573.1073169634244,2.3821451082062803,833.7507878721981,3.528314917127072e+39
1631,202.4597,47.1883,4.3827e+37,2.2751e+36,5.668700000000001e+36,6.5363e+35,1.2212,0.18100000000000002,0.026088,0.0060829,0.008400200000000002,0.026591000000000004,626.7963748439935,578.5072925043809,2.822424649614637,987.848627365123,6.053453038674034e+39
1632,202.4597,47.1889,3.994e+37,2.0739e+36,7.6458e+36,8.1219e+35,1.8405,0.1413,0.020673,0.0050698,0.007239699999999999,0.021255,626.7997431111727,584.9872631533325,2.9982422168815943,1049.384775908558,5.516574585635359e+39
1633,202.4597,47.1895,1.9105e+37,9.9699e+35,4.2072e+36,5.2449e+35,2.0619,0.2313,0.01028,0.0025325,0.0043747,0.010476000000000001,626.8031113782409,591.4672338031511,2.785876331087064,975.0567158804724,2.6388121546961326e+39
1634,202.4597,47.19,1.9709e+37,1.0281000000000001e+36,4.5126000000000003e+36,5.8345e+35,2.1232,0.2238,0.0093602,0.0022491,0.0037010999999999997,0.009445299999999998,626.8059182677138,596.8672093464811,3.2307890816704736,1130.7761785846658,2.7222375690607737e+39
1635,202.4597,47.1906,1.8693000000000002e+37,9.7577e+35,5.5569e+36,7.6405e+35,2.5358,0.2485,0.008175199999999999,0.0018909000000000003,0.0030418000000000003,0.0082369,626.8092865348999,603.3471800017824,3.555047234567134,1244.2665320984968,2.5819060773480665e+39
1636,202.4597,47.1911,1.5453e+37,8.0888e+35,6.069e+36,8.2761e+35,2.9756,0.2542,0.0066494,0.0014753,0.0026456,0.0066946,626.812093424387,608.7471555516721,3.6104851011112986,1263.6697853889546,2.1343922651933702e+39
1637,202.4597,47.1917,1.1941e+37,6.2824e+35,5.7816e+36,7.0747e+35,3.3064,0.2144,0.0053568,0.0011244999999999998,0.0021046,0.0053554,626.8154616914753,615.2271262171741,3.6455632971199807,1275.9471539919932,1.6493093922651934e+39
1638,202.4597,47.1922,1.7328000000000002e+37,9.0532e+35,6.641900000000001e+36,7.9917e+35,2.9373,0.2101,0.006529000000000001,0.0012671,0.0022248000000000003,0.0064075,626.8182685809539,620.6271017776866,4.357378925000189,1525.0826237500662,2.3933701657458566e+39
1639,202.4597,47.1928,2.6033e+37,1.3548000000000002e+36,9.3824e+36,1.3305000000000002e+36,2.84,0.2183,0.0086455,0.0015399,0.002791,0.0082303,626.821636848065,627.1070724581851,5.157576113288567,1805.1516396509983,3.595718232044199e+39
1640,202.4597,47.1933,2.4892e+37,1.2958000000000001e+36,8.422400000000001e+36,1.2407000000000001e+36,2.7403,0.2532,0.008506,0.0014126,0.0027759,0.0077696,626.8244437375033,632.5070480331296,4.640667145613222,1624.2335009646276,3.438121546961326e+39
1641,202.4597,47.1939,2.3609e+37,1.2294e+36,6.907900000000001e+36,1.1478000000000001e+36,2.5107,0.32,0.008455299999999999,0.0013311,0.0027457,0.007351699999999999,626.8278120046293,638.9870187334128,4.4045332684571035,1541.5866439599863,3.260911602209945e+39
1642,202.4597,47.1956,2.8556e+37,1.4852000000000002e+36,5.5709e+36,1.6148e+36,1.8704,0.6555,0.011066,0.0015813,0.0034213,0.008735099999999999,626.8373554287211,657.346935792312,4.641952430374255,1624.6833506309893,3.944198895027624e+39
1643,202.4597,47.1961,3.1857000000000002e+37,1.6559e+36,6.503500000000001e+36,1.7279000000000002e+36,1.9421,0.5158,0.012195000000000001,0.001791,0.0038435,0.009784000000000001,626.8401623179923,662.7469114219223,4.8866080255881705,1710.3128089558597,4.400138121546962e+39
1644,202.4597,47.1967,2.9635e+37,1.5408e+36,7.633700000000001e+36,1.7788e+36,2.3094,0.4053,0.011348,0.0017157,0.0033534999999999997,0.0092085,626.8435305852897,669.2268821944008,5.126680911060848,1794.3383188712967,4.0932320441988955e+39
1645,202.4597,47.1972,2.5247e+37,1.3140000000000001e+36,7.7656e+36,1.6211e+36,2.5897,0.4016,0.00974,0.0014429,0.0025795,0.0079782,626.8463374747872,674.6268578529298,5.183150739460486,1814.1027588111701,3.487154696132597e+39
1646,202.4597,47.1978,3.2591e+37,1.6934e+36,9.994e+36,1.6096000000000002e+36,2.5848,0.2618,0.011451000000000001,0.0015703,0.0028936,0.0094113,626.8497057421117,681.1068286620928,5.743733011553391,2010.306554043687,4.501519337016575e+39
1647,202.4597,47.1995,1.2449000000000001e+37,6.5423e+35,3.6780000000000004e+36,1.2935e+36,2.526,0.6735,0.0078238,0.00077729,0.0053055,0.0076568,626.8592491661486,699.4667460788635,3.4277113384111884,1199.6989684439159,1.7194751381215472e+39
1648,202.4597,47.2,5.7942e+36,3.1573e+35,2.6456e+36,9.4665e+35,3.2137,0.7255,0.0071101,0.0006633,0.0051427,0.007487100000000001,626.8620560555303,704.8667218279172,2.9805431095853887,1043.190088354886,8.00303867403315e+38
1649,202.4597,47.2028,5.5574e+36,3.0402e+35,1.2131e+36,2.9352e+35,2.0479,0.447,0.036844,0.0054636,0.0086228,0.020094,626.8777746366771,735.1065863967682,1.9924117449954464,697.3441107484063,7.67596685082873e+38
1650,202.4597,47.2106,8.0045e+36,4.2732e+35,1.8198e+36,2.2593e+35,2.1121,0.1753,0.010906,0.0040689,0.0037692,0.010676,626.9215621149959,819.3462134698766,1.8503253172096548,647.6138610233792,1.1055939226519337e+39
1651,202.4597,47.2117,1.5819e+37,8.2769e+35,1.2567e+36,3.2508e+35,0.4512,0.4128,0.013393,0.0033937,0.0064337000000000005,0.014532,626.9277372725048,831.2261615176833,1.8877072872771337,660.6975505469968,2.1849447513812157e+39
1652,202.4597,47.2122,2.3351e+37,1.2163e+36,1.7873e+36,3.4729e+35,0.3924,0.2915,0.018825,0.0038829999999999997,0.0086968,0.019371,626.9305441624093,836.6261379639516,1.816308585154978,635.7080048042424,3.225276243093923e+39
1653,202.4597,47.2128,1.7463000000000001e+37,9.1248e+35,2.0178e+36,2.6018e+35,1.043,0.1904,0.017999,0.0031094,0.0069281,0.016783000000000003,626.9339124301603,843.1061097504205,1.5991505671202175,559.7026984920761,2.4120165745856355e+39
1654,202.4597,47.2133,8.3783e+36,4.4636e+35,1.2729000000000001e+36,1.8228e+35,1.4754,0.2646,0.014663999999999998,0.0022364,0.005825199999999999,0.012036,626.9367193200341,848.5060862833083,1.3357556828373751,467.5144889930813,1.1572237569060774e+39
1655,202.4597,47.2289,2.4263000000000003e+37,1.2638000000000001e+36,1.7751e+36,1.747e+35,0.321,0.1996,0.022932,0.005275,0.006038399999999999,0.022459,627.0242942965994,1016.9853787668596,1.3645336738919636,477.58678586218724,3.3512430939226527e+39
1656,202.4597,47.2295,3.9079e+37,2.03e+36,4.0209000000000003e+36,2.4412e+35,0.8597,0.0585,0.0328,0.0061256999999999995,0.0079597,0.031467,627.0276625655027,1023.4653526868608,1.586134297226474,555.1470040292659,5.3976519337016577e+39
1657,202.4597,47.23,1.8813000000000002e+37,9.826e+35,2.2016e+36,1.6781e+35,1.063,0.1062,0.018053,0.0030291999999999997,0.0063352,0.016966,627.030469456355,1028.8653310280934,1.1529092805608403,403.5182481962941,2.5984806629834257e+39
1658,202.4597,47.2328,4.3823000000000005e+37,2.2756000000000002e+36,3.6212e+36,3.0283e+35,0.5133,0.0961,0.073869,0.011489,0.010902,0.044679,627.0461880455101,1059.1052110222774,1.363101367870835,477.08547875479223,6.052900552486188e+39
1659,202.4597,47.2333,3.3091000000000004e+37,1.7203000000000001e+36,2.8862000000000004e+36,1.9016e+35,0.5987,0.0665,0.066067,0.0095075,0.011914,0.038008,627.0489949365335,1064.5051898288966,1.0309838950395718,360.84436326385014,4.5705801104972383e+39
1660,202.4588,47.1556,1.7430000000000001e+37,9.1079e+35,1.9965e+36,1.8690000000000002e+35,1.0292,0.1254,0.034702,0.006661399999999999,0.005181100000000001,0.020817,633.2224696291772,225.34545510608442,1.277675789792293,447.18652642730257,2.407458563535912e+39
1661,202.4588,47.1561,1.7057000000000001e+37,8.9152e+35,2.1803000000000003e+36,2.4797e+35,1.2026,0.1674,0.030516,0.0049173,0.0051832,0.018229,633.2252142940794,230.7454324378554,1.2204635385675189,427.1622384986316,2.355939226519337e+39
1662,202.4588,47.1633,1.9605000000000002e+37,1.0229e+36,1.254e+36,1.8977e+35,0.1087,0.2982,0.029008999999999997,0.0036008000000000004,0.0079697,0.020003,633.2647374663695,308.505100512307,1.1342840779265453,396.99942727429084,2.707872928176796e+39
1663,202.4588,47.1639,1.0758e+37,5.6777e+35,1.0179e+36,2.0943e+35,0.7272,0.4152,0.021200999999999998,0.0025721,0.0061589,0.014551,633.2680310637575,314.9850724304517,1.1026135544064584,385.91474404226045,1.485911602209945e+39
1664,202.4588,47.1778,1.0209000000000001e+37,5.3965e+35,7.868e+35,2.3464e+35,0.4033,0.6127,0.038823,0.007612699999999999,0.0090261,0.021725,633.3443327317857,465.10440849443086,1.3214037743565574,462.4913210247951,1.410082872928177e+39
1665,202.4588,47.1789,2.1926000000000003e+37,1.1427e+36,1.6498e+36,4.1635e+35,0.3654,0.4003,0.054874,0.008306000000000001,0.0094869,0.029396,633.3503709928219,476.9843551408417,1.6529565602371572,578.5347960830051,3.0284530386740334e+39
1666,202.4588,47.1795,1.2765e+37,6.706000000000001e+35,1.5667000000000002e+36,3.893e+35,1.1384,0.401,0.036789999999999996,0.005181100000000001,0.007616500000000001,0.019436000000000002,633.353664589799,483.4643260061948,1.601069167157908,560.3742085052678,1.763121546961326e+39
1667,202.4588,47.1806,1.1201e+37,5.9038e+35,7.0931e+35,2.9191e+35,0.09300000000000001,1.2915,0.036524,0.0047655,0.0073967,0.018806,633.3597028509338,495.3442725381361,1.4255536944284508,498.9437930499578,1.547099447513812e+39
1668,202.4588,47.1811,1.4956e+37,7.833e+35,8.9487e+35,3.3630000000000005e+35,0.0033,1.0299,0.047742,0.0059218000000000005,0.0095811,0.024048,633.3624475149328,500.7442482133994,1.389628882477869,486.3701088672542,2.0657458563535912e+39
1669,202.4589,47.1878,1.4758000000000002e+37,7.7307e+35,1.563e+36,5.0069e+35,0.9053,0.7668,0.014315999999999999,0.0028823,0.006037699999999999,0.014731999999999999,632.665264004022,573.1042949391176,2.162610789090975,756.9137761818413,2.038397790055249e+39
1670,202.4589,47.1883,4.0929e+37,2.1251e+36,3.9158e+36,5.6522e+35,0.7448,0.2616,0.025058,0.0053181999999999995,0.008424700000000002,0.026132,632.6680155820152,578.5042705141814,2.695702071036425,943.4957248627487,5.65317679558011e+39
1671,202.4589,47.1889,4.7238e+37,2.4516e+36,5.7744e+36,6.4279e+35,1.1319,0.1788,0.023447,0.0049935000000000005,0.0079173,0.024197,632.6713174755422,584.9842412040688,2.9964150726248904,1048.7452754187116,6.524585635359116e+39
1672,202.4589,47.1895,3.3676e+37,1.7498e+36,5.2158000000000003e+36,5.5854e+35,1.5058,0.1772,0.015068999999999999,0.0031276999999999998,0.0051340000000000005,0.015165999999999999,632.6746193691473,591.4642118948532,3.0831791923387413,1079.1127173185594,4.651381215469614e+39
1673,202.4589,47.19,4.1084e+37,2.1331000000000002e+36,7.3487e+36,6.2351e+35,1.7333,0.1302,0.015497,0.003087,0.0045332,0.015233000000000002,632.6773709471064,596.8641874722688,3.5533703553875853,1243.6796243856547,5.674585635359117e+39
1674,202.4589,47.1906,3.4327e+37,1.7836000000000002e+36,8.7742e+36,7.816e+35,2.2972,0.1388,0.011981,0.0022761999999999995,0.0034133,0.011685,632.6806728406108,603.3441581685066,4.2996176883199455,1504.866190911981,4.741298342541437e+39
1675,202.4589,47.1911,2.3702e+37,1.2344e+36,8.51e+36,1.0315000000000001e+36,2.8339999999999996,0.1893,0.0082877,0.0014988,0.0026187,0.0080851,632.6834244187495,608.7441337525457,4.404342302443163,1541.519805855107,3.273756906077348e+39
1676,202.4589,47.1917,1.8236000000000001e+37,9.5215e+35,7.6147e+36,9.0892e+35,3.0725,0.2041,0.006538500000000001,0.0011157,0.0021674,0.006409899999999999,632.686726312157,615.224104458987,3.995725881108093,1398.5040583878326,2.5187845303867406e+39
1677,202.4589,47.1922,1.6857000000000001e+37,8.8113e+35,6.868400000000001e+36,8.9168e+35,3.0338,0.2373,0.0060994,0.00097322,0.0021886999999999996,0.006002899999999999,632.6894778901255,620.6240800535293,3.843782525320344,1345.3238838621205,2.328314917127072e+39
1678,202.4589,47.1928,1.6283000000000002e+37,8.5157e+35,5.952e+36,8.569e+35,2.8623,0.2815,0.0060566000000000005,0.00091049,0.0023873,0.0058999,632.6927797837657,627.1040507750887,3.7907197485769726,1326.7519120019404,2.249033149171271e+39
