,ID,RA,Dec,LHa,E_LHa,LPab,E_Pab,AHa,E_AHa,Ha/24um,Ha/70um,Ha/8um,Ha/12um,xcenter,ycenter,3.6um_aperture_average,Dist_to_center,H_old,L_Bol,F_Bol,Sigma_star,Sigma_g,Momentum,tau,Mass_new,Sigma_new,Mass_old,Mass_g,Mass_tot,E_dot_Wind,L_Edd,F_Edd,tau_RP,v_inf,R_UV,velocity_no_aging,distance_no_aging,time_no_aging,velocity_aging,distance_aging,time_aging
107,108,202.5144,47.165,1.6463e+37,8.6099e+35,1.7819e+36,2.4063e+35,0.9397,0.2468,0.029838,0.01177,0.012204,0.033633,225.01597954524925,327.2178075022277,0.7239111493667822,10508.242713166,4.4422516455931894e+21,1.0100143799292803e+39,0.020649236860640893,0.05288796876409303,0.00391677112584016,1.0088597801969277,0.6071559945684901,3.658603609946868e+35,7.479831378863974e-06,5.862597744116344e+36,1.874950874819101e+38,1.9372354558702114e+38,954920.386838353,1.890588433133313e+40,0.2273441106863522,1.9830704815578415,0.0,8.241531064263318e+19,0.0,0.0,0.0,0.0,0.0,0.0
108,109,202.5145,47.205,2.5584e+37,1.3317e+36,1.9457e+36,1.3910000000000001e+35,0.3823,0.1038,0.036571,0.011941,0.0076983,0.026844,224.80936009154567,759.2165638871006,1.340264737320848,5773.450228690855,2.440666767909586e+21,1.5695928989923288e+39,0.032089538713638864,0.09790699973484895,0.0015934677039573194,0.7295783289918121,0.24701046794033601,5.6855806813388e+35,1.162388422504136e-05,1.975338917761189e+37,7.627899536483371e+37,9.66009426105795e+37,1483975.167154979,5.303618019083908e+39,0.11202769684341479,0.8067764659993218,0.0,5.25672714906863e+19,0.0,0.0,0.0,0.0,0.0,0.0
109,110,202.5145,47.2055,2.9265e+37,1.5219e+36,2.5829000000000002e+36,1.6791e+35,0.6174,0.0865,0.038262,0.0093739,0.0081305,0.027051,224.8159558117502,764.6165373610212,1.3853084502705382,5726.827021771782,2.420957286190098e+21,1.7954243350926556e+39,0.036706549032779916,0.10119720068364436,0.002573389904324481,0.8873270792451499,0.3989125370294624,6.5036162695192305e+35,1.3296316910797193e-05,2.0583429579325498e+37,1.231876843794097e+38,1.4442147558568713e+38,1697488.0107407155,1.0528605865163818e+40,0.18832803788874147,1.302913392906046,0.0,6.68030973354252e+19,0.0,0.0,0.0,0.0,0.0,0.0
110,111,202.5145,47.2061,1.6536e+37,8.646599999999999e+35,1.7555e+36,1.4061999999999999e+35,0.9091,0.1321,0.025393,0.0049656,0.0062214,0.017865,224.82387067591716,771.0965055666379,1.267112868439943,5671.606118217839,2.39761321655072e+21,1.0144929712999198e+39,0.0207407994124739,0.09256268344920512,0.0037892270197949236,1.0008181170200634,0.5873848192638229,3.674826537938492e+35,7.5129983405755125e-06,1.9010484195988024e+37,1.8138957542812014e+38,2.0076754227790202e+38,959154.6812099254,1.9107609085623965e+40,0.29406079292378196,1.9184945991106033,0.0,8.106233610943545e+19,0.0,0.0,0.0,0.0,0.0,0.0
111,112,202.5136,47.1616,3.7217e+37,1.9333000000000002e+36,3.3099000000000004e+36,3.1343999999999997e+35,0.6294,0.1566,0.0454,0.0079224,0.012044,0.03987,230.8457681009006,290.4908475273559,1.1725463286994104,10913.381426782673,4.6135198743905934e+21,2.2832840416587517e+39,0.04668059577491783,0.08566494898575892,0.002623407200812809,0.8924916948277155,0.40666593910972404,8.270804261154868e+35,1.6909244027648698e-05,9.143387602400092e+36,1.2558200283187635e+38,1.3555247086039192e+38,2158736.077079693,1.0015787058672937e+40,0.13988405326995199,1.3282372683755512,0.0,6.74491771414471e+19,0.0,0.0,0.0,0.0,0.0,0.0
112,113,202.5136,47.1622,1.7223e+37,9.0017e+35,1.8379000000000002e+36,1.9878999999999998e+35,0.9173,0.2065,0.021886,0.004117,0.010985,0.023155,230.853608295705,296.970816592363,0.7287030956180227,10833.110513736763,4.579586170601596e+21,1.0566408106373077e+39,0.02160249082492973,0.053238213654604544,0.003823405505728614,1.0059187561639942,0.5926829773520017,3.827499846572005e+35,7.825131254216985e-06,5.724447877925289e+36,1.830256930373057e+38,1.891328908998882e+38,999003.4515286979,1.8070563971855228e+40,0.21730267258200817,1.9357992473480985,0.0,8.142710289503098e+19,0.0,0.0,0.0,0.0,0.0,0.0
113,114,202.5136,47.1639,1.6016e+37,8.3799e+35,1.11e+36,2.1399999999999997e+35,0.2355,0.3903,0.018984,0.0082851,0.015389,0.034216,230.87582218039813,315.3307286095514,0.6609281861156668,10606.282628199611,4.4836970124142466e+21,9.825906766049538e+38,0.020088573015855225,0.048286561596731725,0.000981589443583439,0.5617280773898123,0.15216051582513507,3.559265954984452e+35,7.276740531123453e-06,5.303058153766902e+36,4.698849962965822e+37,5.264748437892357e+37,928992.5843165317,2.312612737086266e+39,0.03631725046581569,0.49698105608904086,0.0,4.125805421667194e+19,0.0,0.0,0.0,0.0,0.0,0.0
114,115,202.5136,47.1644,1.7911999999999998e+37,9.356399999999999e+35,1.6942e+36,2.4971e+35,0.7267,0.2492,0.02029,0.0099263,0.016183,0.032526,230.88235567576905,320.73070264183286,0.728305341588216,10539.745180719614,4.45556899009599e+21,1.0989113511081376e+39,0.022466690800449475,0.05320901782733649,0.0030289641131723364,0.9379960574644552,0.4695331076438457,3.980617618986108e+35,8.138172851740964e-06,5.880556616332815e+36,1.4499593495062688e+38,1.5127455332885831e+38,1038968.2299124447,1.2279402332642328e+40,0.15318030484092302,1.5335716919741231,0.0,7.247544099243839e+19,0.0,0.0,0.0,0.0,0.0,0.0
115,116,202.5136,47.165,2.3847999999999997e+37,1.242e+36,2.5369000000000003e+36,4.3460999999999996e+35,0.9124,0.2792,0.025686,0.012344,0.015854,0.035148,230.8901958700094,327.2106714280139,0.9655121042212502,10460.010003370175,4.421861763068543e+21,1.463088315164519e+39,0.02991210597415805,0.0705389760541397,0.0038029817763292136,1.0037005533006793,0.5895170048358949,5.299786119784541e+35,1.083514661502448e-05,7.855256223830827e+36,1.8204801300254847e+38,1.9043324783835777e+38,1383280.1667570332,1.8137552961697174e+40,0.22850824100705147,1.9254586648647172,0.0,8.120932950387158e+19,0.0,0.0,0.0,0.0,0.0,0.0
116,117,202.5136,47.1655,2.2e+37,1.1466000000000001e+36,2.5271e+36,3.6116e+35,1.0337,0.2231,0.02474,0.010998,0.011366,0.029148,230.896729365416,332.61064537421913,0.850638175605973,10393.65735971558,4.393811864668806e+21,1.3497124678639476e+39,0.02759419370309784,0.06214640728446785,0.004308573281665397,1.0346575537284999,0.6678909775305398,4.889101586517105e+35,9.995522707587161e-06,6.964836655373451e+36,2.062505820262323e+38,2.1370432884025745e+38,1276088.7147205106,2.236997502742497e+40,0.27171804742931444,2.1814408394022995,0.0,8.64391613527256e+19,0.0,0.0,0.0,0.0,0.0,0.0
117,118,202.5136,47.1661,1.3538e+37,7.1048e+35,1.3739999999999998e+36,1.7892e+35,0.8379,0.2605,0.018305,0.0073762,0.0082661,0.01947,230.90456955962756,339.090614059633,0.6688337423572599,10314.148642092961,4.3602003711642305e+21,8.305639722700964e+38,0.016980463379660842,0.0488639983680831,0.00349245772729751,0.9756726391824634,0.5413813002542704,3.0085753308303892e+35,6.150881200696135e-06,5.518472963147458e+36,1.671832859434846e+38,1.730026164397151e+38,785258.5918130124,1.5566758363789116e+40,0.1885211109050324,1.7682396046582054,0.0,7.782325325400574e+19,0.0,0.0,0.0,0.0,0.0,0.0
118,119,202.5137,47.2044,1.7129e+37,8.952099999999999e+35,1.4771e+36,1.3821e+35,0.5808,0.1412,0.029649,0.010997,0.0068699,0.021359,230.67130301146324,752.7294552835206,1.1923456641095151,5742.419489482183,2.4275488417180843e+21,1.0508738573655253e+39,0.021484588360925583,0.0871012876258955,0.00242083715003508,0.8713831693179672,0.3752646606846643,3.8066100488841584e+35,7.782423111739112e-06,1.7668226760145466e+37,1.1588501309938638e+38,1.3393390086442027e+38,993551.072474892,9.35332953731155e+39,0.1621283072710243,1.2256755727240547,0.0,6.479277644211305e+19,0.0,0.0,0.0,0.0,0.0,0.0
119,120,202.5137,47.205,2.0000999999999999e+37,1.0433000000000001e+36,3.1112000000000003e+36,3.0358e+35,1.5126,0.121,0.028643,0.0082549,0.0066947,0.020698,230.67915150192172,759.2094234640585,1.2961238439593925,5684.890661718539,2.4032291208306046e+21,1.2270726849884915e+39,0.02508688492071181,0.09468201045406406,0.006304680222353758,1.1130021067169837,0.9773163322169822,4.444860037814937e+35,9.087293167020492e-06,1.9400309525123627e+37,3.0180384093342263e+38,3.2164863646232774e+38,1160138.6537784059,4.579955370840317e+40,0.6226289215443233,3.192074502931139,0.0,1.04562349816398e+20,0.0,0.0,0.0,0.0,0.0,0.0
120,121,202.5137,47.2055,1.156e+37,6.0881e+35,1.3571e+36,1.5203999999999999e+35,1.068,0.2286,0.018413,0.00405,0.0053833,0.013105,230.6856919106039,764.6093969776964,1.1275327651226832,5637.535102313743,2.3832100446219466e+21,7.092125512957833e+38,0.014499494509445954,0.08236618174035099,0.004451539387461202,1.0409280499114781,0.6900527851432878,2.5690006518244422e+35,5.252192840895799e-06,1.7018566616311213e+37,2.1309434226953285e+38,2.303698089510265e+38,670526.615553141,2.476468869995762e+40,0.35420607897091966,2.253824916785969,0.0,8.786156057815925e+19,0.0,0.0,0.0,0.0,0.0,0.0
121,122,202.5128,47.1616,1.4005e+37,7.3444e+35,1.0263e+36,1.9205999999999998e+35,0.3236,0.3521,0.01867,0.0038899,0.013928,0.020944,236.72036055677157,290.48377133087564,0.6566459015814606,10868.194835921475,4.594417707349818e+21,8.592146869288448e+38,0.01756621285508569,0.047973811619983306,0.0013487997619685812,0.6707422614490587,0.20908340943105608,3.11235762359873e+35,6.363058887261736e-06,5.141740024534057e+36,6.456678760151763e+37,7.001976338841156e+37,812346.4749845796,3.5394332537583557e+39,0.05053966617135953,0.6829005084943253,0.0,4.836347999357989e+19,0.0,0.0,0.0,0.0,0.0,0.0
122,123,202.5128,47.1622,1.1582e+37,6.1008999999999996e+35,1.0153e+36,2.0829e+35,0.6066,0.4154,0.013314,0.0033445,0.015415,0.019344,236.72813437773223,296.9637404431645,0.5936904616582572,10787.587692711437,4.5603418657133555e+21,7.105622637636472e+38,0.014527088703149052,0.043374328576328086,0.002528374337484986,0.8820305203246345,0.3919344751572269,2.573889753410959e+35,5.262188363603386e-06,4.683513001256699e+36,1.2103279777218973e+38,1.2597369974878752e+38,671802.7042678614,9.07732360472059e+39,0.11243343676054483,1.2801219049834913,0.0,6.621623591310125e+19,0.0,0.0,0.0,0.0,0.0,0.0
123,124,202.5128,47.1639,1.519e+37,7.953899999999999e+35,1.3092000000000001e+36,2.6958e+35,0.58,0.4218,0.011776,0.0066763,0.01483,0.023958,236.75016020365496,315.32365259467656,0.6617260171935696,10559.782006005336,4.464039352127735e+21,9.319151084933347e+38,0.0190525364704571,0.048344829893220906,0.002417502663602525,0.8703856664745383,0.3747477672126469,3.3757024135997646e+35,6.90145408764768e-06,5.332837961872349e+36,1.1572539186922194e+38,1.2139580007245426e+38,881081.2534820251,8.475757753995232e+39,0.10796917380187214,1.2239873143594213,0.0,6.474813794116017e+19,0.0,0.0,0.0,0.0,0.0,0.0
124,125,202.5128,47.1644,1.8757999999999998e+37,9.7931e+35,1.6213e+36,2.3005e+35,0.5843,0.2688,0.013779,0.0078524,0.014962,0.024208,236.756638387475,320.7236266663852,0.6827756497682503,10492.949694895498,4.435786679239385e+21,1.1508139305541784e+39,0.02352781297648678,0.04988265781788297,0.0024354255281775097,0.8738428162918427,0.37752606962474067,4.16862579817672e+35,8.522546134041816e-06,5.537519883704388e+36,1.1658335598135586e+38,1.2253773844487793e+38,1088039.641396697,8.584804712822182e+39,0.10992243831369157,1.2330617030693274,0.0,6.4987709377115914e+19,0.0,0.0,0.0,0.0,0.0,0.0
125,126,202.5128,47.165,2.7949999999999997e+37,1.454e+36,1.864e+36,2.6187999999999998e+35,0.1747,0.2688,0.01995,0.010042,0.01502,0.029,236.76441220827672,327.203595500178,0.7935820973494017,10412.856192981317,4.401927974183609e+21,1.714748339854424e+39,0.03505716881825384,0.05797798242856192,0.0007281684747092433,0.4690298389735225,0.11287661195180933,6.2113813337796844e+35,1.2698857258048232e-05,6.485695156389319e+36,3.4857286137160476e+37,4.1964119426927763e+37,1621212.7080199209,1.6376853134305074e+39,0.03031887050917695,0.36867342037688083,65342.55612854157,3.553527976892288e+19,0.3662492164445035,34.838822016760474,66769592.18124272,0.0036765612465358066,20.002228955096143,1836817.697187493
126,127,202.5128,47.1655,4.1406999999999997e+37,2.15e+36,2.9987e+36,3.0710999999999998e+35,0.305,0.1908,0.030592,0.012842,0.012409,0.03656,236.7708903920393,332.6035694857094,0.9140758033085902,10346.201145167972,4.3737502375326526e+21,2.5403429162201124e+39,0.051936035393826005,0.06678103925376036,0.0012712729524116727,0.6520820141159366,0.19706563620665052,9.20195588149608e+35,1.88129367615028e-05,7.518575411068342e+36,6.085559400019429e+37,6.929436499941224e+37,2401772.9732014625,3.395887509948838e+39,0.054702832163432046,0.6436485015165921,0.0,4.6952984865062355e+19,0.0,0.0,0.0,0.0,0.0,0.0
127,128,202.5128,47.1661,3.24e+37,1.6841e+36,3.8695000000000004e+36,3.9609e+35,1.0952,0.1849,0.028054,0.0099055,0.0096013,0.029493,236.7786642126934,339.0835382186374,1.0488144495974967,10266.324904087798,4.3399833772623213e+21,1.9877583617632682e+39,0.04063872163547136,0.07662478779795741,0.0045649119261680785,1.0464177164066666,0.7076271631918808,7.200313245597918e+35,1.4720678896628364e-05,8.693958934934567e+36,2.185214640951239e+38,2.2793545435461826e+38,1879330.6525883882,2.49949288451252e+40,0.3108436488713789,2.311225701183514,0.0,8.897336254775424e+19,0.0,0.0,0.0,0.0,0.0,0.0
128,129,202.5128,47.1666,1.3902999999999998e+37,7.2922e+35,1.6751e+36,2.3733e+35,1.109,0.2755,0.017037,0.0053133,0.0089632,0.016432,236.7851423964244,344.48351212205057,0.6872552143293702,10199.854794461102,4.311883821329721e+21,8.529569291232937e+38,0.017438276138825873,0.05020978702752455,0.004622431817129655,1.049363851895335,0.7165435755841816,3.089689970788514e+35,6.316716009253832e-06,5.734000074916242e+36,2.2127493031546057e+38,2.2731789938745567e+38,806430.0636708754,2.5170678159460017e+40,0.29605871280906093,2.3403481579734446,0.0,8.953215946811479e+19,0.0,0.0,0.0,0.0,0.0,0.0
129,130,202.5128,47.1705,1.4726e+37,7.715e+35,1.1566000000000001e+36,1.4609e+35,0.4333,0.1718,0.090104,0.014322,0.010381,0.036392,236.8356722283268,386.60330739668944,0.6517267302315769,9684.502424724857,4.0940239017398507e+21,9.034484455347495e+38,0.018470549839628123,0.04761386528755018,0.001806041214032714,0.7727962061183424,0.27996242678144806,3.2725868165023124e+35,6.690639426905841e-06,5.726897772625861e+36,8.645484878781701e+37,9.250900524209311e+37,854167.3824079199,5.4345958100709034e+39,0.07433042561824506,0.9144029367447192,0.0,5.5963856073778495e+19,0.0,0.0,0.0,0.0,0.0,0.0
130,131,202.5128,47.205,1.5940999999999998e+37,8.3398e+35,1.9939999999999999e+36,1.7347e+35,1.1683,0.1471,0.024234,0.0063298,0.0053226,0.017053,237.28266685442884,759.2014623740442,1.3237994467137804,5586.484615183873,2.3616289756791e+21,9.77989384100872e+38,0.0199945019009583,0.09670315004618425,0.00486960062394281,1.0621727426597236,0.7548583041974746,3.5425985632122345e+35,7.2426648855294055e-06,2.016347208438143e+37,2.3310685400139997e+38,2.5362458594210263e+38,924642.2818799843,2.9228429463957477e+40,0.4266367773689516,2.4654903092519165,0.0,9.18947022307742e+19,0.0,0.0,0.0,0.0,0.0,0.0
131,132,202.5128,47.2055,1.8649999999999998e+37,9.7362e+35,2.0745000000000002e+36,1.9578e+35,0.9829,0.1704,0.026331,0.0054014,0.0063694,0.018599,237.28914503787507,764.6014359321211,1.3136598828776072,5538.287691138037,2.3412542212126005e+21,1.1441880693483009e+39,0.02339235057103521,0.09596217154792802,0.004096833393198141,1.020790479292715,0.6350682420574321,4.144624754024727e+35,8.473477204386389e-06,2.0183099422325622e+37,1.9611463391079006e+38,2.1671219580851815e+38,1081775.2058880692,2.186308600969499e+40,0.3346899648629316,2.0742364332480605,0.0,8.428842796463219e+19,0.0,0.0,0.0,0.0,0.0,0.0
132,133,202.5119,47.1622,1.2735e+37,6.691799999999999e+35,8.3334e+35,1.9370000000000003e+35,0.1448,0.4895,0.011504,0.0043226,0.011744,0.018316,243.3369762366206,296.9558516695337,0.6292314782774253,10737.653425912904,4.5392326674475647e+21,7.812994671930622e+38,0.01597327530949777,0.045970893927097294,0.0006035420442924925,0.4116885726341544,0.09355771843515737,2.8301231229225144e+35,5.786044621869203e-06,4.986971321935278e+36,2.889144265976438e+37,3.4161426293991907e+37,738681.3537257134,1.2589170833961222e+39,0.02274496360293805,0.30557476399869693,0.0,3.2351734322202e+19,0.0,0.0,0.0,0.0,0.0,0.0
133,134,202.5119,47.1628,1.2972e+37,6.8137e+35,9.7051e+35,2.164e+35,0.3563,0.4609,0.0091267,0.0043287,0.011548,0.015897,243.3446753870702,303.43582077281366,0.6413750453479767,10656.774637215218,4.505041990472077e+21,7.958395515059604e+38,0.016270540032572053,0.04685805531293294,0.0014850968948992753,0.7060496870725835,0.2302114300997691,2.8827920809227223e+35,5.893723661946394e-06,5.1217901810003065e+36,7.109130538448928e+37,7.650137477358186e+37,752428.3094252029,4.044920759767963e+39,0.056388766804499224,0.7519080691487272,0.0,5.074826484222045e+19,0.0,0.0,0.0,0.0,0.0,0.0
134,135,202.5119,47.1633,1.8928e+37,9.8803e+35,1.601e+36,2.4055999999999998e+35,0.5502,0.2939,0.010581,0.0057556,0.011187,0.017888,243.3510913458072,308.8357949789723,0.760851559903109,10589.454008313458,4.476582886254155e+21,1.1612435268967635e+39,0.02374104083691981,0.05558682614709627,0.002293293043989844,0.8499716347424023,0.35549348537999714,4.2064052195270795e+35,8.59978426405499e-06,6.114509350384956e+36,1.0977950104559642e+38,1.1631465091793408e+38,1097900.3269195373,7.888759810445027e+39,0.10404950995388938,1.1610996902768167,0.0,6.306284790805912e+19,0.0,0.0,0.0,0.0,0.0,0.0
135,136,202.5119,47.1639,2.3033e+37,1.1999e+36,2.6221e+36,3.1821e+35,1.0195,0.2114,0.01166,0.0064523,0.011024,0.018925,243.3587904962301,315.31576397174297,0.8956717458277541,10508.765335729691,4.442472578912579e+21,1.413087603286832e+39,0.028889866525611478,0.065436565778864,0.004249386147487542,1.0288494275659297,0.6587161184022301,5.1186671291931125e+35,1.0464857932902504e-05,7.253241016016787e+36,2.034173051908134e+38,2.111824129197495e+38,1336006.8802798872,2.1925389142444065e+40,0.26832660866099006,2.1514742534300515,0.0,8.584339825098749e+19,0.0,0.0,0.0,0.0,0.0,0.0
136,137,202.5119,47.1644,2.4113999999999997e+37,1.2558e+36,2.3987e+36,3.1484999999999997e+35,0.8064,0.2186,0.012235,0.0062938,0.011567,0.018593,243.36520645481016,320.7157380878693,0.935459550647172,10441.60649357595,4.4140818683801895e+21,1.4794075659123284e+39,0.03024574486165914,0.06834336640134298,0.003361162324015649,0.970059693050519,0.5210286197935835,5.358899802603338e+35,1.0956001571398034e-05,7.624166097434153e+36,1.6089820000575963e+38,1.690582560834541e+38,1398709.2393986539,1.472461634568407e+40,0.1884681058524844,1.7017644315507539,0.0,7.634639695477165e+19,0.0,0.0,0.0,0.0,0.0,0.0
137,138,202.512,47.1655,1.1207e+38,5.8079e+36,7.5073e+36,5.5824999999999995e+35,0.1818,0.0987,0.061845,0.021973,0.018576,0.07463,242.64505143253223,332.59655374355253,1.560375647976527,10299.842883906178,4.3541527588677353e+21,6.875558012432391e+39,0.1405673312866443,0.1139987080056734,0.0007577620417981708,0.4806102291281324,0.11746404151596414,2.4905527945498725e+36,5.0918101356331507e-05,1.2892366221015373e+37,3.627392455486991e+37,5.165684357043516e+37,6500511.920851256,2.0473139170939532e+39,0.048047219060248836,0.3836567133630048,513234.19213708286,3.6250184886398345e+19,3.9438272221562003,99.16677195664589,31594700.55053052,1.136531548834602,27.90680055609905,12110726.7105946
138,139,202.512,47.1661,8.4369e+37,4.3739e+36,1.1557999999999998e+37,1.1423000000000001e+36,1.3119,0.1228,0.056242,0.016263,0.013771,0.060816,242.6527588793656,339.0765225236915,1.9012385718565092,10219.604313923852,4.3202327277765767e+21,5.1760859636915175e+39,0.10582247856984824,0.1389015327513264,0.0054681409385864705,1.088866655972187,0.847640682424606,1.87494823524028e+36,3.83323752416555e-05,1.5832017504063252e+37,2.6175886481591774e+38,2.794658305552213e+38,4893742.21692067,3.527734295256039e+40,0.47279046146602877,2.7685326857036636,0.0,9.7378628268177e+19,0.0,0.0,0.0,0.0,0.0,0.0
139,140,202.512,47.1666,2.034e+37,1.0609e+36,2.884e+36,2.6961999999999998e+35,1.3663,0.1745,0.019753,0.0049825,0.0087096,0.019841,242.65918175163324,344.4764964664721,0.7787096823932237,10152.828331305951,4.292003867179475e+21,1.2478705271069406e+39,0.02551208636004591,0.05689127983125073,0.005694886016000224,1.0952506267769895,0.8827894385217921,4.5201966486253596e+35,9.241315085105585e-06,6.527125527976083e+36,2.7261310846709992e+38,2.795922536599385e+38,1179802.0207915993,3.654349220954045e+40,0.4262373389621289,2.8833342544987537,0.0,9.937710035536832e+19,0.0,0.0,0.0,0.0,0.0,0.0
140,141,202.512,47.205,2.6662e+37,1.3873000000000002e+36,1.7809e+36,1.9412e+35,0.1773,0.2138,0.038113,0.0091734,0.0070286,0.025632,243.15245829346665,759.1944497481436,1.5365662122939223,5500.154148072922,2.3251336576648e+21,1.6357288099176622e+39,0.03344165420509066,0.11224509170269359,0.0007390055556150478,0.47598049288965405,0.11455651573586602,5.925146659078138e+35,1.211366483771313e-05,2.37714570392143e+37,3.537605513519492e+37,5.974002684031704e+37,1546503.514176284,2.331551415332447e+39,0.0728001174163207,0.3741602600619403,0.0,3.579873284075229e+19,0.0,0.0,0.0,0.0,0.0,0.0
141,142,202.512,47.2055,4.5972e+37,2.3862e+36,4.9969e+36,5.3348e+35,0.9464,0.1351,0.059191,0.01142,0.01042,0.040494,243.1588811653511,764.5944233457612,1.8556375490514647,5451.193983586417,2.304436251143518e+21,2.820408253301882e+39,0.05766183058721881,0.13555259981305723,0.00394469744971281,1.0088912116619042,0.6114849773966362,1.021644446069838e+36,2.0887007723327137e-05,2.896539923268582e+37,1.888319152845373e+38,2.1881895896329296e+38,2666561.381505969,2.1506323720989681e+40,0.37328649407000153,1.9972096453616486,0.0,8.270859670100263e+19,0.0,0.0,0.0,0.0,0.0,0.0
142,143,202.512,47.2061,1.6058999999999999e+37,8.4012e+35,2.5848000000000003e+36,2.4331e+35,1.5664,0.1441,0.026706,0.0043804,0.0069484,0.019006,243.16658861186187,771.0743916996083,1.2864844912115465,5393.151589710725,2.2798994254585337e+21,9.852287509739605e+38,0.02014250712172946,0.09397613276831265,0.006528924434943096,1.1194484071659165,1.0120774182101553,3.5688219262671895e+35,7.296277234597372e-06,2.029729884191519e+37,3.125383686619815e+38,3.3319254969652344e+38,931486.7577134852,4.884794153555031e+40,0.6656108456338675,3.305609877952754,0.0,1.0640563399840881e+20,0.0,0.0,0.0,0.0,0.0,0.0
143,144,202.512,47.2122,1.0566999999999999e+37,5.5797e+35,7.7281e+35,1.3070000000000001e+35,0.3204,0.3274,0.033342,0.0071674,0.0043403,0.015477,243.2449476527892,836.9540725788574,1.3642769383176678,4853.123619722917,2.0516081493787565e+21,6.4829143854174236e+38,0.013253992948210674,0.09965448753623414,0.0013354618162383606,0.6656046910799848,0.20701583554298633,2.3483243847602837e+35,4.801031293230614e-06,2.3918768225162586e+37,6.392830268085985e+37,8.808190334449848e+37,612928.611293256,4.442460417851151e+39,0.10940079675219785,0.6761474750357906,0.0,4.812375866626446e+19,0.0,0.0,0.0,0.0,0.0,0.0
144,145,202.512,47.2128,2.2077999999999997e+37,1.1505000000000001e+36,1.8199e+36,1.6924999999999998e+35,0.5094,0.1208,0.050535,0.010775,0.0059592,0.023321,243.2526550999108,843.4340414789954,1.6736386349519343,4805.593353608047,2.0315152177033474e+21,1.3544978120681922e+39,0.027692027662590633,0.12225146207172949,0.002123234235929528,0.8239197630737598,0.3291319183071075,4.90643567396021e+35,1.0030961379004968e-05,2.9632640190879717e+37,1.0163881830720975e+38,1.317621020654855e+38,1280613.0292545194,8.535373101854924e+39,0.18939400325103994,1.0749985136804987,0.0,6.067960664455675e+19,0.0,0.0,0.0,0.0,0.0,0.0
145,146,202.512,47.2133,1.5943e+37,8.3413e+35,1.3405000000000002e+36,1.3458e+35,0.5407,0.1448,0.036345,0.0074143,0.0054528,0.017762,243.2590779723913,848.8340156065522,1.4313072253526269,4766.845180768769,2.0151348257332084e+21,9.781120852343144e+38,0.01999701046402222,0.1045498940289768,0.0022536960176032504,0.8461060237624602,0.3493553753997899,3.543043026992828e+35,7.243573569411915e-06,2.5547938037253007e+37,1.0788399893739362e+38,1.337862412773459e+38,924758.2899449592,8.957807797485258e+39,0.18289456629462558,1.1410516221967912,0.0,6.251604156968152e+19,0.0,0.0,0.0,0.0,0.0,0.0
146,147,202.512,47.2166,8.841700000000001e+36,4.6991e+35,1.0789e+36,1.6283e+35,1.1292,0.2501,0.021662,0.0036255,0.0025446,0.0098884,243.30146893253743,884.4738459096118,1.7549014991037577,4532.159855045482,1.9159240154342954e+21,5.424433057778485e+38,0.011089981021121827,0.12818365708415705,0.0047066275995516745,1.0537828329938925,0.7295951357526221,1.964907704432195e+35,4.017155141985155e-06,3.2945093351985067e+37,2.2530536637711277e+38,2.5844695049954107e+38,512854.2540429245,2.9016735854859894e+40,0.49624769375306255,2.3829766816804456,0.0,9.034387645454911e+19,0.0,0.0,0.0,0.0,0.0,0.0
147,148,202.512,47.2172,1.2815999999999999e+37,6.7326e+35,2.0689999999999998e+36,1.8022999999999998e+35,1.5713,0.1109,0.026401,0.004341,0.0027723,0.011917,243.30917638021916,890.9538152648836,1.9873726613167784,4493.691515046535,1.899661919922412e+21,7.862688630974704e+38,0.016074872113586446,0.1451634519347254,0.006549348164342495,1.1200246975984074,1.015243390726262,2.8481239060365096e+35,5.8228463191107745e-06,3.7628537217421554e+37,3.135160486967387e+38,3.514293983047639e+38,743379.6803571846,5.165628884756918e+40,0.8283960174533301,3.3159504604361345,0.0,1.0657193267466302e+20,0.0,0.0,0.0,0.0,0.0,0.0
148,149,202.512,47.2183,9.1437e+36,4.8531e+35,9.927299999999999e+35,1.2271e+35,0.9446,0.1777,0.022394,0.0034059,0.0033029,0.010819,243.3233067009274,902.8337592607188,1.343211396467338,4426.7746644812605,1.8713735088478316e+21,5.609711769276171e+38,0.01146877404377344,0.09811125990482818,0.00393719485523956,1.0087927544626116,0.6103219670845969,2.0320217353016567e+35,4.15436640824385e-06,2.58163441139975e+37,1.8847276751666732e+38,2.1449231380419496e+38,530371.4718540878,2.1043396969423245e+40,0.3520685861191847,1.9934110640412224,0.0,8.262990569842919e+19,0.0,0.0,0.0,0.0,0.0,0.0
149,150,202.5111,47.1622,1.7418999999999998e+37,9.1023e+35,1.4874000000000002e+36,1.8946e+35,0.5653,0.2393,0.012172,0.0057059,0.0068611,0.017971,249.21150234829705,296.948903332028,0.8849129721000505,10694.41896134889,4.520955741742833e+21,1.0686655217146408e+39,0.02184833000519369,0.06465065170222639,0.0023562314754043234,0.862037976156481,0.36524984966432633,3.8710572970700654e+35,7.914182274702761e-06,7.041724299710381e+36,1.127923517649503e+38,1.2022118179436768e+38,1010372.2418962077,8.260225466335694e+39,0.11153994975910259,1.1929655669092771,0.0,6.3922356844994265e+19,0.0,0.0,0.0,0.0,0.0,0.0
