ID,RA,Dec,LHa,E_LHa,LPab,E_Pab,AHa,E_AHa,Ha/24um,Ha/70um,Ha/8um,Ha/12um,xcenter,ycenter,3.6um_aperture_average,LBol,Sigma_star,Sigma_g,Momentum,tau,Mass_new,Mass_g,Mass_old,L_Edd
257,202.5038,47.195,2.3637000000000003e+37,1.2311e+36,2.559e+36,5.816000000000001e+35,0.9401,0.4165,0.022982,0.0036095,0.004863,0.013636,303.2007028455804,651.1265624244163,2.2795562142897303,3.264779005524862e+39,0.16654932903165995,,0.9592982420586772,0.4377706671588225,1.182610118494386e+36,1.8306437726409026e+37,8.304879839573367e+35,3.25797140287214e+39
258,202.5039,47.2133,2.4476e+37,1.2743e+36,2.1736e+36,2.7273e+35,0.6272,0.2248,0.011237,0.003525800000000001,0.009731299999999998,0.018247,302.6814207028691,848.7664064179918,1.6157967700810585,3.3806629834254146e+39,0.11805362211362422,,0.8414279075159531,0.29206442127647425,1.2245870990510046e+36,1.2213379153285542e+37,5.886671246172832e+35,1.7106283461030022e+39
259,202.5039,47.2139,2.485e+37,1.2937e+36,2.1134e+36,2.6993e+35,0.5587,0.2659,0.009358,0.0022316,0.0072229,0.014866,302.68845611637374,855.2463758990398,1.72530144296846,3.43232044198895e+39,0.12605427139829686,,0.8031237884102864,0.2601664415930583,1.2432991261406056e+36,1.0879488094611978e+37,6.285618701164644e+35,1.451327411688252e+39
260,202.5039,47.2144,2.7236e+37,1.4170000000000002e+36,2.2364000000000003e+36,2.6928e+35,0.5034,0.2099,0.009421700000000002,0.001687,0.006261500000000001,0.01467,302.69431896100275,860.6463505124831,1.9464601189653847,3.761878453038674e+39,0.14221260470278824,,0.7716206718811126,0.23441522587783345,1.3626758551133012e+36,9.802638816587919e+36,7.091344051616631e+35,1.2674648018812169e+39
261,202.5039,47.215,3.4803e+37,1.8082e+36,2.9465e+36,4.9609e+35,0.5517,0.2856,0.012206,0.0017909000000000004,0.0072753,0.018332,302.7013543745053,867.1263201051509,2.2009006524892767,4.807044198895028e+39,0.16080258281836002,,0.7958518108883093,0.25690679403416905,1.7412691946507642e+36,1.0743178059419058e+37,8.018321874750185e+35,1.5069097350808973e+39
262,202.5039,47.2155,2.7269e+37,1.4187e+36,2.724e+36,4.556e+35,0.813,0.2745,0.011641,0.0016012,0.0057839,0.015943000000000002,302.7072172192892,872.5262948131901,2.180925644650642,3.7664364640883984e+39,0.15934316535277088,,0.9187068772827393,0.37858478076813373,1.3643269163270894e+36,1.5831436944549025e+37,7.945548920587226e+35,2.6047468253607468e+39
264,202.5039,47.2167,3.0657000000000003e+37,1.5939000000000002e+36,2.3856e+36,3.7544e+35,0.4185,0.2487,0.016725999999999998,0.003268,0.0054533,0.015202,302.72128804682177,885.4862342959436,2.166124148476733,4.234392265193369e+39,0.1582617358881339,,0.7051270355955944,0.194880357627877,1.533835867609358e+36,8.149392818319513e+36,7.891624105572948e+35,1.0169205639083439e+39
265,202.5039,47.2172,6.5798e+37,3.4124e+36,4.9288e+36,4.9011e+35,0.3583,0.1604,0.031931,0.0076806,0.006834399999999999,0.024654,302.72715089157396,890.8862091586708,2.781118946504627,9.088121546961326e+39,0.2031945918218584,,0.6617119433739492,0.16684738862142973,3.2920159316619537e+36,6.977126515660413e+36,1.0132173326323684e+36,9.995185543615654e+38
266,202.5039,47.2178,1.0300000000000001e+38,5.3386e+36,1.1771e+37,1.1046e+36,1.0256,0.1161,0.044906,0.010694,0.0072007999999999985,0.032241000000000006,302.7341863055733,897.3661790562268,4.457829411783097,1.4226519337016575e+40,0.3256987008330515,,0.9835871376002588,0.4775849337709694,5.1533122733393314e+36,1.997136744197968e+37,1.6240765363932898e+36,4.563329678553049e+39
267,202.5039,47.2183,9.0691e+37,4.7011e+36,9.8642e+36,1.272e+36,0.9475,0.1991,0.03778,0.0079068,0.0070197,0.027532,302.740049150579,902.7661540237624,4.186930080563299,1.2526381215469616e+40,0.30590620720339085,,0.9595592532527234,0.4412165802925053,4.537466440596285e+36,1.845053690647011e+37,1.5253824844415072e+36,3.960260943409559e+39
268,202.5039,47.2189,6.332800000000001e+37,3.2845e+36,5.7621e+36,6.8737e+35,0.6655,0.1927,0.027467,0.005121100000000001,0.0073069,0.021765,302.74708456468164,909.2461240496962,2.670169630069356,8.746961325966851e+39,0.19508839374129328,,0.8589332076741898,0.3098993500629681,3.168436501417798e+36,1.2959189774412512e+37,9.727962745552886e+35,2.1677469764730767e+39
269,202.5039,47.2217,1.6886e+37,8.8274e+35,1.2174e+36,5.492e+35,0.2979,1.5426,0.018682,0.005614399999999999,0.0069321,0.017632,302.7799164980192,939.485985145936,1.880327254142956,2.3323204419889504e+39,0.13738079393450287,,0.6023309693146996,0.13872128682758558,8.448430198796888e+35,5.800965640567225e+36,6.85040877993782e+35,5.932021232248184e+38
270,202.503,47.1933,5.5142e+37,2.8608e+36,3.5287000000000005e+36,5.7762e+35,0.1095,0.3086,0.048265,0.01099,0.007501899999999999,0.030549,309.0518785961283,632.7603152672851,2.6822715274978584,7.616298342541437e+39,0.19597258465709186,,0.3146733023162554,0.0509902010997671,2.7588732560823045e+36,2.1322784076606617e+36,9.77205238166036e+35,3.341056509732841e+38
271,202.503,47.1939,6.0657e+37,3.146200000000001e+36,7.1266e+36,8.5549e+35,1.0693,0.1683,0.048436,0.0085165,0.0069522,0.029938,309.0588393381045,639.2402836077644,3.5116645709976675,8.378038674033149e+39,0.2565698421550649,,0.9967544946794136,0.4979344478171777,3.03480060741693e+36,2.0822331518826894e+37,1.2793697350477302e+36,4.411936811343476e+39
273,202.503,47.2144,9.8476e+36,5.2117e+35,6.9131e+35,2.6926e+35,0.2558,1.1663,0.007501100000000002,0.0013058,0.0055191,0.011732,309.2966647007348,860.6392190393359,1.5728924397439887,1.3601657458563536e+39,0.11491893853556727,,0.5465792754526649,0.11911683508055185,4.926966790576349e+35,4.98115814319267e+36,5.730362177849308e+35,4.630123802721607e+38
274,202.503,47.215,1.6445e+37,8.5992e+35,1.2614e+36,3.8442e+35,0.3958,0.5222,0.010736,0.0015497999999999998,0.0063876,0.015465,309.3036254439363,867.1191886839474,1.7999815340992311,2.271408839779005e+39,0.13151056108831816,,0.6847453724723163,0.18430978625833624,8.227788382045175e+35,7.707358847051049e+36,6.55769323012847e+35,8.68723979368576e+38
275,202.503,47.2155,1.458e+37,7.6395e+35,1.217e+36,3.4378e+35,0.5292,0.595,0.01079,0.0014732,0.0048929,0.013262,309.3094260632727,872.5191634355141,1.7482068252927634,2.013812154696133e+39,0.1277277883896359,,0.7915704440588196,0.24642935545202516,7.2946886354648e+35,1.0305038660584679e+37,6.369067596476093e+35,1.2766352486259523e+39
278,202.503,47.2172,3.6283e+37,1.8849e+36,3.1720000000000004e+36,2.6838e+35,0.6024,0.1411,0.020312,0.0041165,0.0045792,0.015455000000000003,309.329148169487,890.8790779284558,2.276039425177021,5.01146408839779e+39,0.1662923847793551,,0.8238766969710561,0.28051595563926673,1.815316788481271e+36,1.1730452171459203e+37,8.29206747249109e+35,1.719661405331991e+39
279,202.503,47.2178,6.400700000000002e+37,3.3196e+36,6.892100000000001e+36,4.3964e+35,0.9315,0.0637,0.029259,0.0056944,0.0053809,0.02174,309.33610891310707,897.3590478780313,3.2070774252736802,8.840745856353593e+39,0.2343160436156836,,0.9587421701212062,0.4337659573007585,3.202408336695442e+36,1.8138971111743441e+37,1.1684025375704569e+36,3.578206487659739e+39
280,202.503,47.2183,7.0636e+37,3.6628e+36,7.4887e+36,5.5112e+35,0.907,0.0855,0.029175,0.0051126,0.005884899999999999,0.0223,309.34190953269945,902.7590228890638,3.1950213519870707,9.756353591160221e+39,0.2334352007112383,,0.9574786002624333,0.4223571908446463,3.534071512034922e+36,1.766188598856822e+37,1.1640102686123708e+36,3.4654725648868657e+39
281,202.503,47.2189,7.541e+37,3.91e+36,6.8924e+36,5.5381e+35,0.6726,0.1167,0.030348000000000007,0.0048961000000000005,0.007268099999999999,0.024855,309.34887027630765,909.2389929672003,2.8912853818917594,1.0415745856353591e+40,0.21124359091234746,,0.8607243175762209,0.31320556401555577,3.7729250342963004e+36,1.3097447095822478e+37,1.0533531714640216e+36,2.291575393572933e+39
282,202.503,47.22,4.6302e+37,2.4032e+36,3.4324e+36,5.8311e+35,0.3418,0.329,0.023098,0.0038602,0.011107,0.022469,309.36163163982417,921.1189382982898,1.7231376907601097,6.395303867403315e+39,0.12589618296150706,,0.6481578289298262,0.15916393366119086,2.3165889794190068e+36,6.655824289848531e+36,6.277735718512005e+35,8.282931193933377e+38
283,202.5031,47.2217,3.1235e+37,1.6238e+36,2.1955e+36,7.7422e+35,0.2578,0.7437,0.023319,0.0067024,0.0076363,0.019872,308.6478607187029,939.4796428634463,2.3519733968816405,4.314226519337017e+39,0.1718402857079812,,0.5574094050743491,0.12004816295452014,1.5627544549296505e+36,5.020103867533503e+36,8.568710139513415e+35,5.629616846264224e+38
284,202.5031,47.2222,3.793e+37,1.9701e+36,2.7891e+36,5.0327e+35,0.329,0.3224,0.030425,0.008576899999999998,0.0089038,0.024005,308.6536682528143,944.8796182738223,2.042818474090352,5.238950276243094e+39,0.1492527554532088,,0.6283308756191328,0.1532034352677934,1.897719752696707e+36,6.406571654067193e+36,7.442396838047314e+35,7.751730417353573e+38
285,202.5031,47.2228,2.8222e+37,1.468e+36,2.1215e+36,3.7216e+35,0.3639,0.2885,0.026635,0.006671300000000001,0.0092715,0.021534,308.6606372936949,951.3595888396287,1.5888414449755806,3.898066298342541e+39,0.1160842075047608,,0.6657505929006975,0.1694551066685411,1.4120075628949767e+36,7.086174543814748e+36,5.788467598184541e+35,8.117593343942319e+38
286,202.5031,47.2233,1.5916e+37,8.3273e+35,1.0179e+36,2.9627e+35,0.1085,0.6438,0.019339,0.004507,0.010402,0.016868,308.6664448278558,956.7595643730673,1.3145428526198948,2.198342541436464e+39,0.0960433564720949,,0.31578726436505666,0.05052453716278293,7.963118266259105e+35,2.1128055454902442e+36,4.789142889542566e+35,1.9045644264522808e+38
288,202.5031,47.2255,1.4256e+37,7.4727e+35,1.0259e+36,7.4469e+35,0.295,1.2962,0.024575,0.011085,0.016944,0.024312,308.69199797882686,980.5194574115308,1.6166593464907213,1.969060773480663e+39,0.11811664381994028,,0.5944496027526056,0.13737086141033147,7.132584443565582e+35,5.744494340273016e+36,5.889813784790565e+35,5.7214742000811595e+38
289,202.5031,47.2261,1.6362e+37,8.5558e+35,1.0291e+36,5.2413e+35,0.0823,1.5191,0.028676,0.01208,0.017887,0.02613,308.69896702020117,986.9994284419628,1.3535440513241208,2.259944751381216e+39,0.09889286877405112,,0.2610419514171277,0.038324142013797566,8.186261690910501e+35,1.6026165566253193e+36,4.9312320676060444e+35,1.503303575525638e+38
290,202.5022,47.1878,1.5992e+37,8.3665e+35,9.7144e+35,5.8134e+35,0.0272,1.4103,0.018743,0.0090852,0.006936,0.017115000000000002,314.85976615231493,573.3543285918437,1.6573661100001351,2.2088397790055248e+39,0.12109076839166345,,0.09995993426334664,0.012666059085969546,8.001142706334232e+35,5.2966185103534246e+35,6.038116677030907e+35,8.608350033464165e+37
292,202.5022,47.1939,3.03e+37,1.5755e+36,2.7790000000000004e+36,5.3637e+35,0.6781,0.3535,0.029928,0.0042875,0.007214799999999999,0.019555,314.92985889442247,639.2340068397791,2.0971717613282346,4.1850828729281766e+39,0.15322392469368967,,0.8636705673389155,0.31576671566896874,1.5159743872056478e+36,1.320454783775977e+37,7.640416749364605e+35,1.989104886258416e+39
295,202.5022,47.2189,5.1165e+37,2.6549e+36,5.768000000000001e+36,4.0141e+35,1.004,0.0892,0.022266,0.0033127,0.0050076,0.019153,315.2171242626647,909.232718123063,3.2331909818205617,7.066988950276243e+39,0.236223956785032,,0.9780733945626714,0.4675265927321112,2.5598953637418144e+36,1.9550753619098669e+37,1.1779162292243973e+36,3.91127256057014e+39
296,202.5022,47.2194,8.9074e+37,4.6174e+36,1.0098e+37,9.7189e+35,1.0129,0.1209,0.037595,0.0054797,0.0081565,0.033644,315.2228695708306,914.6326932817436,3.725854109287168,1.230303867403315e+40,0.27221899511917924,,0.9837064228871004,0.4716710017712703,4.456564441120656e+36,1.9724062092415376e+37,1.357403273647797e+36,4.3023083619296615e+39
297,202.5022,47.22,5.0266e+37,2.6084e+36,4.5700000000000005e+36,5.6408e+35,0.6643,0.2206,0.023737,0.0036571,0.007653,0.022212,315.2297639410645,921.1126635388704,2.1843601459553357,6.94281767955801e+39,0.15959409747906342,,0.8601250669910097,0.3093405533385871,2.5149164537055808e+36,1.2935822339808017e+37,7.958061496704252e+35,2.052942308384083e+39
298,202.5022,47.2217,6.693400000000002e+37,3.4712e+36,5.0929e+36,6.9819e+35,0.383,0.2396,0.037814,0.0094572,0.0080406,0.029282,315.24929799011414,939.4725796779559,2.927317674448492,9.245027624309392e+39,0.21387618848163625,,0.6780050386323665,0.1783492878649388,3.348852463142668e+36,7.458106211269711e+36,1.0664804572994034e+36,1.0973760151780083e+39
299,202.5022,47.2222,7.0398000000000015e+37,3.6505e+36,6.2985e+36,7.801e+35,0.6389,0.1889,0.042392,0.010346,0.009651,0.031454,315.2550432987652,944.8725551318004,2.752225961498373,9.723480662983426e+39,0.2010836075713504,,0.8442953892332304,0.2975126893391891,3.522163858432449e+36,1.2441211640679424e+37,1.0026910395241156e+36,2.100548519158154e+39
300,202.5022,47.2228,3.0233e+37,1.572e+36,2.5306e+36,4.7127e+35,0.5336,0.3938,0.021797,0.0049116,0.007840699999999999,0.017098,315.26193766923154,951.3525257495712,1.681672212243688,4.1758287292817686e+39,0.1228666250231701,,0.7834816698813513,0.2484782767747555,1.512622232620078e+36,1.0390719254134512e+37,6.126668675545227e+35,1.3946521669748308e+39
306,202.5022,47.2261,2.6305e+37,1.3689e+36,1.7181e+36,7.6485e+35,0.1418,0.5683,0.03089,0.010848,0.012615,0.025285,315.29985670850897,986.9923656376753,1.6889274135911052,3.63328729281768e+39,0.12339670579451816,,0.37910676549402217,0.06603114626435595,1.3160959160212731e+36,2.761251855765131e+36,6.15310082713004e+35,2.87175025014649e+38
307,202.5022,47.2267,1.9149e+37,9.9938e+35,1.4142e+36,5.21e+35,0.3359,0.8034,0.025005,0.0076215000000000015,0.008888,0.020163,315.30675107951413,993.4723368090132,1.4082439834000198,2.644889502762431e+39,0.10288936463943467,,0.638590386086698,0.1564165164329842,9.580657934191733e+35,6.540934403043071e+36,5.1305148754944685e+35,6.895161630634643e+38
308,202.5014,47.1855,1.4673e+37,7.6875e+35,9.444e+35,4.3476e+35,0.1185,1.0995,0.016284,0.012258,0.0073866,0.018609,320.7052865488985,548.5082326731547,1.5380713661846084,2.026657458563536e+39,0.11237483525742817,,0.33808501741260805,0.05518117653262467,7.341218542398836e+35,2.3075341671944144e+36,5.603502032886528e+35,2.0656177903505193e+38
309,202.5014,47.1861,1.331e+37,6.9867e+35,8.4072e+35,4.382e+35,0.0888,1.1233,0.011637,0.008995399999999999,0.0059288000000000006,0.014069,320.712114543291,554.9882010688307,1.5770190628024316,1.8383977900552484e+39,0.11522043858072603,,0.2738795729722065,0.041350957604194695,6.659280228946261e+35,1.7291901607330297e+36,5.745396292133811e+35,1.5753346084559145e+38
310,202.5014,47.1878,2.6698e+37,1.3893e+36,2.155e+36,6.8216e+35,0.4763,0.7474,0.019462,0.007543899999999998,0.007017499999999999,0.018387,320.73146052733375,573.3481114970836,1.9573683821868235,3.6875690607734805e+39,0.14300958611041606,,0.7503813119700709,0.2217957331855623,1.335758554112752e+36,9.274924251769617e+36,7.131085039245975e+35,1.1759896783689614e+39
313,202.5014,47.2194,4.624300000000002e+37,2.4002e+36,5.7076e+36,5.4349e+35,1.1472,0.1214,0.022885,0.0032389000000000003,0.0056861,0.020756,321.0910682654157,914.6264786135414,2.587314827092354,6.387154696132597e+39,0.1890348418453732,,1.0163030883845208,0.5342096685082449,2.313637082097385e+36,2.2339267481902383e+37,9.426106104096944e+35,4.7270788784283934e+39
314,202.5014,47.22,3.2349000000000003e+37,1.6814000000000002e+36,2.9886e+36,4.361e+35,0.6896,0.2636,0.016982,0.0024942,0.0057315,0.015321,321.09789626181674,921.1064489169516,1.958203514713666,4.468093922651934e+39,0.14307060270703528,,0.8738184521024652,0.32112185094428675,1.618490278934505e+36,1.3428485752719564e+37,7.13412759430212e+35,2.0349608076118527e+39
315,202.5014,47.2211,3.3223e+37,1.7266e+36,2.8365e+36,4.8404e+35,0.565,0.292,0.017957,0.0035469,0.003975,0.013897,321.1104142554774,932.9863946679887,2.683351463499026,4.5888121546961335e+39,0.1960514871273464,,0.8075593133948699,0.26310012439605857,1.6622183850208988e+36,1.1002167126285603e+37,9.775986804802858e+35,1.561581447293618e+39
316,202.5014,47.2217,6.683100000000002e+37,3.4659e+36,6.649800000000002e+36,6.8958e+35,0.8068,0.1468,0.033955,0.0072421,0.0056138,0.02422,321.11724225205126,939.4663651866573,3.9879082116305113,9.230801104972376e+39,0.2913652371121089,,0.9104832987238036,0.375697664358832,3.343699150869329e+36,1.5710705199092441e+37,1.452874831567102e+36,2.973137745678196e+39
317,202.5014,47.2222,6.212e+37,3.2219e+36,6.8097e+36,9.0969e+35,0.9598,0.201,0.032745,0.0066968,0.006756900000000001,0.022906,321.12293224931886,944.8663406788693,3.2233879468877267,8.580110497237569e+39,0.2355077257571228,,0.9621492559494016,0.4469442467174107,3.107997654561546e+36,1.869005311116624e+37,1.1743447872625808e+36,3.749364506968392e+39
318,202.5014,47.2228,2.5544e+37,1.3296e+36,2.3345e+36,4.9837e+35,0.6725,0.5046,0.01585,0.0030608,0.0052464,0.011834,321.1297602461167,951.346311342691,1.8738140496991056,3.52817679558011e+39,0.13690492506881344,,0.8632554346309154,0.3131589976218573,1.278021443788154e+36,1.3095499809605434e+37,6.826679871680295e+35,1.9190271242824963e+39
319,202.5014,47.2233,2.0384e+37,1.0631e+36,1.5827e+36,3.8876e+35,0.415,0.4939,0.01431,0.0028431,0.0064057,0.011586,321.1354502435538,956.7462869577864,1.753503206560914,2.815469613259669e+39,0.12811475351073126,,0.7022678688069118,0.1932505338484324,1.019855508541252e+36,8.081237800723056e+36,6.388363374198453e+35,9.417035317720582e+38
320,202.5014,47.225,4.5821e+37,2.3784e+36,3.6528e+36,5.189000000000001e+35,0.4566,0.1966,0.034259,0.010507,0.0092778,0.027719,321.15479623506275,975.106204482726,1.7895436982228845,6.328867403314916e+39,0.13074795012446014,,0.7402427569100342,0.21262215362697406,2.2925235114240922e+36,8.891308867012403e+36,6.5196661035347725e+35,1.1944621771772547e+39
321,202.5014,47.2255,4.5662e+37,2.3701e+36,4.3783e+36,7.0855e+35,0.7483,0.2145,0.036062,0.010552,0.008793200000000001,0.027616,321.1604862327132,980.5061803559157,1.838293821951817,6.306906077348067e+39,0.13430974006689153,,0.8987481077299999,0.3484563240452577,2.2845683983031123e+36,1.457154276212304e+37,6.697272567983938e+35,2.387424468040545e+39
322,202.5014,47.2261,3.7874e+37,1.967e+36,2.8086e+36,5.9371e+35,0.3424,0.2824,0.033266000000000004,0.0086306,0.0079328,0.024678,321.167314230038,986.9861514843236,1.908005663870896,5.23121546961326e+39,0.13940303867668313,,0.6469902404508369,0.15944333202338135,1.8949179518490663e+36,6.66750800715078e+36,6.951246770025572e+35,8.015769193211759e+38
323,202.5014,47.2267,2.5022e+37,1.3026e+36,2.0478e+36,5.3498e+35,0.4981,0.4456,0.025107,0.0058229,0.006962,0.019096,321.17414222733663,993.466122701766,1.6217510498307086,3.456077348066299e+39,0.11848865472696997,,0.7600846750039111,0.2319472070118173,1.2519046573155024e+36,9.699432647084708e+36,5.908363879827605e+35,1.2375286211422242e+39
324,202.5005,47.1867,3.628e+37,1.8847e+36,2.6757e+36,5.5933e+35,0.3337,0.5322,0.016807,0.0077007,0.0056894,0.018375,327.3247356293191,561.4612470215209,2.2173649351089937,5.0110497237569065e+39,0.1620054990728977,,0.6324459026803471,0.15539205577161902,1.8151666920072904e+36,6.498094106268154e+36,8.078304553810431e+35,7.873950949399289e+38
325,202.5005,47.1872,5.6691e+37,2.9409e+36,5.319200000000001e+36,7.2216e+35,0.7141,0.2105,0.025127,0.0086713,0.0079297,0.02535,327.3303633992391,566.8612207195323,2.526595645566587,7.830248618784531e+39,0.1845985665392084,,0.8764205875516752,0.33253061740039896,2.8363730688143685e+36,1.3905570875894782e+37,9.204893964923679e+35,2.354561720022927e+39
329,202.5006,47.22,1.4442e+37,7.5683e+35,1.2944e+36,3.4618e+35,0.6418,0.5739,0.010382,0.0015195,0.004087599999999999,0.0093293,326.96602860268814,921.1002944323004,1.6734482525861878,1.9947513812154697e+39,0.12226576466519605,,0.8497469119339081,0.2988631147564432,7.225644257433653e+35,1.2497682940973633e+37,6.0967071434132726e+35,1.709002926500011e+39
332,202.5006,47.2217,4.399800000000002e+37,2.2841e+36,4.8193e+36,5.3453e+35,0.9586,0.1881,0.022973,0.0042585,0.004136600000000001,0.01574,326.98518653408973,939.4602108323472,3.0625994153861207,6.07707182320442e+39,0.2237601663551177,,0.9693430747821484,0.4463854499930297,2.201314887401786e+36,1.8666685676561742e+37,1.115766304953981e+36,3.5569282402158016e+39
333,202.5006,47.2222,4.0522e+37,2.1042e+36,5.0687e+36,7.0081e+35,1.1683,0.2445,0.021215,0.0036949,0.004433,0.014346,326.99082121996435,944.8601863628417,2.806456966777436,5.596961325966851e+39,0.20504584262627956,,1.026759986647042,0.544035177578611,2.027403106216081e+36,2.2750144873698183e+37,1.0224484808891761e+36,4.803061730947925e+39
335,202.5006,47.2233,3.222700000000001e+37,1.6751e+36,2.2202e+36,4.097e+35,0.2261,0.3447,0.018861000000000003,0.003259300000000001,0.0053109,0.013958000000000002,327.00321752893194,956.7401327263458,2.0426275022851,4.4512430939226534e+39,0.14923880263825767,,0.5104218252167175,0.10528661615212186,1.6123863556592877e+36,4.402814136731285e+36,7.441701089512833e+35,4.89881078895404e+38
336,202.5006,47.2244,4.515600000000001e+37,2.3439e+36,2.9047000000000004e+36,4.2576e+35,0.1177,0.2798,0.027818,0.006239100000000001,0.0063369,0.020684,327.01561383833223,968.620079366739,2.0978512465289287,6.237016574585636e+39,0.15327356935853856,,0.32742357693364443,0.05480864538303733,2.2592521263583575e+36,2.2919558774580809e+36,7.642892250038448e+35,3.1262484632921803e+38
337,202.5006,47.225,7.2671e+37,3.7682e+36,6.127e+36,5.9737e+35,0.5451,0.1241,0.044911,0.010465,0.0077592,0.032309,327.0223754616344,975.1000503816176,2.996250756174433,1.003743093922652e+40,0.2189125891799701,,0.7949301198697789,0.25383341205007354,3.6358869535518696e+36,1.0614657169094307e+37,1.09159415956815e+36,1.7212589169984722e+39
338,202.5006,47.2255,6.512e+37,3.3772000000000005e+36,6.158000000000002e+36,6.6558e+35,0.7264,0.1403,0.042983,0.009331,0.0073208,0.030152,327.02801014799604,980.5000262929416,2.7257692050980893,8.994475138121548e+39,0.19915061947515889,,0.8872316108675862,0.3382582838253044,3.2580941285423034e+36,1.414508708059091e+37,9.930523132899529e+35,2.4642276349491792e+39
339,202.5006,47.2261,3.8923e+37,2.0214e+36,2.7066e+36,3.316e+35,0.2408,0.1929,0.029334,0.0057294,0.0055783,0.020539,327.03477177152365,986.9799974674708,2.208542214177022,5.376104972375689e+39,0.16136089191548605,,0.5406062705270431,0.1121318760257892,1.9474016855843372e+36,4.689065210636415e+36,8.046161614435301e+35,5.422813105355603e+38
340,202.5006,47.2267,2.3402e+37,1.219e+36,1.694e+36,3.5869e+35,0.3041,0.3389,0.020278,0.0036758,0.005313,0.014871,327.04153339519854,993.4599687307727,1.6121076199890685,3.23232044198895e+39,0.1177840847937431,,0.6112274713198781,0.14160840323688745,1.1708525613658934e+36,5.921697386023809e+36,5.8732309335224696e+35,6.251448770310847e+38
350,202.4998,47.2233,3.032300000000001e+37,1.5767000000000002e+36,2.9807e+36,3.8877e+35,0.7876,0.2312,0.017693,0.0026711,0.0037047,0.01245,332.87098483505326,956.7340386313016,2.427232934528464,4.188259668508288e+39,0.17733891101923147,,0.9032141973411324,0.3667569167687358,1.5171251268395004e+36,1.5336826245420427e+37,8.842895708187125e+35,2.530687865505068e+39
351,202.4998,47.2239,4.5864e+37,2.3806e+36,3.6955e+36,4.5189e+35,0.4735,0.2026,0.026329,0.004351300000000001,0.005494300000000001,0.018679,332.8776800845213,963.2140095372428,2.439349323927518,6.334806629834254e+39,0.17822416074988032,,0.755841376180926,0.2204918741620066,2.294674894217816e+36,9.220400237692452e+36,8.887038141445776e+35,1.2713245099009087e+39
352,202.4998,47.2244,4.6552e+37,2.4162e+36,4.528e+36,5.4621e+35,0.7709,0.1801,0.027409,0.0049174,0.0053591,0.01932,332.8832594592264,968.613985356021,2.616159248121062,6.429834254143647e+39,0.19114227790618332,,0.8984326878563214,0.3589803290211001,2.3290970189174042e+36,1.5011629447174467e+37,9.53119210688285e+35,2.568210358075392e+39
353,202.4998,47.225,4.0286e+37,2.092e+36,3.3069e+36,4.1009e+35,0.5028,0.2264,0.024881,0.0045066,0.0049173,0.017511000000000002,332.88995470893434,975.0939564166116,2.2947604551583747,5.564364640883978e+39,0.16766018389860055,,0.7681628518046693,0.2341358275156429,2.0155955169295952e+36,9.790955099285667e+36,8.360271934172522e+35,1.3539127692746983e+39
354,202.4998,47.2255,2.9962e+37,1.558e+36,1.8119e+36,3.6764e+35,0.0201,0.5106,0.020255,0.0034615,0.0043845,0.014264,332.89553408374746,980.4939323664104,1.9623695015089109,4.138397790055249e+39,0.14337497875231694,,0.07898869870371514,0.009359845133381908,1.4990635178038162e+36,3.914045296253817e+35,7.149305118563585e+35,1.0847217489039596e+38
355,202.4989,47.1855,1.6412e+37,8.5829e+35,1.3156e+36,5.8203e+35,0.4654,0.9503,0.010465,0.0042559,0.0034882,0.010939,339.0551267032651,548.4891913399329,2.107559145857911,2.2668508287292818e+39,0.15398284957256156,,0.7394576580367017,0.2167199962724348,8.211277769907292e+35,9.062670054112071e+36,7.678260071597958e+35,1.0968366910072447e+39
365,202.499,47.2239,3.2860000000000003e+37,1.7078000000000004e+36,3.6152000000000005e+36,4.3701e+35,0.9655,0.1747,0.020982,0.0030104,0.0042788,0.014405,338.7453810378321,963.2079756248868,2.529117755094477,4.538674033149172e+39,0.18478283734024475,,0.9687808473391808,0.4495985311582205,1.6440567116692275e+36,1.8801048425537618e+37,9.214082515063428e+35,3.4839625186434783e+39
366,202.499,47.2244,3.5609000000000004e+37,1.85e+36,3.8507e+36,4.6674e+35,0.9383,0.1687,0.022984,0.0034576,0.0049192,0.015916,338.75090510110374,968.6079514818837,2.5463646788043515,4.9183701657458573e+39,0.18604293505300712,,0.9567588828101851,0.4369324720722509,1.7815951139935948e+36,1.8271386574502274e+37,9.276916512362952e+35,3.366446494788221e+39
367,202.499,47.225,1.9628e+37,1.0241e+36,1.4233e+36,3.3851e+35,0.307,0.5458,0.014193,0.0021495,0.0038603,0.010025,338.7575339770632,975.0879225883807,1.7810402233134106,2.711049723756906e+39,0.13012666777496926,,0.6052011388895446,0.14295882865414156,9.820311970981008e+35,5.978168686318021e+36,6.488686241358392e+35,6.3151433624344195e+38
368,202.498,47.1533,2.1342000000000003e+37,1.1126e+36,1.3874e+36,1.7261e+35,0.1343,0.214,0.052172,0.017078,0.012308,0.041433,345.3097721913997,200.72411888874282,0.6575394887902978,2.947790055248619e+39,0.04804126346318994,,0.36441551252083704,0.06253866673697464,1.0677863158991067e+36,2.6152053894870038e+36,2.395548050074917e+35,2.3651589875395243e+38
