ID RA Dec LHa E_LHa LPab E_Pab AHa E_AHa Ha/24um Ha/70um Ha/8um Ha/12um
1162 202.4695 47.2039 4.9158e+36 2.7216e+35 1.9306e+36 6.1341e+35 2.9756 0.6489 1.4610e-02 2.1537e-03 6.2576e-03 1.2044e-02
1163 202.4695 47.2045 3.1942e+36 1.8992e+35 8.7599e+35 4.738e+35 2.4084 1.4966 1.6985e-02 2.4960e-03 8.2288e-03 1.3504e-02
1164 202.4695 47.2106 1.222e+37 6.4259e+35 2.0759e+36 1.5662e+35 1.6519 0.1193 8.7406e-03 2.3130e-03 5.3956e-03 1.0745e-02
1165 202.4695 47.2111 1.8281e+37 9.5458e+35 2.31e+36 2.6447e+35 1.1843 0.2004 9.2463e-03 2.2973e-03 6.5944e-03 1.2188e-02
1166 202.4695 47.2117 1.7719e+37 9.2559e+35 2.1713e+36 3.026e+35 1.1359 0.2543 8.2414e-03 2.0746e-03 5.3824e-03 1.1220e-02
1167 202.4695 47.2122 1.7192e+37 8.9843e+35 2.6038e+36 4.2659e+35 1.4705 0.2611 8.1346e-03 2.2350e-03 4.6350e-03 1.1084e-02
1168 202.4695 47.2128 1.204e+37 6.3344e+35 1.5087e+36 4.3203e+35 1.1711 0.6287 7.2259e-03 2.2478e-03 5.0488e-03 9.5840e-03
1169 202.4695 47.2133 1.9477e+37 1.0163e+36 1.4302e+36 5.1203e+35 0.3269 1.0048 1.2179e-02 4.1735e-03 8.1630e-03 1.4988e-02
1170 202.4695 47.2139 4.088e+37 2.1227e+36 3.7024e+36 5.9913e+35 0.6582 0.2362 2.9369e-02 1.0038e-02 1.1206e-02 3.1860e-02
1171 202.4695 47.2145 3.1914e+37 1.6589e+36 3.2199e+36 4.1068e+35 0.8288 0.1986 3.4653e-02 1.0487e-02 1.0206e-02 3.0778e-02
1172 202.4687 47.1767 9.5349e+36 5.0519e+35 8.5735e+35 3.8377e+35 0.6468 1.0758 2.6866e-02 5.0325e-03 5.1976e-03 1.5449e-02
1173 202.4687 47.1772 1.2694e+37 6.6703e+35 1.5417e+36 5.2534e+35 1.1218 0.6362 2.6910e-02 4.9234e-03 5.0233e-03 1.5598e-02
1174 202.4687 47.1778 1.2488e+37 6.5646e+35 1.6108e+36 5.5202e+35 1.2168 0.6765 2.2802e-02 3.9929e-03 4.1656e-03 1.3285e-02
1175 202.4687 47.1783 1.5643e+37 8.1869e+35 2.0506e+36 4.7123e+35 1.2422 0.4048 2.3239e-02 3.7722e-03 4.1483e-03 1.3952e-02
1176 202.4687 47.1789 1.8579e+37 9.6999e+35 3.366e+36 3.4131e+35 1.7535 0.1379 2.3838e-02 3.5763e-03 4.7605e-03 1.4914e-02
1177 202.4687 47.1795 8.9463e+36 4.7526e+35 2.7267e+36 2.4721e+35 2.5752 0.1485 1.4245e-02 2.0648e-03 3.4362e-03 9.3880e-03
1178 202.4687 47.1811 6.9083e+36 3.7198e+35 1.9236e+36 1.493e+35 2.4324 0.1008 1.3835e-02 2.6460e-03 4.1740e-03 1.0869e-02
1179 202.4687 47.1867 4.4035e+36 2.4753e+35 6.0617e+35 5.6253e+35 1.3196 1.5671 2.3863e-02 4.7079e-03 7.8454e-03 1.4867e-02
1180 202.4687 47.1883 7.3369e+36 3.9356e+35 1.6847e+36 1.3101e+36 2.1278 1.5612 1.3743e-02 3.2592e-03 4.5426e-03 9.3302e-03
1181 202.4687 47.1889 1.6053e+37 8.3978e+35 3.0643e+36 1.9248e+36 1.8359 0.9641 1.5936e-02 3.2381e-03 4.6815e-03 1.0885e-02
1182 202.4687 47.1895 2.098e+37 1.0938e+36 5.4947e+36 2.0802e+36 2.3356 0.7985 1.5616e-02 2.6708e-03 4.2867e-03 1.0708e-02
1183 202.4687 47.19 2.3588e+37 1.2283e+36 6.3069e+36 2.439e+36 2.3683 0.9198 1.4792e-02 2.2369e-03 4.2546e-03 1.0281e-02
1184 202.4687 47.1906 3.2959e+37 1.7127e+36 8.2315e+36 3.1603e+36 2.2606 0.8971 1.7122e-02 2.4105e-03 4.6996e-03 1.1989e-02
1185 202.4687 47.1911 3.6952e+37 1.9192e+36 1.0809e+37 4.0977e+36 2.5102 0.832 1.7750e-02 2.3744e-03 4.6493e-03 1.2425e-02
1186 202.4687 47.1917 4.2807e+37 2.2222e+36 1.1517e+37 5.3911e+36 2.3781 1.3617 1.9440e-02 2.4818e-03 5.7074e-03 1.3754e-02
1187 202.4687 47.1922 4.6477e+37 2.4122e+36 1.197e+37 6.4306e+36 2.3091 1.3256 2.0246e-02 2.5455e-03 6.8428e-03 1.5135e-02
1188 202.4687 47.1928 5.1677e+37 2.6813e+36 1.4545e+37 7.9671e+36 2.4494 1.792 2.0582e-02 2.7668e-03 7.7378e-03 1.7229e-02
1189 202.4687 47.1933 6.0609e+37 3.1435e+36 1.7473e+37 9.6627e+36 2.4873 0.734 2.0401e-02 3.1958e-03 1.0048e-02 2.0188e-02
1190 202.4687 47.1939 9.606e+37 4.9789e+36 2.1887e+37 1.2214e+37 2.1156 0.7516 2.5181e-02 4.4621e-03 1.7736e-02 2.8683e-02
1191 202.4687 47.1945 1.2328e+38 6.3884e+36 3.0737e+37 1.6924e+37 2.2579 0.7393 2.6585e-02 4.4783e-03 1.9439e-02 3.2200e-02
1192 202.4687 47.195 1.5636e+38 8.1012e+36 4.9415e+37 2.3877e+37 2.6324 1.1642 3.0056e-02 4.2111e-03 1.7141e-02 3.7177e-02
1193 202.4687 47.1956 2.1293e+38 1.103e+37 5.6124e+37 2.4359e+37 2.3458 0.8506 4.0444e-02 4.7451e-03 2.5969e-02 4.9769e-02
1194 202.4687 47.1961 1.3886e+38 7.1953e+36 3.9779e+37 1.8115e+37 2.4772 1.0202 3.0336e-02 3.2917e-03 2.6339e-02 3.7701e-02
1195 202.4687 47.1967 9.5905e+37 4.9705e+36 2.6158e+37 1.3493e+37 2.3997 1.4629 2.5932e-02 2.9839e-03 2.2393e-02 3.0357e-02
1196 202.4687 47.1972 8.2626e+37 4.2833e+36 1.9743e+37 1.1194e+37 2.1907 0.7362 2.6859e-02 3.6860e-03 1.6113e-02 2.7893e-02
1197 202.4687 47.1978 9.0873e+37 4.7103e+36 1.8212e+37 1.0122e+37 1.9128 0.7404 3.1218e-02 5.1015e-03 1.2636e-02 2.7905e-02
1198 202.4687 47.1983 9.0202e+37 4.6754e+36 1.7362e+37 8.7857e+36 1.8491 1.609 2.9502e-02 5.1304e-03 1.0571e-02 2.4407e-02
1199 202.4687 47.1989 7.2148e+37 3.7405e+36 1.5429e+37 6.9954e+36 2.0154 1.1728 2.1804e-02 3.7999e-03 7.2239e-03 1.8153e-02
1200 202.4687 47.1995 6.1572e+37 3.1932e+36 1.6412e+37 5.4912e+36 2.3634 0.6324 1.7158e-02 3.0051e-03 5.2700e-03 1.4864e-02
1201 202.4687 47.2 4.9527e+37 2.5696e+36 1.3958e+37 4.2123e+36 2.4514 0.5727 1.3539e-02 2.4177e-03 4.6112e-03 1.2265e-02
1202 202.4687 47.2006 5.774e+37 2.9945e+36 1.1983e+37 2.7658e+36 1.968 0.4252 1.5213e-02 2.7788e-03 4.8933e-03 1.4289e-02
1203 202.4687 47.2011 5.7622e+37 2.9887e+36 1.2533e+37 2.673e+36 2.0422 0.3405 1.6311e-02 3.0302e-03 5.3605e-03 1.5646e-02
1204 202.4687 47.2017 2.9894e+37 1.5541e+36 6.1374e+36 2.2797e+36 1.951 0.802 1.1784e-02 2.2195e-03 5.5427e-03 1.1533e-02
1205 202.4687 47.2022 1.644e+37 8.5915e+35 2.777e+36 1.4701e+36 1.6428 1.9948 1.0333e-02 1.9657e-03 6.3300e-03 1.0332e-02
1206 202.4687 47.2028 2.1921e+37 1.1421e+36 3.256e+36 9.8285e+35 1.4397 0.5524 1.5738e-02 2.9299e-03 7.2932e-03 1.5316e-02
1207 202.4687 47.2033 1.7019e+37 8.8907e+35 3.5626e+36 7.4911e+35 1.9817 0.3331 1.8201e-02 3.1370e-03 7.2876e-03 1.6580e-02
1208 202.4687 47.2039 5.0094e+36 2.7701e+35 1.3717e+36 5.4589e+35 2.406 1.1502 1.4976e-02 2.3597e-03 6.8085e-03 1.2377e-02
1209 202.4687 47.2089 6.2337e+36 3.3807e+35 7.302e+35 1.5729e+35 1.0645 0.453 1.8068e-02 4.0056e-03 7.7935e-03 1.4806e-02
1210 202.4687 47.2095 1.0273e+37 5.4291e+35 6.8365e+35 1.6026e+35 0.1713 0.5427 1.5418e-02 4.4040e-03 9.2580e-03 1.5885e-02
1211 202.4687 47.21 1.1792e+37 6.206e+35 1.2365e+36 2.3064e+35 0.8897 0.4311 1.1176e-02 3.6334e-03 6.8125e-03 1.3850e-02
1212 202.4687 47.2111 1.2583e+37 6.6129e+35 3.6301e+36 2.5617e+35 2.4884 0.0802 6.4099e-03 2.0246e-03 4.2024e-03 9.1939e-03
1213 202.4687 47.2117 1.5019e+37 7.8649e+35 2.3863e+36 2.5319e+35 1.5462 0.1819 6.1675e-03 1.9261e-03 3.8178e-03 8.6414e-03
1214 202.4687 47.2122 2.7599e+37 1.4358e+36 3.1864e+36 3.7957e+35 1.0417 0.2374 9.1469e-03 2.8708e-03 4.6538e-03 1.2176e-02
1215 202.4687 47.2128 2.8233e+37 1.4685e+36 3.4148e+36 4.8989e+35 1.1152 0.3076 1.0112e-02 3.1844e-03 5.5910e-03 1.3077e-02
1216 202.4687 47.2133 2.0477e+37 1.0679e+36 1.9374e+36 4.2866e+35 0.7273 0.4753 9.6650e-03 2.9978e-03 6.8778e-03 1.1980e-02
1217 202.4687 47.2139 3.0234e+37 1.572e+36 1.9678e+36 3.8533e+35 0.1363 0.3635 1.7564e-02 5.1696e-03 1.0547e-02 2.0654e-02
1218 202.4687 47.2145 2.9251e+37 1.5213e+36 2.2886e+36 3.0856e+35 0.4271 0.2097 2.5267e-02 6.6747e-03 1.0298e-02 2.5919e-02
1219 202.4687 47.215 1.1638e+37 6.1289e+35 1.2972e+36 1.6225e+35 0.9861 0.1965 2.0303e-02 4.6145e-03 6.1050e-03 1.6792e-02
1220 202.4687 47.2317 5.1121e+37 2.6534e+36 4.2128e+36 5.5038e+35 0.509 0.1697 8.4757e-02 1.8628e-02 1.7536e-02 6.1743e-02
1221 202.4687 47.2322 2.0706e+37 1.0805e+36 2.4883e+36 2.3476e+35 1.105 0.139 3.8104e-02 7.7587e-03 1.0979e-02 2.8825e-02
1222 202.4678 47.1778 7.8174e+36 4.1792e+35 9.5323e+35 4.2947e+35 1.128 1.0488 1.8312e-02 3.1173e-03 4.1680e-03 1.0947e-02
1223 202.4678 47.1783 9.2409e+36 4.9026e+35 6.6308e+35 4.5643e+35 0.2904 1.5301 1.8053e-02 2.8347e-03 4.9379e-03 1.1469e-02
1224 202.4678 47.1789 9.3867e+36 4.9771e+35 1.2193e+36 4.1489e+35 1.2279 0.8902 1.6779e-02 2.4534e-03 5.2157e-03 1.1340e-02
1225 202.4678 47.185 8.9598e+36 4.7591e+35 1.5953e+36 3.6605e+35 1.7261 0.4505 3.6255e-02 7.2021e-03 7.2624e-03 2.0518e-02
1226 202.4678 47.1856 8.0458e+36 4.2942e+35 1.9079e+36 3.8683e+35 2.1787 0.3012 3.4421e-02 6.3381e-03 8.0044e-03 2.0002e-02
1227 202.4678 47.1872 5.3166e+36 2.922e+35 1.4429e+36 7.4852e+35 2.3919 1.7205 2.0097e-02 4.4020e-03 6.1763e-03 1.3194e-02
1228 202.4678 47.1878 5.7263e+36 3.1259e+35 2.2259e+36 9.185e+35 2.9595 0.8635 1.6064e-02 3.8121e-03 4.5758e-03 1.0592e-02
1229 202.4678 47.1883 7.5764e+36 4.0557e+35 2.333e+36 1.0728e+36 2.5914 1.3506 1.3843e-02 3.1589e-03 3.5986e-03 9.1205e-03
1230 202.4678 47.1889 1.8422e+37 9.6167e+35 3.3371e+36 1.853e+36 1.7533 0.8118 1.7478e-02 3.4723e-03 4.2817e-03 1.1638e-02
1231 202.4678 47.1895 2.1798e+37 1.136e+36 5.2143e+36 2.1664e+36 2.1925 0.9727 1.6305e-02 2.7709e-03 4.1058e-03 1.0974e-02
1232 202.4678 47.19 2.4483e+37 1.2747e+36 5.7247e+36 2.3547e+36 2.1565 1.0123 1.5544e-02 2.3423e-03 4.3394e-03 1.0621e-02
1233 202.4678 47.1906 4.5983e+37 2.3865e+36 7.9238e+36 2.8658e+36 1.6744 0.7487 2.2681e-02 3.1490e-03 5.9581e-03 1.5640e-02
1234 202.4678 47.1911 5.1559e+37 2.6751e+36 1.0765e+37 3.8361e+36 1.9775 0.7365 2.3735e-02 3.0891e-03 6.0214e-03 1.6397e-02
1235 202.4679 47.1917 4.439e+37 2.3041e+36 1.0287e+37 5.0674e+36 2.1423 1.6157 2.0632e-02 2.5520e-03 5.9490e-03 1.4405e-02
1236 202.4679 47.1922 4.0184e+37 2.0865e+36 1.0403e+37 5.9769e+36 2.3173 0.7881 1.8706e-02 2.2855e-03 6.2997e-03 1.3571e-02
1237 202.4679 47.1928 4.5038e+37 2.3376e+36 1.2117e+37 6.7946e+36 2.3781 0.7495 1.9375e-02 2.5145e-03 7.0879e-03 1.5246e-02
1238 202.4679 47.1933 5.637e+37 2.924e+36 1.4914e+37 8.1156e+36 2.3517 2.45 2.0826e-02 3.0814e-03 8.7936e-03 1.8718e-02
1239 202.4679 47.1939 5.7414e+37 2.9783e+36 1.747e+37 1.0356e+37 2.5725 0.7878 1.8213e-02 3.0089e-03 1.0337e-02 1.8979e-02
1240 202.4679 47.1945 5.4358e+37 2.8199e+36 2.1284e+37 1.2583e+37 2.9709 0.766 1.5145e-02 2.3955e-03 1.1559e-02 1.7576e-02
1241 202.4679 47.195 6.6749e+37 3.4612e+36 2.628e+37 1.4869e+37 2.9797 3.0494 1.6614e-02 2.1957e-03 1.3884e-02 2.0459e-02
1242 202.4679 47.1956 9.3112e+37 4.8263e+36 2.9421e+37 1.5667e+37 2.6321 1.6028 2.2349e-02 2.4655e-03 1.7953e-02 2.7729e-02
1243 202.4679 47.1961 9.3548e+37 4.8487e+36 2.7631e+37 1.4321e+37 2.5256 1.4222 2.4604e-02 2.5128e-03 1.8801e-02 2.9766e-02
1244 202.4679 47.1967 9.0613e+37 4.6968e+36 2.2695e+37 1.2365e+37 2.2651 2.2907 2.7326e-02 2.9979e-03 1.7737e-02 2.9786e-02
1245 202.4679 47.1972 8.764e+37 4.5428e+36 2.0305e+37 1.0639e+37 2.142 1.772 2.9331e-02 3.9146e-03 1.3699e-02 2.7940e-02
1246 202.4679 47.1978 8.446e+37 4.3781e+36 2.1036e+37 9.6383e+36 2.2562 1.1027 2.8450e-02 4.5760e-03 1.0212e-02 2.4261e-02
1247 202.4679 47.1983 7.334e+37 3.8023e+36 2.002e+37 8.7218e+36 2.401 0.969 2.2965e-02 3.9394e-03 8.1640e-03 1.9049e-02
1248 202.4679 47.1989 6.4952e+37 3.3681e+36 1.6326e+37 7.1357e+36 2.2707 1.0079 1.8181e-02 3.1055e-03 6.4333e-03 1.5618e-02
1249 202.4679 47.1995 5.6606e+37 2.936e+36 1.5801e+37 5.2698e+36 2.4364 0.6553 1.4474e-02 2.4474e-03 4.7580e-03 1.3063e-02
1250 202.4679 47.2 4.6766e+37 2.4268e+36 1.4745e+37 4.0705e+36 2.6288 0.4842 1.1661e-02 1.9678e-03 4.1896e-03 1.0921e-02
1251 202.4679 47.2006 5.2637e+37 2.7307e+36 1.1669e+37 2.7361e+36 2.0723 0.4387 1.2751e-02 2.1508e-03 4.3898e-03 1.2203e-02
1252 202.4679 47.2011 5.4927e+37 2.8491e+36 1.0883e+37 2.6622e+36 1.8949 0.4883 1.4252e-02 2.4051e-03 4.6893e-03 1.3733e-02
1253 202.4679 47.2017 2.8655e+37 1.4898e+36 6.9437e+36 2.1172e+36 2.2129 0.5695 1.0530e-02 1.8015e-03 4.8011e-03 1.0255e-02
1254 202.4679 47.2022 1.5519e+37 8.1145e+35 2.7708e+36 1.3533e+36 1.7305 1.4237 9.3820e-03 1.6628e-03 6.4113e-03 9.3454e-03
1255 202.4679 47.2028 2.2517e+37 1.1729e+36 2.8197e+36 9.2311e+35 1.17 0.6709 1.5300e-02 2.7880e-03 7.7716e-03 1.4912e-02
1256 202.4679 47.2033 2.1307e+37 1.1101e+36 3.3252e+36 7.3252e+35 1.5179 0.3907 2.0391e-02 3.6059e-03 7.9780e-03 1.8701e-02
1257 202.4679 47.2039 9.1217e+36 4.8374e+35 1.7473e+36 6.781e+35 1.8415 1.0849 1.8461e-02 3.0411e-03 7.7528e-03 1.5217e-02
1258 202.4679 47.2061 5.4313e+36 2.9788e+35 1.2057e+36 3.0872e+35 2.0745 0.4915 3.0566e-02 6.5776e-03 7.8078e-03 1.8979e-02
1259 202.4679 47.2095 6.7336e+36 3.6307e+35 5.7166e+35 1.9677e+35 0.556 1.1427 1.3077e-02 3.7737e-03 9.3270e-03 1.4631e-02
1260 202.4679 47.21 8.753e+36 4.6537e+35 8.7756e+35 2.3449e+35 0.8187 0.8149 9.4149e-03 3.3034e-03 6.6844e-03 1.2914e-02
1261 202.4679 47.2106 1.4879e+37 7.7933e+35 2.7242e+36 2.0053e+35 1.7701 0.0947 8.5692e-03 3.1388e-03 5.3412e-03 1.2577e-02
1262 202.4679 47.2111 1.4659e+37 7.6802e+35 3.0928e+36 2.0879e+35 1.9941 0.0925 6.3279e-03 2.2068e-03 3.8350e-03 9.0753e-03
1263 202.4679 47.2117 3.9824e+37 2.0681e+36 4.6672e+36 4.2725e+35 1.0653 0.1768 1.0998e-02 3.5086e-03 4.6470e-03 1.4696e-02
1264 202.4679 47.2122 1.1292e+38 5.852e+36 1.1906e+37 8.862e+35 0.8984 0.1021 2.6180e-02 7.5498e-03 8.5079e-03 3.2677e-02
1265 202.4679 47.2128 1.2623e+38 6.5415e+36 1.4398e+37 1.2998e+36 1.0224 0.1192 3.1277e-02 8.2487e-03 1.0923e-02 3.8688e-02
1266 202.4679 47.2133 5.134e+37 2.6639e+36 6.1306e+36 5.1357e+35 1.095 0.1482 1.6851e-02 4.1779e-03 8.9598e-03 2.0852e-02
1267 202.4679 47.2139 1.6409e+37 8.5813e+35 1.103e+36 3.2064e+35 0.1873 1.0992 9.3982e-03 2.2500e-03 7.9377e-03 1.1905e-02
1268 202.4679 47.2145 1.2584e+37 6.6139e+35 8.531e+35 2.5469e+35 0.2007 0.6809 1.1791e-02 2.7242e-03 7.7332e-03 1.4038e-02
1269 202.467 47.1778 7.5001e+36 4.0186e+35 6.8476e+35 3.6648e+35 0.6709 1.36 1.9069e-02 3.3600e-03 5.5729e-03 1.1811e-02
1270 202.467 47.1817 2.8401e+37 1.4773e+36 4.4815e+36 4.3537e+35 1.5352 0.1197 3.4927e-02 7.1703e-03 9.9164e-03 2.8506e-02
1271 202.467 47.1883 9.9638e+36 5.27e+35 3.0081e+36 9.3128e+35 2.5602 0.6511 1.5822e-02 3.4238e-03 3.5013e-03 1.0265e-02
1272 202.467 47.1889 2.1729e+37 1.1324e+36 4.7572e+36 1.5059e+36 2.0525 0.5836 1.9920e-02 3.7425e-03 4.0219e-03 1.2992e-02
1273 202.467 47.1895 2.2934e+37 1.1947e+36 5.8e+36 1.962e+36 2.2804 0.6488 1.7454e-02 2.8386e-03 3.8328e-03 1.1510e-02
1274 202.467 47.19 2.1369e+37 1.1138e+36 5.7043e+36 2.2475e+36 2.3658 0.9008 1.4826e-02 2.1569e-03 3.8682e-03 1.0007e-02
1275 202.467 47.1906 3.8397e+37 1.9941e+36 6.7867e+36 2.4425e+36 1.7145 0.7949 2.0737e-02 2.7828e-03 5.7297e-03 1.4292e-02
1276 202.467 47.1911 5.0402e+37 2.6152e+36 8.9878e+36 3.6309e+36 1.7284 0.892 2.4575e-02 3.0902e-03 6.8412e-03 1.7109e-02
1277 202.467 47.1917 4.2516e+37 2.2072e+36 9.7256e+36 4.3861e+36 2.1218 1.0106 2.1009e-02 2.5248e-03 6.0542e-03 1.4712e-02
1278 202.467 47.1922 3.4964e+37 1.8165e+36 1.0449e+37 5.1846e+36 2.544 1.3936 1.7732e-02 2.1208e-03 5.3936e-03 1.2537e-02
1279 202.467 47.1928 3.7188e+37 1.9316e+36 1.2674e+37 6.0261e+36 2.7517 1.201 1.7829e-02 2.2500e-03 5.7555e-03 1.3080e-02
1280 202.467 47.1933 4.1173e+37 2.1377e+36 1.3574e+37 6.7855e+36 2.6992 1.4911 1.7848e-02 2.5094e-03 6.5008e-03 1.4212e-02
1281 202.467 47.1939 4.7962e+37 2.4891e+36 1.4623e+37 8.3425e+36 2.5758 0.7472 1.8127e-02 2.8321e-03 8.1832e-03 1.6321e-02
1282 202.467 47.1945 4.899e+37 2.5421e+36 1.6167e+37 1.002e+37 2.7009 0.8066 1.6695e-02 2.6045e-03 9.3920e-03 1.6858e-02
1283 202.467 47.195 4.7662e+37 2.4734e+36 1.9069e+37 1.0994e+37 3.0049 1.9501 1.5435e-02 2.1108e-03 9.5355e-03 1.6719e-02
1284 202.467 47.1956 5.0652e+37 2.6282e+36 2.0723e+37 1.1606e+37 3.0403 2.1215 1.6311e-02 1.9043e-03 9.9760e-03 1.7788e-02
1285 202.467 47.1961 5.7729e+37 2.9945e+36 1.995e+37 1.167e+37 2.7736 0.7496 1.9307e-02 2.0971e-03 1.1046e-02 2.0015e-02
1286 202.467 47.1967 7.157e+37 3.7109e+36 1.922e+37 1.1254e+37 2.3752 0.7554 2.4895e-02 2.8820e-03 1.1907e-02 2.3209e-02
1287 202.467 47.1972 7.549e+37 3.9139e+36 1.9641e+37 1.0363e+37 2.3252 1.8824 2.6684e-02 3.6401e-03 1.0229e-02 2.2586e-02
1288 202.467 47.1978 6.7881e+37 3.5199e+36 2.0326e+37 9.5842e+36 2.5472 1.2401 2.2922e-02 3.6173e-03 7.5659e-03 1.8581e-02
1289 202.467 47.1983 5.9341e+37 3.0778e+36 1.9627e+37 8.2722e+36 2.7043 0.9241 1.8065e-02 3.0119e-03 6.1643e-03 1.5085e-02
1290 202.467 47.1989 5.3429e+37 2.7716e+36 1.6015e+37 6.672e+36 2.5488 0.9246 1.4397e-02 2.4099e-03 5.1982e-03 1.2830e-02
1291 202.467 47.1995 4.9408e+37 2.5635e+36 1.3655e+37 5.3372e+36 2.4205 0.8669 1.2037e-02 1.9975e-03 4.4993e-03 1.1375e-02
1292 202.467 47.2 4.4288e+37 2.2986e+36 1.1483e+37 4.019e+36 2.3197 0.7246 1.0400e-02 1.7010e-03 4.2229e-03 1.0104e-02
1293 202.467 47.2006 6.1456e+37 3.1869e+36 1.0932e+37 2.7222e+36 1.7245 0.4692 1.3482e-02 2.1524e-03 4.7644e-03 1.3165e-02
1294 202.467 47.2011 7.1686e+37 3.7166e+36 1.3371e+37 3.0142e+36 1.7994 0.3762 1.6661e-02 2.5898e-03 5.0292e-03 1.6090e-02
1295 202.467 47.2017 4.1094e+37 2.1333e+36 9.9891e+36 1.8496e+36 2.2178 0.3022 1.2867e-02 1.9844e-03 4.7664e-03 1.2355e-02
1296 202.467 47.2022 2.11e+37 1.0995e+36 3.4014e+36 1.2697e+36 1.569 0.9102 1.0673e-02 1.6950e-03 6.5257e-03 1.0385e-02
1297 202.467 47.2028 2.1471e+37 1.1185e+36 2.2858e+36 9.0972e+35 0.9136 0.9045 1.4617e-02 2.4351e-03 8.3855e-03 1.3953e-02
1298 202.467 47.2033 2.4228e+37 1.2611e+36 2.8901e+36 7.3369e+35 1.0933 0.4475 2.2152e-02 3.7389e-03 9.0942e-03 2.0169e-02
1299 202.467 47.2039 1.6351e+37 8.546e+35 2.4127e+36 8.0435e+35 1.4292 0.6748 2.4877e-02 4.0660e-03 9.3344e-03 2.0537e-02
1300 202.467 47.2045 4.4366e+36 2.4875e+35 1.2666e+36 5.1628e+35 2.4719 1.0732 2.0114e-02 3.3227e-03 7.6701e-03 1.5120e-02
1301 202.467 47.2061 8.8835e+36 4.7185e+35 1.7284e+36 2.9484e+35 1.8661 0.2506 3.9055e-02 8.0204e-03 8.5794e-03 2.2908e-02
1302 202.467 47.2089 6.1307e+36 3.3287e+35 5.0158e+35 1.6904e+35 0.4976 0.679 2.1524e-02 4.5408e-03 1.2300e-02 1.9543e-02
1303 202.4671 47.2111 1.3764e+37 7.2197e+35 2.4599e+36 1.9035e+35 1.7319 0.1338 5.8826e-03 1.9303e-03 3.3458e-03 8.5336e-03
1304 202.4671 47.2117 8.3506e+37 4.3291e+36 1.0898e+37 7.2447e+35 1.2353 0.0642 1.9850e-02 5.5101e-03 6.4051e-03 2.6591e-02
1305 202.4671 47.2122 1.8148e+38 9.4021e+36 1.9929e+37 1.7387e+36 0.9625 0.1039 3.8460e-02 9.0155e-03 1.0799e-02 4.8773e-02
1306 202.4671 47.2128 1.9593e+38 1.015e+37 1.6788e+37 1.4537e+36 0.5706 0.1178 4.4377e-02 9.1516e-03 1.4772e-02 5.7187e-02
1307 202.4671 47.2133 1.1488e+38 5.9534e+36 1.082e+37 9.7688e+35 0.7201 0.1102 3.2683e-02 6.3041e-03 1.5626e-02 4.3431e-02
1308 202.4671 47.2139 2.3535e+37 1.2258e+36 2.0077e+36 3.0851e+35 0.5636 0.3635 1.1494e-02 2.2161e-03 9.7142e-03 1.6297e-02
1309 202.4671 47.2145 8.2124e+36 4.3794e+35 6.2272e+35 2.2407e+35 0.3776 0.7878 8.7929e-03 1.7721e-03 8.1890e-03 1.2142e-02
1310 202.4662 47.1772 8.4165e+36 4.483e+35 7.1416e+35 3.9168e+35 0.5552 1.4789 2.2575e-02 4.3916e-03 5.8884e-03 1.3138e-02
1311 202.4662 47.1817 2.6644e+37 1.3865e+36 3.0526e+36 1.911e+35 1.0295 0.0606 3.5262e-02 6.9328e-03 9.8116e-03 2.8490e-02
1312 202.4662 47.1883 7.8355e+36 4.1866e+35 2.74e+36 9.1171e+35 2.7923 0.7013 1.4742e-02 3.0466e-03 3.8786e-03 9.6945e-03
1313 202.4662 47.1889 1.4044e+37 7.3625e+35 3.8498e+36 1.1131e+36 2.4076 0.5766 1.6055e-02 2.8353e-03 3.6684e-03 1.0557e-02
1314 202.4662 47.1895 1.8173e+37 9.4892e+35 5.2608e+36 1.6687e+36 2.4938 0.6564 1.5951e-02 2.4471e-03 3.5591e-03 1.0538e-02
1315 202.4662 47.19 2.1855e+37 1.139e+36 5.9764e+36 2.32e+36 2.4039 0.8491 1.6071e-02 2.2308e-03 4.0779e-03 1.0862e-02
1316 202.4662 47.1906 2.4914e+37 1.2969e+36 5.2966e+36 2.4125e+36 2.0061 1.4082 1.6307e-02 2.1182e-03 4.9472e-03 1.1323e-02
1317 202.4662 47.1911 3.157e+37 1.641e+36 6.0301e+36 2.8655e+36 1.837 1.3117 1.8431e-02 2.2803e-03 6.1269e-03 1.3012e-02
1318 202.4662 47.1917 3.1234e+37 1.6236e+36 7.0849e+36 3.5817e+36 2.1086 1.6159 1.7787e-02 2.1363e-03 5.7164e-03 1.2602e-02
1319 202.4662 47.1922 3.148e+37 1.6362e+36 9.5523e+36 4.2168e+36 2.5682 1.0819 1.7429e-02 2.0971e-03 4.9740e-03 1.2214e-02
1320 202.4662 47.1928 3.2869e+37 1.7082e+36 1.2545e+37 5.0344e+36 2.9305 0.8426 1.7309e-02 2.1675e-03 4.6944e-03 1.2181e-02
1321 202.4662 47.1933 3.5273e+37 1.8325e+36 1.3405e+37 5.6044e+36 2.9238 0.9372 1.7207e-02 2.3240e-03 5.1018e-03 1.2555e-02
1322 202.4662 47.1939 3.8595e+37 2.0043e+36 1.3933e+37 6.3901e+36 2.8425 1.0829 1.7149e-02 2.5303e-03 6.0266e-03 1.3502e-02
