ID RA Dec LHa E_LHa LPab E_Pab AHa E_AHa Ha/24um Ha/70um Ha/8um Ha/12um
1001 202.4728 47.2111 3.8969e+37 2.0238e+36 6.1153e+36 5.3057e+35 1.5265 0.1428 2.5316e-02 6.9655e-03 6.0539e-03 2.1596e-02
1002 202.4728 47.2117 1.4005e+37 7.3431e+35 2.9197e+36 4.2797e+35 1.9752 0.2808 1.2868e-02 3.3838e-03 4.4252e-03 1.1002e-02
1003 202.4719 47.1778 1.0949e+37 5.7751e+35 1.2202e+36 5.7092e+35 0.9858 1.2357 2.0809e-02 3.5446e-03 6.2627e-03 1.4098e-02
1004 202.4719 47.1783 1.9805e+37 1.0332e+36 2.336e+36 1.0876e+36 1.0756 1.3569 2.8782e-02 4.8654e-03 8.0785e-03 1.8600e-02
1005 202.4719 47.1789 1.8887e+37 9.8583e+35 1.5459e+36 9.6254e+35 0.4984 0.8594 2.7237e-02 4.7012e-03 7.5165e-03 1.6677e-02
1006 202.4719 47.1795 1.1186e+37 5.8966e+35 1.4041e+36 3.9087e+35 1.1738 0.5854 1.9999e-02 3.5628e-03 4.6888e-03 1.1755e-02
1007 202.4719 47.1878 4.2822e+36 2.4171e+35 5.3155e+35 8.94e+35 1.1562 1.6561 1.5118e-02 4.5615e-03 7.3714e-03 1.1635e-02
1008 202.4719 47.1883 7.985e+36 4.2626e+35 1.8051e+36 1.1895e+36 2.1032 1.1428 1.3444e-02 3.7118e-03 4.5154e-03 1.0213e-02
1009 202.4719 47.1889 1.5698e+37 8.2137e+35 4.1952e+36 1.4698e+36 2.3675 0.7561 1.4136e-02 3.2195e-03 3.6447e-03 1.0478e-02
1010 202.4719 47.1895 2.238e+37 1.1659e+36 6.3507e+36 2.0524e+36 2.4622 0.6942 1.4251e-02 2.6388e-03 3.5896e-03 1.0267e-02
1011 202.4719 47.19 1.7787e+37 9.2892e+35 7.4333e+36 2.4602e+36 3.0738 0.7408 1.0885e-02 1.7065e-03 3.0810e-03 7.8653e-03
1012 202.4719 47.1906 2.2126e+37 1.1527e+36 9.803e+36 3.8588e+36 3.1662 0.9778 1.1580e-02 1.6241e-03 3.5206e-03 8.4306e-03
1013 202.4719 47.1911 2.7181e+37 1.4138e+36 1.2602e+37 5.1279e+36 3.2379 0.9406 1.2956e-02 1.6892e-03 4.0297e-03 9.3384e-03
1014 202.4719 47.1917 3.6529e+37 1.8974e+36 1.4777e+37 6.2855e+36 3.0224 1.0832 1.6189e-02 1.9968e-03 4.7982e-03 1.1358e-02
1015 202.4719 47.1922 4.003e+37 2.0786e+36 1.9053e+37 8.1701e+36 3.2794 1.038 1.7814e-02 2.1141e-03 5.2482e-03 1.2320e-02
1016 202.4719 47.1928 3.4559e+37 1.7956e+36 2.0873e+37 9.5692e+36 3.6556 1.2169 1.6084e-02 1.9290e-03 5.8310e-03 1.1554e-02
1017 202.4719 47.1933 3.7858e+37 1.9661e+36 2.3048e+37 1.0294e+37 3.6681 1.1273 1.6473e-02 2.1739e-03 7.2889e-03 1.3250e-02
1018 202.4719 47.1939 5.1655e+37 2.6801e+36 2.5426e+37 1.1598e+37 3.3323 1.2944 1.9023e-02 2.9656e-03 9.6182e-03 1.7937e-02
1019 202.4719 47.1945 7.5234e+37 3.9007e+36 2.6326e+37 1.3542e+37 2.7933 0.747 2.3248e-02 4.2707e-03 1.3359e-02 2.4560e-02
1020 202.4719 47.195 8.8679e+37 4.5965e+36 2.7905e+37 1.4296e+37 2.6256 0.7303 2.4942e-02 5.0083e-03 1.4523e-02 2.7688e-02
1021 202.4719 47.1956 9.6195e+37 4.9858e+36 2.6751e+37 1.289e+37 2.4304 1.8321 2.6879e-02 5.3856e-03 1.5525e-02 2.9246e-02
1022 202.4719 47.1961 9.4978e+37 4.9227e+36 2.2479e+37 1.1493e+37 2.1757 2.4386 2.8961e-02 5.4041e-03 1.5898e-02 2.9965e-02
1023 202.4719 47.1978 4.8281e+37 2.5054e+36 1.298e+37 6.3795e+36 2.377 1.5953 2.5330e-02 3.3683e-03 7.7497e-03 1.8299e-02
1024 202.4719 47.1983 5.1523e+37 2.6729e+36 1.1172e+37 6.0853e+36 2.0373 0.7489 2.8514e-02 3.7445e-03 8.1707e-03 1.9641e-02
1025 202.4719 47.1989 4.2534e+37 2.2077e+36 9.0965e+36 5.2174e+36 2.0156 0.7921 2.5207e-02 3.5936e-03 8.2125e-03 1.7923e-02
1026 202.4719 47.1995 2.5099e+37 1.3062e+36 6.0223e+36 3.7328e+36 2.1973 0.9059 1.7563e-02 2.9143e-03 8.1679e-03 1.3572e-02
1027 202.4719 47.2 1.6464e+37 8.6034e+35 4.1195e+36 2.9107e+36 2.2635 1.1393 1.3723e-02 2.6666e-03 7.4769e-03 1.1612e-02
1028 202.4719 47.2006 1.1645e+37 6.1255e+35 4.2526e+36 2.3733e+36 2.8607 1.523 1.1599e-02 2.4625e-03 5.0828e-03 1.0259e-02
1029 202.4719 47.2011 1.0163e+37 5.3684e+35 5.6466e+36 1.8399e+36 3.5238 0.6186 1.1012e-02 2.3284e-03 3.8340e-03 9.8035e-03
1030 202.4719 47.2017 1.1171e+37 5.886e+35 5.9217e+36 1.3376e+36 3.4494 0.3764 1.1614e-02 2.3302e-03 3.7748e-03 1.0144e-02
1031 202.4719 47.2022 2.2495e+37 1.1717e+36 5.7069e+36 9.3575e+35 2.2853 0.2682 1.7196e-02 3.2459e-03 4.9642e-03 1.5004e-02
1032 202.4719 47.2028 3.0255e+37 1.5727e+36 6.3745e+36 8.6678e+35 1.992 0.1936 2.2365e-02 3.9590e-03 6.2844e-03 1.9825e-02
1033 202.4719 47.2033 3.488e+37 1.8118e+36 4.6806e+36 9.1097e+35 1.2793 0.3118 2.7915e-02 4.5992e-03 9.6884e-03 2.5130e-02
1034 202.472 47.2039 2.6083e+37 1.357e+36 2.1587e+36 8.1599e+35 0.5158 1.2898 2.7104e-02 4.1622e-03 1.3246e-02 2.4553e-02
1035 202.472 47.2045 1.2365e+37 6.4966e+35 1.7262e+36 6.0928e+35 1.3418 0.699 2.1577e-02 3.1572e-03 1.2150e-02 1.8667e-02
1036 202.472 47.205 4.0159e+36 2.285e+35 1.0735e+36 3.4465e+35 2.3679 0.7538 1.7564e-02 2.5430e-03 7.1779e-03 1.3635e-02
1037 202.472 47.2056 3.296e+36 1.9473e+35 8.465e+35 1.852e+35 2.3047 0.5379 1.9698e-02 2.9209e-03 5.1370e-03 1.3341e-02
1038 202.472 47.21 1.8587e+37 9.7037e+35 1.643e+36 1.8804e+35 0.6198 0.2371 1.6256e-02 4.9542e-03 5.3555e-03 1.4919e-02
1039 202.472 47.2106 1.0083e+38 5.2259e+36 1.0032e+37 7.6515e+35 0.8067 0.091 5.3787e-02 1.4226e-02 9.9741e-03 4.6962e-02
1040 202.472 47.2111 1.1607e+38 6.0149e+36 1.6877e+37 1.6927e+36 1.4061 0.1258 5.7314e-02 1.3222e-02 1.0044e-02 4.9886e-02
1041 202.472 47.2117 3.373e+37 1.7528e+36 6.6791e+36 4.9572e+35 1.8939 0.105 2.0572e-02 4.4696e-03 5.6718e-03 1.8363e-02
1042 202.472 47.2122 8.3591e+36 4.4538e+35 1.3303e+36 3.9577e+35 1.5488 0.7294 9.6257e-03 2.1710e-03 4.7660e-03 9.4735e-03
1043 202.4711 47.1761 1.0725e+37 5.6602e+35 7.6278e+35 3.9357e+35 0.2764 1.3722 3.4974e-02 7.0952e-03 7.2058e-03 2.1105e-02
1044 202.4711 47.1767 1.5849e+37 8.2925e+35 9.589e+35 5.3451e+35 0.0209 1.1988 3.6738e-02 7.4580e-03 9.2034e-03 2.3362e-02
1045 202.4711 47.1778 1.0102e+37 5.3414e+35 1.5153e+36 7.2433e+35 1.4554 1.6175 1.9882e-02 3.8444e-03 6.0372e-03 1.2985e-02
1046 202.4711 47.1783 1.5412e+37 8.0675e+35 2.613e+36 9.3367e+35 1.6487 0.7843 2.3294e-02 4.3669e-03 5.5343e-03 1.4590e-02
1047 202.4711 47.1789 1.7567e+37 9.1781e+35 3.0043e+36 7.0258e+35 1.6623 0.3919 2.4067e-02 4.3799e-03 5.0696e-03 1.4414e-02
1048 202.4711 47.1795 1.0897e+37 5.7482e+35 2.6334e+36 3.2456e+35 2.2086 0.1788 1.7730e-02 3.1837e-03 3.6127e-03 1.0373e-02
1049 202.4711 47.1861 4.2251e+36 2.39e+35 1.4455e+36 2.9418e+35 2.7577 0.3351 3.2016e-02 6.3750e-03 6.7237e-03 1.7467e-02
1050 202.4711 47.1878 4.7501e+36 2.6443e+35 4.7447e+35 9.6218e+35 0.8129 1.0438 1.5600e-02 4.4717e-03 8.2082e-03 1.1595e-02
1051 202.4711 47.1883 1.1176e+37 5.8906e+35 2.1656e+36 1.3634e+36 1.8596 0.9894 1.5923e-02 4.1593e-03 5.1659e-03 1.1557e-02
1052 202.4711 47.1889 2.5857e+37 1.3454e+36 5.9748e+36 1.6635e+36 2.1377 0.5285 1.9878e-02 4.2548e-03 4.4043e-03 1.4075e-02
1053 202.4711 47.1895 3.1501e+37 1.6374e+36 8.5771e+36 2.1935e+36 2.397 0.4593 1.8640e-02 3.2527e-03 4.1985e-03 1.2958e-02
1054 202.4711 47.19 2.1029e+37 1.0963e+36 7.6484e+36 2.8644e+36 2.8543 0.9153 1.2508e-02 1.8724e-03 3.4830e-03 8.8821e-03
1055 202.4711 47.1906 1.9681e+37 1.0265e+36 8.0988e+36 4.1891e+36 3.0494 0.766 1.1179e-02 1.5237e-03 3.6261e-03 8.0954e-03
1056 202.4711 47.1911 1.844e+37 9.6256e+35 1.1649e+37 4.7278e+36 3.7265 0.9071 1.0448e-02 1.3451e-03 3.4686e-03 7.5490e-03
1057 202.4711 47.1917 3.5366e+37 1.8372e+36 1.3857e+37 6.0238e+36 2.9719 1.2103 1.6153e-02 1.9942e-03 4.9634e-03 1.1439e-02
1058 202.4711 47.1922 4.8567e+37 2.5203e+36 1.8441e+37 8.0856e+36 2.9223 1.0928 2.0790e-02 2.5220e-03 6.3018e-03 1.4869e-02
1059 202.4711 47.1928 3.7778e+37 1.9621e+36 2.0015e+37 9.341e+36 3.4486 1.3002 1.6648e-02 2.1314e-03 6.7193e-03 1.2924e-02
1060 202.4711 47.1933 5.0514e+37 2.6211e+36 2.156e+37 1.0565e+37 3.1071 1.8113 1.8898e-02 2.8330e-03 1.0654e-02 1.7303e-02
1061 202.4711 47.1939 1.0083e+38 5.2258e+36 2.8176e+37 1.2509e+37 2.438 1.2137 2.9046e-02 5.3584e-03 1.9441e-02 3.1520e-02
1062 202.4711 47.1945 1.7029e+38 8.8226e+36 3.5086e+37 1.6831e+37 1.9566 2.1173 4.0032e-02 8.4958e-03 2.7202e-02 4.6753e-02
1063 202.4711 47.195 1.819e+38 9.4233e+36 4.0803e+37 2.1097e+37 2.091 0.8088 3.8731e-02 8.3724e-03 2.2877e-02 4.5696e-02
1064 202.4711 47.1956 1.5502e+38 8.0321e+36 3.7947e+37 1.9941e+37 2.2288 0.8096 3.3485e-02 6.8267e-03 2.2210e-02 3.8127e-02
1065 202.4711 47.1961 1.2683e+38 6.5718e+36 2.8391e+37 1.5637e+37 2.0877 0.7808 3.0966e-02 5.8362e-03 2.3813e-02 3.4369e-02
1066 202.4711 47.1967 1.0265e+38 5.3196e+36 2.1302e+37 1.1938e+37 1.9681 0.7608 3.0689e-02 5.3284e-03 1.8342e-02 3.1536e-02
1067 202.4711 47.1972 8.7187e+37 4.5193e+36 1.8487e+37 9.2137e+36 2.002 1.5105 3.2402e-02 5.1306e-03 1.3243e-02 2.9509e-02
1068 202.4711 47.1978 6.6028e+37 3.4237e+36 1.6167e+37 7.1905e+36 2.2293 1.0871 2.9549e-02 4.3160e-03 9.8927e-03 2.3342e-02
1069 202.4711 47.1983 4.6979e+37 2.4378e+36 1.2523e+37 6.375e+36 2.3635 1.6242 2.3810e-02 3.4192e-03 7.6994e-03 1.7570e-02
1070 202.4711 47.1989 3.7914e+37 1.9687e+36 1.0116e+37 5.6423e+36 2.365 2.3266 2.0084e-02 3.0972e-03 6.4167e-03 1.5183e-02
1071 202.4711 47.1995 2.8499e+37 1.482e+36 8.0733e+36 4.3513e+36 2.4596 2.4407 1.5982e-02 2.8312e-03 6.1537e-03 1.3045e-02
1072 202.4711 47.2 2.0249e+37 1.0556e+36 5.9502e+36 3.0861e+36 2.5175 1.6048 1.2686e-02 2.6166e-03 6.0488e-03 1.1273e-02
1073 202.4711 47.2006 1.7153e+37 8.961e+35 5.0987e+36 2.564e+36 2.5356 1.4341 1.1603e-02 2.6352e-03 5.2151e-03 1.0753e-02
1074 202.4711 47.2011 1.5386e+37 8.0484e+35 4.7066e+36 2.2434e+36 2.581 1.5324 1.1287e-02 2.5633e-03 4.3792e-03 1.0480e-02
1075 202.4711 47.2017 1.0279e+37 5.4244e+35 4.9286e+36 1.7484e+36 3.2909 0.7391 1.0002e-02 2.1109e-03 3.8053e-03 9.0428e-03
1076 202.4711 47.2022 7.7663e+36 4.1479e+35 4.1085e+36 9.9296e+35 3.4463 0.4745 9.8489e-03 1.8753e-03 3.8772e-03 8.7371e-03
1077 202.4711 47.2028 1.2807e+37 6.7222e+35 3.7664e+36 7.2841e+35 2.5188 0.3842 1.3537e-02 2.3196e-03 4.7763e-03 1.1838e-02
1078 202.4711 47.2033 2.5805e+37 1.3425e+36 4.1744e+36 6.0994e+35 1.5745 0.2281 2.3452e-02 3.6738e-03 7.2602e-03 2.0187e-02
1079 202.4711 47.2039 2.3849e+37 1.2415e+36 2.7971e+36 6.8733e+35 1.0666 0.4374 2.7266e-02 4.0377e-03 9.6753e-03 2.3092e-02
1080 202.4711 47.2045 1.0428e+37 5.5025e+35 1.4609e+36 5.9355e+35 1.3473 0.8491 2.1743e-02 3.1798e-03 1.0842e-02 1.7813e-02
1081 202.4711 47.205 2.731e+36 1.6894e+35 7.4395e+35 4.1592e+35 2.3977 1.3977 1.7819e-02 2.6625e-03 9.3554e-03 1.3556e-02
1082 202.4711 47.21 1.6785e+37 8.7748e+35 1.2633e+36 1.6672e+35 0.3657 0.3028 1.4474e-02 3.9608e-03 5.4478e-03 1.3808e-02
1083 202.4711 47.2111 1.1039e+38 5.7209e+36 1.0839e+37 7.9674e+35 0.7859 0.0888 4.9513e-02 9.9290e-03 1.1768e-02 4.7134e-02
1084 202.4711 47.2117 4.017e+37 2.086e+36 5.5434e+36 4.3992e+35 1.3234 0.1145 2.0762e-02 3.9762e-03 7.0723e-03 2.0806e-02
1085 202.4712 47.2311 1.373e+37 7.2142e+35 1.3129e+36 2.3858e+35 0.7439 0.2694 3.1026e-02 6.5882e-03 5.0994e-03 1.7518e-02
1086 202.4703 47.1761 1.0459e+37 5.5238e+35 6.6885e+35 3.9552e+35 0.1085 1.3927 3.5202e-02 6.8256e-03 7.6795e-03 2.0672e-02
1087 202.4703 47.1767 1.4894e+37 7.8011e+35 1.1791e+36 6.7315e+35 0.4456 1.4242 3.5886e-02 7.1107e-03 1.0448e-02 2.1911e-02
1088 202.4703 47.1772 1.4697e+37 7.6994e+35 1.1306e+36 5.8048e+35 0.4004 1.6076 2.9341e-02 5.8936e-03 1.0019e-02 1.8407e-02
1089 202.4703 47.1778 1.3816e+37 7.2468e+35 1.7797e+36 6.1041e+35 1.2145 0.7529 2.3808e-02 4.7230e-03 6.2052e-03 1.4613e-02
1090 202.4703 47.1783 1.6129e+37 8.4369e+35 2.9558e+36 7.8526e+35 1.7716 0.4872 2.3172e-02 4.3773e-03 4.3865e-03 1.3786e-02
1091 202.4703 47.1789 1.6356e+37 8.5533e+35 3.2784e+36 5.9811e+35 1.9132 0.3167 2.1564e-02 3.8171e-03 3.6751e-03 1.2545e-02
1092 202.4703 47.1795 8.9992e+36 4.7795e+35 2.7609e+36 2.3601e+35 2.5855 0.1275 1.4621e-02 2.4857e-03 2.7225e-03 8.5596e-03
1093 202.4703 47.1883 1.004e+37 5.309e+35 1.7503e+36 1.466e+36 1.6926 1.9988 1.5510e-02 3.8721e-03 5.4425e-03 1.0948e-02
1094 202.4703 47.1889 2.1777e+37 1.1348e+36 5.0008e+36 1.9919e+36 2.128 0.9658 1.8414e-02 3.7836e-03 4.3194e-03 1.2793e-02
1095 202.4703 47.1895 3.0352e+37 1.5779e+36 7.9359e+36 2.3521e+36 2.333 0.572 1.8941e-02 3.1990e-03 4.2420e-03 1.3034e-02
1096 202.4703 47.19 2.8881e+37 1.5019e+36 7.818e+36 3.308e+36 2.3878 0.9699 1.6045e-02 2.3649e-03 4.3888e-03 1.1333e-02
1097 202.4703 47.1906 2.3516e+37 1.2245e+36 6.6214e+36 4.3894e+36 2.45 1.0548 1.2942e-02 1.7726e-03 4.2008e-03 9.3332e-03
1098 202.4703 47.1911 2.2866e+37 1.1911e+36 1.0368e+37 4.7458e+36 3.2027 1.1548 1.2247e-02 1.6080e-03 3.9769e-03 8.8436e-03
1099 202.4703 47.1917 4.2686e+37 2.216e+36 1.3779e+37 5.7291e+36 2.6659 1.0535 1.8904e-02 2.3949e-03 5.9152e-03 1.3544e-02
1100 202.4703 47.1922 6.9637e+37 3.611e+36 1.7473e+37 7.9389e+36 2.2679 1.187 2.7843e-02 3.4933e-03 8.8256e-03 2.0699e-02
1101 202.4703 47.1928 5.2514e+37 2.7246e+36 1.8623e+37 9.2311e+36 2.8145 1.615 2.0784e-02 2.8120e-03 8.7084e-03 1.7324e-02
1102 202.4703 47.1933 7.8671e+37 4.0786e+36 2.0086e+37 1.0828e+37 2.2954 0.7563 2.5366e-02 4.1220e-03 1.6864e-02 2.5480e-02
1103 202.4703 47.1939 2.358e+38 1.2215e+37 2.8585e+37 1.3923e+37 1.1187 2.0161 5.6923e-02 1.1239e-02 4.6254e-02 6.6275e-02
1104 202.4703 47.1945 3.9091e+38 2.0247e+37 4.6621e+37 2.0985e+37 1.093 1.7049 7.7141e-02 1.6199e-02 4.4352e-02 9.2766e-02
1105 202.4703 47.195 4.3413e+38 2.2485e+37 8.0069e+37 4.0836e+37 1.7817 0.9006 7.6918e-02 1.4928e-02 2.8872e-02 9.1411e-02
1106 202.4703 47.1956 3.3331e+38 1.7264e+37 8.0947e+37 4.1496e+37 2.2164 0.7469 5.9801e-02 1.0333e-02 2.8550e-02 6.8789e-02
1107 202.4703 47.1961 1.6871e+38 8.7407e+36 4.172e+37 2.0978e+37 2.2449 1.9916 3.5232e-02 5.6421e-03 3.1760e-02 4.0745e-02
1108 202.4703 47.1967 1.1972e+38 6.2036e+36 2.4102e+37 1.3922e+37 1.9202 0.7801 3.1401e-02 4.9358e-03 2.6529e-02 3.4784e-02
1109 202.4703 47.1972 1.1248e+38 5.8289e+36 1.9167e+37 1.0523e+37 1.6567 0.7309 3.6804e-02 5.8324e-03 1.8603e-02 3.6922e-02
1110 202.4703 47.1978 1.0292e+38 5.3338e+36 1.6763e+37 8.7067e+36 1.5852 2.1164 3.9258e-02 6.2031e-03 1.4709e-02 3.3778e-02
1111 202.4703 47.1983 6.4393e+37 3.339e+36 1.366e+37 7.156e+36 2.0028 2.6314 2.7144e-02 4.3084e-03 9.4052e-03 2.1290e-02
1112 202.4703 47.1989 4.5659e+37 2.3694e+36 1.2272e+37 5.9045e+36 2.3766 1.433 1.9729e-02 3.2974e-03 5.8134e-03 1.5521e-02
1113 202.4703 47.1995 4.1117e+37 2.1344e+36 1.2505e+37 4.6467e+36 2.5717 0.6941 1.7080e-02 3.1440e-03 5.2021e-03 1.4174e-02
1114 202.4703 47.2 3.304e+37 1.7165e+36 9.0619e+36 3.1662e+36 2.4086 0.7352 1.4044e-02 2.8816e-03 5.3895e-03 1.2461e-02
1115 202.4703 47.2006 3.7178e+37 1.9308e+36 7.2831e+36 2.8536e+36 1.8769 0.8872 1.5258e-02 3.3770e-03 6.1306e-03 1.4148e-02
1116 202.4703 47.2011 2.8466e+37 1.4803e+36 5.2097e+36 2.7152e+36 1.7694 0.9441 1.3378e-02 2.9892e-03 5.2562e-03 1.2603e-02
1117 202.4703 47.2017 1.7612e+37 9.1941e+35 5.1521e+36 1.9775e+36 2.5103 0.6898 1.1165e-02 2.3624e-03 4.5915e-03 1.0478e-02
1118 202.4703 47.2022 6.306e+36 3.4103e+35 3.3057e+36 1.1644e+36 3.4318 0.7393 8.4930e-03 1.6317e-03 4.3362e-03 7.9112e-03
1119 202.4703 47.2028 5.2822e+36 2.9033e+35 2.4437e+36 9.251e+35 3.2345 0.9215 9.5778e-03 1.6368e-03 5.0073e-03 8.6753e-03
1120 202.4703 47.2033 9.4245e+36 4.9911e+35 2.7541e+36 7.1553e+35 2.5087 0.5593 1.4079e-02 2.1566e-03 5.5367e-03 1.2223e-02
1121 202.4703 47.2039 9.4459e+36 5.0022e+35 2.6315e+36 6.3685e+35 2.4332 0.4292 1.7593e-02 2.5216e-03 6.3626e-03 1.4566e-02
1122 202.4703 47.2045 6.1326e+36 3.3274e+35 1.1638e+36 5.0383e+35 1.8267 1.1283 1.9024e-02 2.7344e-03 8.9373e-03 1.5287e-02
1123 202.4703 47.205 2.2538e+36 1.4825e+35 4.665e+35 4.4158e+35 1.9638 1.4393 1.8595e-02 2.8482e-03 1.1702e-02 1.4303e-02
1124 202.4703 47.2072 4.0716e+36 2.3151e+35 1.1588e+36 1.8199e+35 2.467 0.2582 2.4971e-02 4.5383e-03 6.4153e-03 1.4948e-02
1125 202.4703 47.2111 4.8942e+37 2.5399e+36 3.9797e+36 3.8759e+35 0.4879 0.1579 2.2004e-02 4.5046e-03 1.0721e-02 2.5093e-02
1126 202.4703 47.2117 2.869e+37 1.4922e+36 3.1345e+36 3.3781e+35 0.9545 0.183 1.3837e-02 2.7964e-03 7.1342e-03 1.6839e-02
1127 202.4703 47.2122 1.278e+37 6.7144e+35 2.7603e+36 3.7224e+35 2.0311 0.2084 8.4614e-03 1.8855e-03 4.3827e-03 1.1063e-02
1128 202.4703 47.2133 1.081e+37 5.7042e+35 8.0478e+35 5.011e+35 0.3486 1.4888 1.1314e-02 3.7599e-03 7.1935e-03 1.3818e-02
1129 202.4703 47.2139 1.8014e+37 9.4091e+35 2.0757e+36 4.2188e+35 1.0386 0.3788 2.1333e-02 7.9786e-03 7.9219e-03 2.1660e-02
1130 202.4695 47.1778 1.6529e+37 8.6429e+35 1.6697e+36 5.5778e+35 0.8306 0.8494 2.6787e-02 5.0287e-03 5.4678e-03 1.5810e-02
1131 202.4695 47.1783 1.7838e+37 9.3181e+35 2.6083e+36 6.4935e+35 1.4148 0.4731 2.4618e-02 4.3334e-03 4.0608e-03 1.4499e-02
1132 202.4695 47.1789 1.8899e+37 9.8647e+35 3.7683e+36 4.0696e+35 1.9049 0.1598 2.3351e-02 3.7970e-03 3.8419e-03 1.3902e-02
1133 202.4695 47.1795 1.1085e+37 5.8449e+35 3.1815e+36 2.5526e+35 2.4803 0.1057 1.5793e-02 2.4552e-03 3.0616e-03 9.7321e-03
1134 202.4695 47.1883 7.3091e+36 3.9199e+35 1.3423e+36 1.3905e+36 1.7749 1.2056 1.3747e-02 3.3372e-03 5.0386e-03 9.5181e-03
1135 202.4695 47.1889 1.6073e+37 8.4082e+35 3.7815e+36 1.8944e+36 2.1662 1.5481 1.5733e-02 3.1961e-03 4.3175e-03 1.0846e-02
1136 202.4695 47.1895 2.368e+37 1.2332e+36 6.3136e+36 1.9773e+36 2.3638 0.6082 1.6539e-02 2.7901e-03 4.1676e-03 1.1370e-02
1137 202.4695 47.19 2.2543e+37 1.1744e+36 7.1988e+36 2.6583e+36 2.6489 0.7591 1.4054e-02 2.0909e-03 3.9406e-03 9.8562e-03
1138 202.4695 47.1906 2.018e+37 1.0523e+36 7.6913e+36 3.4217e+36 2.9283 1.079 1.2068e-02 1.6833e-03 3.6354e-03 8.5814e-03
1139 202.4695 47.1911 2.8807e+37 1.4978e+36 1.029e+37 4.3799e+36 2.826 1.0413 1.4569e-02 1.9534e-03 4.2334e-03 1.0369e-02
1140 202.4695 47.1917 4.8022e+37 2.4921e+36 1.345e+37 5.399e+36 2.4417 0.908 2.0947e-02 2.7020e-03 6.2876e-03 1.4976e-02
1141 202.4695 47.1922 6.8073e+37 3.5298e+36 1.518e+37 7.2428e+36 2.0816 1.3962 2.7288e-02 3.4767e-03 8.7974e-03 2.0602e-02
1142 202.4695 47.1928 5.9473e+37 3.0847e+36 1.7895e+37 8.5681e+36 2.5549 1.2494 2.2665e-02 3.1134e-03 8.7851e-03 1.9409e-02
1143 202.4695 47.1933 7.9527e+37 4.123e+36 1.9194e+37 1.0462e+37 2.2066 0.7588 2.4882e-02 4.0702e-03 1.4769e-02 2.5690e-02
1144 202.4695 47.1939 2.3838e+38 1.2348e+37 2.6052e+37 1.3875e+37 0.955 0.7376 5.5437e-02 1.0591e-02 4.3742e-02 6.5808e-02
1145 202.4695 47.1945 3.7307e+38 1.9322e+37 4.5043e+37 2.1993e+37 1.1124 2.2262 7.0834e-02 1.3347e-02 3.7804e-02 8.6998e-02
1146 202.4695 47.195 4.986e+38 2.5823e+37 9.5594e+37 5.093e+37 1.8429 1.4781 8.4573e-02 1.3708e-02 2.8261e-02 1.0351e-01
1147 202.4695 47.1956 4.7886e+38 2.4801e+37 1.058e+38 5.2858e+37 2.067 0.816 8.1785e-02 1.1341e-02 3.4972e-02 9.8083e-02
1148 202.4695 47.1961 1.98e+38 1.0257e+37 5.1236e+37 2.2445e+37 2.3166 0.9535 3.9446e-02 5.0679e-03 3.4372e-02 4.8118e-02
1149 202.4695 47.1967 1.1207e+38 5.8076e+36 2.6194e+37 1.4802e+37 2.1559 0.7358 2.8490e-02 3.7730e-03 2.8891e-02 3.3412e-02
1150 202.4695 47.1972 9.6663e+37 5.01e+36 1.8706e+37 1.1508e+37 1.8576 0.8265 3.0657e-02 4.5332e-03 1.9343e-02 3.2425e-02
1151 202.4695 47.1978 1.0716e+38 5.5532e+36 1.6957e+37 9.5717e+36 1.5397 0.7416 3.7796e-02 6.1844e-03 1.5465e-02 3.4004e-02
1152 202.4695 47.1983 9.1436e+37 4.7392e+36 1.5369e+37 7.9973e+36 1.6349 1.7096 3.2691e-02 5.5595e-03 1.1578e-02 2.6627e-02
1153 202.4695 47.1989 6.4131e+37 3.3256e+36 1.3755e+37 6.4328e+36 2.02 1.3112 2.2309e-02 3.8876e-03 6.8114e-03 1.8086e-02
1154 202.4695 47.1995 5.6557e+37 2.9333e+36 1.4486e+37 5.2299e+36 2.3004 0.7525 1.8373e-02 3.3449e-03 5.4433e-03 1.5511e-02
1155 202.4695 47.2 4.9081e+37 2.5466e+36 1.1022e+37 3.7382e+36 2.0927 0.7585 1.5557e-02 2.9991e-03 5.4008e-03 1.3860e-02
1156 202.4695 47.2006 6.3852e+37 3.3115e+36 1.0738e+37 3.0064e+36 1.6358 0.5234 1.9081e-02 3.8593e-03 6.3890e-03 1.7743e-02
1157 202.4695 47.2011 4.8915e+37 2.538e+36 9.4765e+36 2.8778e+36 1.8593 0.5769 1.6515e-02 3.4048e-03 5.7573e-03 1.5720e-02
1158 202.4695 47.2017 2.5076e+37 1.3049e+36 5.2612e+36 2.1316e+36 1.9853 0.9082 1.1880e-02 2.4159e-03 5.1930e-03 1.1469e-02
1159 202.4695 47.2022 1.2676e+37 6.6574e+35 2.9914e+36 1.2795e+36 2.1711 1.0891 9.9776e-03 1.9390e-03 5.3549e-03 9.7206e-03
1160 202.4695 47.2028 1.1835e+37 6.2238e+35 3.0245e+36 1.0102e+36 2.2969 0.6339 1.2071e-02 2.1586e-03 6.0519e-03 1.1399e-02
1161 202.4695 47.2033 9.9308e+36 5.2469e+35 3.1345e+36 8.1269e+35 2.6305 0.4557 1.4322e-02 2.2978e-03 6.2384e-03 1.2738e-02
